production_order_id,company_id,production_order_code,sales_order_line_id,plant_id,product_id,planned_qty,completed_qty,planned_start_date,planned_finish_date,actual_finish_date,progress_rate,status
818,1,生产-000818,818,1,27,5,5.0,2025-05-27,2025-08-31,2025-09-06,100.0,已完成
819,1,生产-000819,819,1,15,5,5.0,2025-05-27,2025-07-24,2025-07-31,100.0,已完成
820,1,生产-000820,820,2,30,2,2.0,2025-05-27,2025-08-12,2025-08-16,100.0,已完成
821,1,生产-000821,821,2,22,4,4.0,2025-05-28,2025-09-12,2025-09-18,100.0,已完成
822,1,生产-000822,822,1,17,1,1.0,2025-05-28,2025-09-15,2025-09-17,100.0,已完成
823,1,生产-000823,823,1,16,4,4.0,2025-05-28,2025-09-11,2025-09-13,100.0,已完成
824,1,生产-000824,824,1,20,4,4.0,2025-05-29,2025-06-27,2025-06-28,100.0,已完成
825,1,生产-000825,825,1,38,2,2.0,2025-05-29,2025-07-23,2025-07-29,100.0,已完成
826,1,生产-000826,826,2,25,1,1.0,2025-05-29,2025-06-28,2025-06-28,100.0,已完成
827,1,生产-000827,827,1,1,4,4.0,2025-05-30,2025-09-07,2025-09-03,100.0,已完成
828,1,生产-000828,828,2,40,1,1.0,2025-05-30,2025-09-11,2025-09-09,100.0,已完成
829,1,生产-000829,829,2,4,5,5.0,2025-05-30,2025-08-09,2025-08-14,100.0,已完成
830,1,生产-000830,830,2,11,3,3.0,2025-05-30,2025-06-28,2025-06-26,100.0,已完成
831,1,生产-000831,831,2,28,1,1.0,2025-05-30,2025-07-02,2025-07-05,100.0,已完成
832,1,生产-000832,832,2,4,5,5.0,2025-05-31,2025-08-06,2025-08-13,100.0,已完成
833,1,生产-000833,833,2,7,1,1.0,2025-06-01,2025-07-26,2025-07-25,100.0,已完成
834,1,生产-000834,834,1,9,2,2.0,2025-06-01,2025-08-03,2025-08-04,100.0,已完成
835,1,生产-000835,835,2,27,3,3.0,2025-06-02,2025-07-12,2025-07-09,100.0,已完成
836,1,生产-000836,836,1,35,1,1.0,2025-06-03,2025-09-03,2025-09-09,100.0,已完成
837,1,生产-000837,837,2,28,3,3.0,2025-06-03,2025-07-07,2025-07-10,100.0,已完成
838,1,生产-000838,838,1,37,1,1.0,2025-06-03,2025-07-03,2025-07-07,100.0,已完成
839,1,生产-000839,839,1,12,1,1.0,2025-06-04,2025-09-07,2025-09-05,100.0,已完成
840,1,生产-000840,840,1,32,2,2.0,2025-06-04,2025-09-13,2025-09-12,100.0,已完成
841,1,生产-000841,841,1,26,3,3.0,2025-06-04,2025-09-18,2025-09-16,100.0,已完成
842,1,生产-000842,842,1,12,1,1.0,2025-06-04,2025-08-02,2025-08-06,100.0,已完成
843,1,生产-000843,843,2,33,4,4.0,2025-06-04,2025-09-01,2025-09-08,100.0,已完成
844,1,生产-000844,844,1,9,4,4.0,2025-06-05,2025-08-23,2025-08-26,100.0,已完成
845,1,生产-000845,845,1,3,4,4.0,2025-06-05,2025-09-18,2025-09-19,100.0,已完成
846,1,生产-000846,846,1,24,1,1.0,2025-06-05,2025-09-24,2025-09-29,100.0,已完成
847,1,生产-000847,847,2,29,1,1.0,2025-06-05,2025-09-19,2025-09-18,100.0,已完成
848,1,生产-000848,848,1,8,3,3.0,2025-06-05,2025-08-16,2025-08-17,100.0,已完成
849,1,生产-000849,849,1,6,4,4.0,2025-06-06,2025-08-28,2025-09-03,100.0,已完成
850,1,生产-000850,850,2,15,1,1.0,2025-06-06,2025-07-20,2025-07-23,100.0,已完成
851,1,生产-000851,851,2,24,2,2.0,2025-06-07,2025-09-22,2025-09-20,100.0,已完成
852,1,生产-000852,852,2,40,1,1.0,2025-06-07,2025-07-03,2025-06-29,100.0,已完成
853,1,生产-000853,853,1,24,3,3.0,2025-06-08,2025-09-15,2025-09-20,100.0,已完成
854,1,生产-000854,854,2,17,1,1.0,2025-06-09,2025-09-03,2025-09-04,100.0,已完成
855,1,生产-000855,855,2,26,3,3.0,2025-06-09,2025-08-04,2025-08-02,100.0,已完成
856,1,生产-000856,856,2,6,4,4.0,2025-06-09,2025-08-14,2025-08-16,100.0,已完成
857,1,生产-000857,857,2,34,2,2.0,2025-06-09,2025-08-10,2025-08-15,100.0,已完成
858,1,生产-000858,858,2,34,5,5.0,2025-06-10,2025-07-31,2025-08-06,100.0,已完成
859,1,生产-000859,859,1,28,3,3.0,2025-06-11,2025-09-11,2025-09-13,100.0,已完成
860,1,生产-000860,860,2,39,1,1.0,2025-06-11,2025-09-13,2025-09-18,100.0,已完成
861,1,生产-000861,861,1,34,2,2.0,2025-06-11,2025-09-12,2025-09-12,100.0,已完成
862,1,生产-000862,862,1,4,1,1.0,2025-06-11,2025-08-30,2025-09-02,100.0,已完成
863,1,生产-000863,863,1,17,1,1.0,2025-06-12,2025-09-07,2025-09-14,100.0,已完成
864,1,生产-000864,864,2,32,2,2.0,2025-06-13,2025-08-26,2025-08-31,100.0,已完成
865,1,生产-000865,865,1,15,1,1.0,2025-06-13,2025-08-29,2025-08-29,100.0,已完成
866,1,生产-000866,866,2,1,1,1.0,2025-06-13,2025-07-12,2025-07-15,100.0,已完成
867,1,生产-000867,867,1,32,1,1.0,2025-06-13,2025-07-18,2025-07-19,100.0,已完成
868,1,生产-000868,868,1,25,3,3.0,2025-06-14,2025-08-13,2025-08-11,100.0,已完成
869,1,生产-000869,869,1,26,2,2.0,2025-06-14,2025-10-03,2025-10-04,100.0,已完成
870,1,生产-000870,870,2,4,1,1.0,2025-06-14,2025-08-08,2025-08-14,100.0,已完成
871,1,生产-000871,871,2,31,1,1.0,2025-06-14,2025-09-19,2025-09-25,100.0,已完成
872,1,生产-000872,872,2,8,4,4.0,2025-06-14,2025-08-28,2025-08-30,100.0,已完成
873,1,生产-000873,873,2,12,2,2.0,2025-06-14,2025-09-28,2025-10-01,100.0,已完成
874,1,生产-000874,874,2,36,1,1.0,2025-06-14,2025-08-10,2025-08-14,100.0,已完成
875,1,生产-000875,875,1,16,1,1.0,2025-06-14,2025-08-13,2025-08-10,100.0,已完成
876,1,生产-000876,876,2,39,1,1.0,2025-06-15,2025-09-08,2025-09-12,100.0,已完成
877,1,生产-000877,877,1,31,1,1.0,2025-06-16,2025-08-13,2025-08-16,100.0,已完成
878,1,生产-000878,878,2,34,2,2.0,2025-06-17,2025-09-07,2025-09-05,100.0,已完成
879,1,生产-000879,879,2,3,2,2.0,2025-06-17,2025-08-30,2025-09-02,100.0,已完成
880,1,生产-000880,880,2,36,2,2.0,2025-06-18,2025-09-16,2025-09-20,100.0,已完成
881,1,生产-000881,881,2,29,1,1.0,2025-06-18,2025-07-26,2025-07-22,100.0,已完成
882,1,生产-000882,882,2,28,1,1.0,2025-06-19,2025-08-06,2025-08-09,100.0,已完成
883,1,生产-000883,883,1,1,2,2.0,2025-06-19,2025-07-29,2025-07-27,100.0,已完成
884,1,生产-000884,884,1,36,3,3.0,2025-06-19,2025-10-07,2025-10-03,100.0,已完成
885,1,生产-000885,885,1,15,1,1.0,2025-06-20,2025-10-02,2025-09-28,100.0,已完成
886,1,生产-000886,886,1,26,5,5.0,2025-06-20,2025-09-05,2025-09-02,100.0,已完成
887,1,生产-000887,887,1,33,3,3.0,2025-06-20,2025-08-17,2025-08-21,100.0,已完成
888,1,生产-000888,888,1,32,3,3.0,2025-06-20,2025-09-08,2025-09-10,100.0,已完成
889,1,生产-000889,889,2,23,2,2.0,2025-06-20,2025-08-28,2025-08-28,100.0,已完成
890,1,生产-000890,890,2,12,1,1.0,2025-06-20,2025-10-07,2025-10-12,100.0,已完成
891,1,生产-000891,891,1,32,5,5.0,2025-06-21,2025-09-01,2025-09-05,100.0,已完成
892,1,生产-000892,892,2,11,1,1.0,2025-06-21,2025-09-23,2025-09-30,100.0,已完成
893,1,生产-000893,893,1,21,2,2.0,2025-06-21,2025-08-12,2025-08-13,100.0,已完成
894,1,生产-000894,894,1,3,1,1.0,2025-06-22,2025-07-23,2025-07-24,100.0,已完成
895,1,生产-000895,895,1,25,1,1.0,2025-06-23,2025-09-16,2025-09-19,100.0,已完成
896,1,生产-000896,896,1,5,1,1.0,2025-06-24,2025-09-26,2025-10-01,100.0,已完成
897,1,生产-000897,897,1,23,1,1.0,2025-06-24,2025-08-03,2025-08-01,100.0,已完成
898,1,生产-000898,898,2,31,1,1.0,2025-06-24,2025-07-22,2025-07-28,100.0,已完成
899,1,生产-000899,899,1,3,1,1.0,2025-06-24,2025-09-01,2025-09-05,100.0,已完成
900,1,生产-000900,900,2,8,1,1.0,2025-06-24,2025-09-11,2025-09-09,100.0,已完成
901,1,生产-000901,901,2,11,1,1.0,2025-06-25,2025-08-12,2025-08-11,100.0,已完成
902,1,生产-000902,902,2,37,5,5.0,2025-06-26,2025-09-02,2025-09-07,100.0,已完成
903,1,生产-000903,903,2,5,2,2.0,2025-06-26,2025-09-05,2025-09-03,100.0,已完成
904,1,生产-000904,904,1,6,1,1.0,2025-06-28,2025-10-07,2025-10-05,100.0,已完成
905,1,生产-000905,905,2,6,2,2.0,2025-06-29,2025-07-30,2025-08-05,100.0,已完成
906,1,生产-000906,906,2,35,2,2.0,2025-06-30,2025-07-29,2025-07-25,100.0,已完成
907,1,生产-000907,907,1,33,2,2.0,2025-06-30,2025-09-11,2025-09-11,100.0,已完成
908,1,生产-000908,908,1,3,1,1.0,2025-06-30,2025-10-05,2025-10-12,100.0,已完成
909,1,生产-000909,909,2,22,2,2.0,2025-07-01,2025-10-17,2025-10-19,100.0,已完成
910,1,生产-000910,910,1,39,1,1.0,2025-07-01,2025-09-24,2025-09-25,100.0,已完成
911,1,生产-000911,911,1,30,4,4.0,2025-07-02,2025-08-30,2025-08-27,100.0,已完成
912,1,生产-000912,912,2,1,3,3.0,2025-07-02,2025-08-11,2025-08-16,100.0,已完成
913,1,生产-000913,913,1,35,4,4.0,2025-07-03,2025-10-06,2025-10-11,100.0,已完成
914,1,生产-000914,914,2,12,1,1.0,2025-07-03,2025-09-30,2025-09-28,100.0,已完成
915,1,生产-000915,915,1,21,2,2.0,2025-07-03,2025-10-06,2025-10-06,100.0,已完成
916,1,生产-000916,916,1,36,5,5.0,2025-07-03,2025-10-01,2025-09-28,100.0,已完成
917,1,生产-000917,917,2,5,2,2.0,2025-07-03,2025-07-29,2025-07-26,100.0,已完成
918,1,生产-000918,918,1,10,5,5.0,2025-07-04,2025-10-19,2025-10-18,100.0,已完成
919,1,生产-000919,919,1,17,3,3.0,2025-07-04,2025-08-10,2025-08-12,100.0,已完成
920,1,生产-000920,920,1,29,5,5.0,2025-07-04,2025-09-25,2025-09-23,100.0,已完成
921,1,生产-000921,921,2,29,1,1.0,2025-07-04,2025-09-24,2025-09-24,100.0,已完成
922,1,生产-000922,922,1,11,4,4.0,2025-07-04,2025-08-26,2025-08-29,100.0,已完成
923,1,生产-000923,923,2,21,5,5.0,2025-07-04,2025-08-08,2025-08-05,100.0,已完成
924,1,生产-000924,924,1,24,3,3.0,2025-07-05,2025-08-18,2025-08-18,100.0,已完成
925,1,生产-000925,925,2,8,3,3.0,2025-07-06,2025-10-15,2025-10-21,100.0,已完成
926,1,生产-000926,926,1,9,1,1.0,2025-07-06,2025-10-12,2025-10-12,100.0,已完成
927,1,生产-000927,927,1,27,4,4.0,2025-07-06,2025-10-17,2025-10-19,100.0,已完成
928,1,生产-000928,928,2,11,3,3.0,2025-07-06,2025-10-06,2025-10-06,100.0,已完成
929,1,生产-000929,929,2,40,1,1.0,2025-07-06,2025-09-16,2025-09-18,100.0,已完成
930,1,生产-000930,930,1,28,1,1.0,2025-07-07,2025-10-03,2025-10-07,100.0,已完成
931,1,生产-000931,931,1,16,2,2.0,2025-07-07,2025-10-24,2025-10-20,100.0,已完成
932,1,生产-000932,932,1,13,2,2.0,2025-07-07,2025-08-23,2025-08-24,100.0,已完成
933,1,生产-000933,933,2,37,1,1.0,2025-07-08,2025-10-18,2025-10-14,100.0,已完成
934,1,生产-000934,934,1,7,5,5.0,2025-07-08,2025-09-02,2025-09-03,100.0,已完成
935,1,生产-000935,935,1,7,2,2.0,2025-07-08,2025-10-05,2025-10-11,100.0,已完成
936,1,生产-000936,936,1,16,4,4.0,2025-07-09,2025-08-13,2025-08-16,100.0,已完成
937,1,生产-000937,937,1,29,5,5.0,2025-07-09,2025-09-30,2025-09-30,100.0,已完成
938,1,生产-000938,938,1,23,1,1.0,2025-07-09,2025-10-02,2025-10-09,100.0,已完成
939,1,生产-000939,939,1,23,1,1.0,2025-07-09,2025-10-07,2025-10-07,100.0,已完成
940,1,生产-000940,940,1,19,2,2.0,2025-07-11,2025-10-03,2025-10-05,100.0,已完成
941,1,生产-000941,941,1,12,1,1.0,2025-07-11,2025-09-25,2025-09-24,100.0,已完成
942,1,生产-000942,942,1,4,1,1.0,2025-07-11,2025-09-14,2025-09-19,100.0,已完成
943,1,生产-000943,943,2,19,2,2.0,2025-07-11,2025-09-01,2025-09-02,100.0,已完成
944,1,生产-000944,944,1,39,2,2.0,2025-07-13,2025-09-23,2025-09-21,100.0,已完成
945,1,生产-000945,945,1,38,2,2.0,2025-07-13,2025-10-15,2025-10-18,100.0,已完成
946,1,生产-000946,946,1,25,5,5.0,2025-07-13,2025-08-24,2025-08-25,100.0,已完成
947,1,生产-000947,947,2,19,1,1.0,2025-07-15,2025-08-24,2025-08-26,100.0,已完成
948,1,生产-000948,948,1,26,4,4.0,2025-07-15,2025-08-23,2025-08-19,100.0,已完成
949,1,生产-000949,949,1,28,5,5.0,2025-07-15,2025-10-18,2025-10-23,100.0,已完成
950,1,生产-000950,950,1,26,1,1.0,2025-07-15,2025-09-21,2025-09-28,100.0,已完成
951,1,生产-000951,951,2,18,5,5.0,2025-07-16,2025-08-19,2025-08-23,100.0,已完成
952,1,生产-000952,952,2,5,5,5.0,2025-07-16,2025-08-11,2025-08-17,100.0,已完成
953,1,生产-000953,953,2,3,1,1.0,2025-07-16,2025-10-03,2025-10-05,100.0,已完成
954,1,生产-000954,954,1,22,1,1.0,2025-07-17,2025-09-21,2025-09-26,100.0,已完成
955,1,生产-000955,955,1,39,4,4.0,2025-07-18,2025-09-08,2025-09-15,100.0,已完成
956,1,生产-000956,956,1,19,4,4.0,2025-07-18,2025-10-02,2025-10-08,100.0,已完成
957,1,生产-000957,957,1,1,2,2.0,2025-07-18,2025-08-20,2025-08-26,100.0,已完成
958,1,生产-000958,958,1,26,1,1.0,2025-07-19,2025-09-24,2025-09-21,100.0,已完成
959,1,生产-000959,959,1,8,1,1.0,2025-07-19,2025-08-18,2025-08-19,100.0,已完成
960,1,生产-000960,960,1,12,2,2.0,2025-07-19,2025-09-24,2025-10-01,100.0,已完成
961,1,生产-000961,961,1,4,2,2.0,2025-07-20,2025-10-11,2025-10-15,100.0,已完成
962,1,生产-000962,962,1,21,5,5.0,2025-07-20,2025-08-24,2025-08-28,100.0,已完成
963,1,生产-000963,963,2,9,5,5.0,2025-07-21,2025-11-08,2025-11-15,100.0,已完成
964,1,生产-000964,964,2,1,4,4.0,2025-07-21,2025-10-02,2025-10-06,100.0,已完成
965,1,生产-000965,965,1,25,3,3.0,2025-07-21,2025-09-02,2025-09-04,100.0,已完成
966,1,生产-000966,966,2,40,3,3.0,2025-07-21,2025-09-03,2025-09-03,100.0,已完成
967,1,生产-000967,967,1,38,1,1.0,2025-07-22,2025-08-30,2025-08-29,100.0,已完成
968,1,生产-000968,968,1,3,2,2.0,2025-07-22,2025-09-11,2025-09-08,100.0,已完成
969,1,生产-000969,969,1,37,2,2.0,2025-07-23,2025-10-21,2025-10-19,100.0,已完成
970,1,生产-000970,970,2,11,1,1.0,2025-07-23,2025-09-18,2025-09-20,100.0,已完成
971,1,生产-000971,971,1,7,4,4.0,2025-07-23,2025-10-17,2025-10-15,100.0,已完成
972,1,生产-000972,972,1,29,3,3.0,2025-07-23,2025-11-10,2025-11-17,100.0,已完成
973,1,生产-000973,973,2,1,1,1.0,2025-07-24,2025-10-29,2025-11-03,100.0,已完成
974,1,生产-000974,974,2,23,5,5.0,2025-07-24,2025-09-22,2025-09-28,100.0,已完成
975,1,生产-000975,975,2,39,2,2.0,2025-07-24,2025-09-15,2025-09-20,100.0,已完成
976,1,生产-000976,976,2,31,1,1.0,2025-07-25,2025-10-24,2025-10-22,100.0,已完成
977,1,生产-000977,977,1,16,3,3.0,2025-07-25,2025-09-21,2025-09-26,100.0,已完成
978,1,生产-000978,978,1,8,3,3.0,2025-07-25,2025-10-27,2025-10-27,100.0,已完成
979,1,生产-000979,979,1,29,2,2.0,2025-07-26,2025-10-07,2025-10-14,100.0,已完成
980,1,生产-000980,980,1,18,1,1.0,2025-07-26,2025-09-13,2025-09-11,100.0,已完成
981,1,生产-000981,981,1,1,4,4.0,2025-07-27,2025-10-27,2025-11-03,100.0,已完成
982,1,生产-000982,982,1,2,1,1.0,2025-07-28,2025-10-04,2025-10-09,100.0,已完成
983,1,生产-000983,983,1,27,1,1.0,2025-07-28,2025-11-06,2025-11-03,100.0,已完成
984,1,生产-000984,984,1,9,3,3.0,2025-07-28,2025-10-24,2025-10-27,100.0,已完成
985,1,生产-000985,985,1,26,2,2.0,2025-07-28,2025-11-02,2025-10-31,100.0,已完成
986,1,生产-000986,986,1,18,1,1.0,2025-07-28,2025-09-03,2025-09-02,100.0,已完成
987,1,生产-000987,987,1,19,1,1.0,2025-07-29,2025-09-11,2025-09-15,100.0,已完成
988,1,生产-000988,988,2,14,1,1.0,2025-07-30,2025-09-10,2025-09-15,100.0,已完成
989,1,生产-000989,989,1,9,2,2.0,2025-07-30,2025-08-29,2025-09-02,100.0,已完成
990,1,生产-000990,990,1,15,1,1.0,2025-07-31,2025-08-26,2025-08-27,100.0,已完成
991,1,生产-000991,991,2,23,2,2.0,2025-08-01,2025-10-16,2025-10-22,100.0,已完成
992,1,生产-000992,992,1,17,1,1.0,2025-08-01,2025-11-07,2025-11-05,100.0,已完成
993,1,生产-000993,993,1,12,2,2.0,2025-08-02,2025-09-30,2025-10-04,100.0,已完成
994,1,生产-000994,994,1,25,5,5.0,2025-08-02,2025-10-09,2025-10-11,100.0,已完成
995,1,生产-000995,995,2,10,4,4.0,2025-08-02,2025-10-14,2025-10-13,100.0,已完成
996,1,生产-000996,996,2,2,3,3.0,2025-08-03,2025-09-12,2025-09-16,100.0,已完成
997,1,生产-000997,997,2,32,3,3.0,2025-08-03,2025-10-22,2025-10-28,100.0,已完成
998,1,生产-000998,998,1,40,1,1.0,2025-08-06,2025-09-02,2025-09-03,100.0,已完成
999,1,生产-000999,999,1,21,4,4.0,2025-08-08,2025-10-01,2025-10-05,100.0,已完成
1000,1,生产-001000,1000,2,2,4,4.0,2025-08-08,2025-09-13,2025-09-18,100.0,已完成
1001,1,生产-001001,1001,1,33,3,3.0,2025-08-08,2025-10-12,2025-10-15,100.0,已完成
1002,1,生产-001002,1002,1,39,5,5.0,2025-08-08,2025-11-24,2025-11-30,100.0,已完成
1003,1,生产-001003,1003,1,25,2,2.0,2025-08-08,2025-10-16,2025-10-12,100.0,已完成
1004,1,生产-001004,1004,1,3,2,2.0,2025-08-08,2025-09-30,2025-09-26,100.0,已完成
1005,1,生产-001005,1005,2,14,1,1.0,2025-08-09,2025-10-26,2025-10-24,100.0,已完成
1006,1,生产-001006,1006,1,30,5,5.0,2025-08-09,2025-11-21,2025-11-27,100.0,已完成
1007,1,生产-001007,1007,1,33,5,5.0,2025-08-09,2025-10-08,2025-10-11,100.0,已完成
1008,1,生产-001008,1008,2,8,2,2.0,2025-08-09,2025-10-18,2025-10-14,100.0,已完成
1009,1,生产-001009,1009,1,4,1,1.0,2025-08-09,2025-09-09,2025-09-08,100.0,已完成
1010,1,生产-001010,1010,1,12,4,4.0,2025-08-10,2025-09-21,2025-09-22,100.0,已完成
1011,1,生产-001011,1011,2,34,5,5.0,2025-08-10,2025-09-08,2025-09-05,100.0,已完成
1012,1,生产-001012,1012,1,17,5,5.0,2025-08-11,2025-10-02,2025-10-06,100.0,已完成
1013,1,生产-001013,1013,1,25,5,5.0,2025-08-11,2025-11-08,2025-11-12,100.0,已完成
1014,1,生产-001014,1014,1,22,1,1.0,2025-08-11,2025-09-24,2025-09-29,100.0,已完成
1015,1,生产-001015,1015,1,13,2,2.0,2025-08-12,2025-09-10,2025-09-11,100.0,已完成
1016,1,生产-001016,1016,1,26,1,1.0,2025-08-12,2025-09-29,2025-10-01,100.0,已完成
1017,1,生产-001017,1017,2,9,2,2.0,2025-08-13,2025-09-26,2025-09-22,100.0,已完成
1018,1,生产-001018,1018,2,38,1,1.0,2025-08-14,2025-10-05,2025-10-09,100.0,已完成
1019,1,生产-001019,1019,2,38,4,4.0,2025-08-14,2025-09-15,2025-09-21,100.0,已完成
1020,1,生产-001020,1020,1,9,1,1.0,2025-08-14,2025-11-14,2025-11-12,100.0,已完成
1021,1,生产-001021,1021,2,13,5,5.0,2025-08-14,2025-11-23,2025-11-24,100.0,已完成
1022,1,生产-001022,1022,2,10,2,2.0,2025-08-14,2025-11-24,2025-11-24,100.0,已完成
1023,1,生产-001023,1023,1,33,1,1.0,2025-08-15,2025-11-24,2025-11-21,100.0,已完成
1024,1,生产-001024,1024,2,17,4,4.0,2025-08-15,2025-11-23,2025-11-30,100.0,已完成
1025,1,生产-001025,1025,1,22,1,1.0,2025-08-15,2025-09-20,2025-09-18,100.0,已完成
1026,1,生产-001026,1026,2,29,5,5.0,2025-08-15,2025-10-28,2025-10-29,100.0,已完成
1027,1,生产-001027,1027,2,12,3,3.0,2025-08-16,2025-11-02,2025-11-06,100.0,已完成
1028,1,生产-001028,1028,1,11,2,2.0,2025-08-16,2025-11-28,2025-11-25,100.0,已完成
1029,1,生产-001029,1029,2,22,4,4.0,2025-08-16,2025-10-26,2025-10-25,100.0,已完成
1030,1,生产-001030,1030,2,36,1,1.0,2025-08-17,2025-10-30,2025-11-03,100.0,已完成
1031,1,生产-001031,1031,2,18,5,5.0,2025-08-18,2025-10-03,2025-10-07,100.0,已完成
1032,1,生产-001032,1032,2,3,2,2.0,2025-08-18,2025-09-29,2025-09-26,100.0,已完成
1033,1,生产-001033,1033,1,10,2,2.0,2025-08-18,2025-10-14,2025-10-21,100.0,已完成
1034,1,生产-001034,1034,1,3,3,3.0,2025-08-18,2025-09-15,2025-09-17,100.0,已完成
1035,1,生产-001035,1035,1,5,1,1.0,2025-08-19,2025-10-23,2025-10-20,100.0,已完成
1036,1,生产-001036,1036,1,27,1,1.0,2025-08-19,2025-10-11,2025-10-15,100.0,已完成
1037,1,生产-001037,1037,2,8,5,5.0,2025-08-19,2025-11-21,2025-11-21,100.0,已完成
1038,1,生产-001038,1038,1,17,3,3.0,2025-08-20,2025-10-23,2025-10-24,100.0,已完成
1039,1,生产-001039,1039,2,16,1,1.0,2025-08-21,2025-09-16,2025-09-18,100.0,已完成
1040,1,生产-001040,1040,1,36,2,2.0,2025-08-21,2025-10-25,2025-10-26,100.0,已完成
1041,1,生产-001041,1041,1,15,4,4.0,2025-08-22,2025-10-19,2025-10-22,100.0,已完成
1042,1,生产-001042,1042,2,25,1,1.0,2025-08-22,2025-11-11,2025-11-09,100.0,已完成
1043,1,生产-001043,1043,2,11,2,2.0,2025-08-22,2025-10-19,2025-10-21,100.0,已完成
1044,1,生产-001044,1044,1,30,3,3.0,2025-08-23,2025-10-27,2025-10-27,100.0,已完成
1045,1,生产-001045,1045,1,6,2,2.0,2025-08-23,2025-11-22,2025-11-19,100.0,已完成
1046,1,生产-001046,1046,1,32,2,2.0,2025-08-24,2025-10-09,2025-10-05,100.0,已完成
1047,1,生产-001047,1047,2,2,3,3.0,2025-08-24,2025-11-25,2025-11-29,100.0,已完成
1048,1,生产-001048,1048,2,22,2,2.0,2025-08-24,2025-10-26,2025-10-22,100.0,已完成
1049,1,生产-001049,1049,1,11,1,1.0,2025-08-24,2025-09-19,2025-09-17,100.0,已完成
1050,1,生产-001050,1050,1,3,2,2.0,2025-08-24,2025-11-28,2025-12-03,100.0,已完成
1051,1,生产-001051,1051,1,39,5,5.0,2025-08-25,2025-10-05,2025-10-11,100.0,已完成
1052,1,生产-001052,1052,1,36,1,1.0,2025-08-25,2025-10-18,2025-10-21,100.0,已完成
1053,1,生产-001053,1053,1,7,5,5.0,2025-08-25,2025-10-30,2025-10-31,100.0,已完成
1054,1,生产-001054,1054,2,19,1,1.0,2025-08-27,2025-10-24,2025-10-20,100.0,已完成
1055,1,生产-001055,1055,1,6,2,2.0,2025-08-27,2025-10-15,2025-10-19,100.0,已完成
1056,1,生产-001056,1056,2,3,1,1.0,2025-08-28,2025-09-25,2025-09-28,100.0,已完成
1057,1,生产-001057,1057,2,37,2,2.0,2025-08-28,2025-10-11,2025-10-10,100.0,已完成
1058,1,生产-001058,1058,1,25,1,1.0,2025-08-29,2025-11-25,2025-11-22,100.0,已完成
1059,1,生产-001059,1059,1,30,2,2.0,2025-08-30,2025-11-05,2025-11-11,100.0,已完成
1060,1,生产-001060,1060,1,36,2,2.0,2025-08-30,2025-09-28,2025-10-04,100.0,已完成
1061,1,生产-001061,1061,1,13,3,3.0,2025-08-31,2025-10-07,2025-10-07,100.0,已完成
1062,1,生产-001062,1062,1,5,1,1.0,2025-08-31,2025-11-25,2025-12-01,100.0,已完成
1063,1,生产-001063,1063,2,23,1,1.0,2025-09-01,2025-12-09,2025-12-08,100.0,已完成
1064,1,生产-001064,1064,1,12,1,1.0,2025-09-02,2025-10-23,2025-10-24,100.0,已完成
1065,1,生产-001065,1065,1,4,1,1.0,2025-09-03,2025-11-05,2025-11-12,100.0,已完成
1066,1,生产-001066,1066,1,3,3,3.0,2025-09-03,2025-12-05,2025-12-09,100.0,已完成
1067,1,生产-001067,1067,2,5,2,2.0,2025-09-03,2025-12-05,2025-12-04,100.0,已完成
1068,1,生产-001068,1068,1,18,1,1.0,2025-09-03,2025-09-29,2025-10-04,100.0,已完成
1069,1,生产-001069,1069,2,15,2,2.0,2025-09-03,2025-12-17,2025-12-13,100.0,已完成
1070,1,生产-001070,1070,1,33,2,2.0,2025-09-04,2025-10-20,2025-10-20,100.0,已完成
1071,1,生产-001071,1071,2,7,1,1.0,2025-09-04,2025-10-12,2025-10-17,100.0,已完成
1072,1,生产-001072,1072,2,40,1,1.0,2025-09-04,2025-12-07,2025-12-05,100.0,已完成
1073,1,生产-001073,1073,1,20,4,4.0,2025-09-05,2025-10-20,2025-10-27,100.0,已完成
1074,1,生产-001074,1074,2,37,1,1.0,2025-09-05,2025-10-29,2025-11-01,100.0,已完成
1075,1,生产-001075,1075,1,30,1,1.0,2025-09-06,2025-11-03,2025-11-09,100.0,已完成
1076,1,生产-001076,1076,1,19,5,5.0,2025-09-06,2025-10-27,2025-11-01,100.0,已完成
1077,1,生产-001077,1077,2,27,1,1.0,2025-09-07,2025-12-11,2025-12-09,100.0,已完成
1078,1,生产-001078,1078,2,38,1,1.0,2025-09-07,2025-11-05,2025-11-04,100.0,已完成
1079,1,生产-001079,1079,1,24,1,1.0,2025-09-07,2025-10-18,2025-10-16,100.0,已完成
1080,1,生产-001080,1080,1,32,2,2.0,2025-09-08,2025-12-12,2025-12-19,100.0,已完成
1081,1,生产-001081,1081,1,24,2,2.0,2025-09-08,2025-11-25,2025-11-25,100.0,已完成
1082,1,生产-001082,1082,1,10,1,1.0,2025-09-08,2025-12-18,2025-12-21,100.0,已完成
1083,1,生产-001083,1083,1,21,5,5.0,2025-09-08,2025-10-25,2025-10-22,100.0,已完成
1084,1,生产-001084,1084,2,36,1,1.0,2025-09-09,2025-10-12,2025-10-11,100.0,已完成
1085,1,生产-001085,1085,1,2,2,2.0,2025-09-10,2025-11-19,2025-11-21,100.0,已完成
1086,1,生产-001086,1086,1,35,5,5.0,2025-09-10,2025-12-07,2025-12-13,100.0,已完成
