requirement_allocation_id,material_requirement_id,purchase_order_line_id,allocated_qty
3608,32716,2385,10
3609,32717,693,64.9803
3610,32718,606,7
3611,32719,3651,13
3612,32720,2055,26
3613,32721,3661,14
3614,32722,1707,80.8445
3615,32723,2608,6
3616,32724,1745,33.3774
3617,32725,3172,30.2748
3618,32726,3967,21
3619,32727,2775,8
3620,32728,818,19
3621,32729,136,31
3622,32730,132,24
3623,32731,2570,16
3624,32732,2738,25
3625,32733,1636,50.1351
3626,32734,9,60.8386
3627,32735,3186,4
3628,32736,3293,7
3629,32737,1899,252.5016
3630,32738,3517,124.569
3631,32739,2691,8
3632,32740,3026,30
3633,32741,3205,21
3634,32742,792,93.6316
3635,32743,2107,30
3636,32744,1745,254.3669
3637,32745,743,5
3638,32746,3885,20
3639,32747,2738,3
3640,32748,3749,310.0354
3641,32749,1469,16
3642,32750,738,17
3643,32751,3186,10
3644,32752,2461,19
3645,32753,2691,15
3646,32754,219,188.0072
3647,32755,964,14
3648,32756,2024,24
3649,32757,792,219.2797
3650,32758,1707,80.8445
3651,32759,1276,26
3652,32760,1422,103.3691
3653,32761,855,7
3654,32762,3967,5
3655,32763,743,21
3656,32764,1926,723.3915
3657,32765,738,60
3658,32766,1899,302.6556
3659,32767,2665,91.2658
3660,32768,1595,54
3661,32769,964,27
3662,32770,2007,10
3663,32771,1364,601.3871
3664,32772,2299,122.1148
3665,32773,665,404.8732
3666,32774,1707,80.8445
3667,32775,2418,493.9479
3668,32776,855,28
3669,32777,1745,564.0325
3670,32778,3172,48.5523
3671,32779,1268,145.6117
3672,32780,1926,293.3413
3673,32781,744,4
3674,32782,9,60.8386
3675,32783,2385,30
3676,32784,2007,10
3677,32785,792,140.5007
3678,32786,2828,13
3679,32787,3586,15
3680,32788,1364,97.3008
3681,32789,2299,23.9391
3682,32790,1695,280.2908
3683,32791,1864,18
3684,32792,877,42.3996
3685,32794,482,15.9069
3686,32795,1091,29.4769
3687,32796,1756,27.0956
3688,32797,3275,8
3689,32798,1743,3
3690,32799,2692,118.6839
3691,32800,1162,51.1297
3692,32801,1447,5
3693,32802,3634,18
3694,32803,1558,8
3695,32804,2272,3
3696,32805,1594,13.8007
3697,32806,1263,78.426
3698,32807,3961,9
3699,32808,1268,206.6354
3700,32809,2321,9
3701,32810,1587,30
3702,32811,2501,14
3703,32812,132,37
3704,32813,1094,90.8649
3705,32814,1843,69.4886
3706,32815,2691,13
3707,32816,2007,10
3708,32817,1828,9
3709,32818,792,44.4729
3710,32819,3241,71.1975
3711,32820,2608,33
3712,32821,1276,20
3713,32822,2063,223.298
3714,32823,53,13
3715,32824,1370,13
3716,32825,1268,190.3557
3717,32826,2321,9
3718,32827,1587,28
3719,32828,2501,13
3720,32829,132,34
3721,32830,1094,90.8649
3722,32831,1843,64.2763
3723,32832,2691,12
3724,32833,2007,10
3725,32834,1828,9
3726,32835,792,41.5079
3727,32836,3241,65.6825
3728,32837,2608,31
3729,32838,1276,19
3730,32839,2063,209.0185
3731,32840,53,12
3732,32841,1370,12
3733,32842,4000,450.0
3734,32843,3706,92.6453
3735,32844,2812,94.1677
3736,32845,3749,59.6163
3737,32846,776,4
3738,32847,1469,7
3739,32848,117,4
3740,32849,2536,11
3741,32850,2665,72.7844
3742,32851,3026,5
3743,32852,606,14
3744,32853,2828,6
3745,32854,2588,10
3746,32855,3651,13
3747,32856,855,4
3748,32857,3172,114.9196
