supplier_score_id,supplier_id,month,price_score,delivery_score,quality_score,response_score,stability_score,total_score,supplier_grade
1129,46,2024-11-01,72.99,90.16,92.32,96.99,87.19,86.79,B
1130,46,2024-12-01,65.73,85.02,92.96,66.41,91.97,81.02,B
1131,46,2025-01-01,72.28,86.03,92.2,87.31,88.83,84.54,B
1132,46,2025-02-01,68.74,82.32,90.71,83.94,74.54,80.41,B
1133,46,2025-03-01,72.21,83.61,93.27,78.94,74.09,81.76,B
1134,46,2025-04-01,64.16,93.8,93.2,72.8,81.12,82.87,B
1135,46,2025-05-01,67.12,84.12,95.62,73.03,75.05,80.73,B
1136,46,2025-06-01,69.48,94.11,94.56,77.8,91.2,86.14,B
1137,46,2025-07-01,68.89,88.93,89.05,66.48,72.89,80.1,B
1138,46,2025-08-01,72.33,87.69,91.1,66.04,79.11,81.68,B
1139,46,2025-09-01,72.14,85.47,94.19,96.59,91.31,86.01,B
1140,46,2025-10-01,74.17,87.17,94.28,87.61,93.56,86.38,B
1141,46,2025-11-01,75.13,81.88,92.1,82.99,90.32,83.7,B
1142,46,2025-12-01,74.45,84.82,88.45,65.17,94.1,82.1,B
1143,46,2026-01-01,67.78,83.58,89.35,91.3,81.07,81.59,B
1144,46,2026-02-01,71.6,83.93,89.62,94.89,89.45,83.92,B
1145,46,2026-03-01,71.47,91.53,88.81,80.81,85.59,84.17,B
1146,46,2026-04-01,71.85,91.03,90.27,84.52,91.45,85.44,B
1147,46,2026-05-01,68.76,83.49,89.08,80.49,72.59,79.82,C
1148,46,2026-06-01,63.72,92.81,94.75,65.38,85.83,82.58,B
1149,46,2026-07-01,70.05,86.79,94.63,89.3,88.37,84.97,B
1150,46,2026-08-01,74.68,91.86,95.35,71.06,85.21,85.69,B
1151,47,2024-08-01,77.13,67.39,90.16,94.37,77.38,79.21,C
1152,47,2024-09-01,74.28,69.65,95.42,65.43,82.05,78.07,C
1153,47,2024-10-01,69.14,75.33,91.72,83.53,96.2,80.79,B
1154,47,2024-11-01,73.66,75.24,88.89,71.49,97.43,80.1,B
1155,47,2024-12-01,77.83,79.84,89.13,91.71,92.14,84.08,B
1156,47,2025-01-01,70.92,75.31,95.62,70.17,87.43,79.99,C
1157,47,2025-02-01,74.55,78.84,92.96,82.95,95.38,83.36,B
1158,47,2025-03-01,75.82,76.94,89.61,76.68,79.04,80.01,B
1159,47,2025-04-01,73.19,71.13,93.41,86.36,96.26,81.25,B
1160,47,2025-05-01,70.51,77.16,92.34,94.18,90.92,82.37,B
1161,47,2025-06-01,73.35,76.1,94.16,74.38,84.75,80.62,B
1162,47,2025-07-01,77.31,68.13,90.07,66.1,88.96,77.79,C
1163,47,2025-08-01,79.11,71.24,94.86,80.48,81.55,81.07,B
1164,47,2025-09-01,72.03,72.42,91.36,87.52,86.18,79.95,C
1165,47,2025-10-01,78.4,76.65,92.27,67.49,93.61,81.77,B
1166,47,2025-11-01,72.72,78.07,90.02,78.62,80.5,80.02,B
1167,47,2025-12-01,74.65,72.99,90.32,91.52,88.68,81.16,B
1168,47,2026-01-01,77.69,76.77,93.35,65.94,76.82,80.07,B
1169,47,2026-02-01,77.67,73.02,89.64,96.15,89.42,82.29,B
1170,47,2026-03-01,75.18,76.85,94.82,73.41,71.13,80.01,B
1171,47,2026-04-01,73.9,74.5,94.01,87.39,87.74,81.84,B
1172,47,2026-05-01,73.55,75.48,93.71,71.01,84.56,80.02,B
1173,47,2026-06-01,78.9,73.17,95.08,75.94,83.35,81.38,B
1174,47,2026-07-01,71.71,74.84,90.91,92.77,88.41,81.22,B
1175,47,2026-08-01,79.48,79.24,96.13,93.06,96.38,86.62,B
1176,48,2024-08-01,79.18,72.84,90.11,88.22,88.08,81.81,B
1177,48,2024-09-01,81.62,77.93,85.65,94.7,79.05,82.57,B
1178,48,2024-10-01,77.15,77.43,86.61,78.29,92.95,81.29,B
1179,48,2024-11-01,73.81,80.2,85.95,89.84,73.11,80.3,B
1180,48,2024-12-01,77.28,73.94,88.17,81.01,75.69,79.21,C
1181,48,2025-01-01,75.72,77.37,87.14,66.03,85.89,79.12,C
1182,48,2025-02-01,83.52,76.52,87.2,83.0,73.05,81.24,B
1183,48,2025-03-01,82.71,78.99,89.49,69.91,79.51,81.69,B
1184,48,2025-04-01,81.68,77.87,90.68,75.36,85.77,82.56,B
1185,48,2025-05-01,84.05,76.04,92.42,67.2,83.29,81.98,B
1186,48,2025-06-01,75.6,81.36,90.62,84.48,75.88,82.0,B
1187,48,2025-07-01,83.3,75.32,87.26,68.57,77.12,79.8,C
1188,48,2025-08-01,78.91,72.94,91.04,85.24,92.2,82.12,B
1189,48,2025-09-01,74.96,73.49,92.18,88.46,84.11,81.09,B
1190,48,2025-10-01,75.31,78.6,84.85,92.56,95.31,82.4,B
1191,48,2025-11-01,80.6,76.12,85.9,71.34,82.17,79.81,C
1192,48,2025-12-01,73.69,69.75,89.07,70.3,84.11,77.06,C
1193,48,2026-01-01,80.57,76.53,89.25,95.59,88.66,83.84,B
1194,48,2026-02-01,74.75,70.38,86.53,70.02,87.44,77.18,C
1195,48,2026-03-01,77.34,82.63,88.35,75.14,85.37,82.26,B
1196,48,2026-04-01,81.95,75.12,89.14,70.68,93.5,81.73,B
1197,48,2026-05-01,77.18,70.12,89.81,71.9,84.58,78.43,C
1198,48,2026-06-01,83.27,71.64,90.75,70.14,77.03,79.71,C
1199,48,2026-07-01,83.81,72.98,88.46,74.73,83.75,80.81,B
1200,48,2026-08-01,80.5,70.71,84.86,96.36,79.98,80.18,B
1201,49,2024-08-01,74.8,82.4,97.28,67.4,89.34,83.41,B
1202,49,2024-09-01,79.57,83.29,97.19,79.46,72.99,84.42,B
1203,49,2024-10-01,76.48,84.61,94.94,83.37,85.89,85.16,B
1204,49,2024-11-01,74.12,82.46,94.07,96.99,85.6,85.05,B
1205,49,2024-12-01,70.57,77.86,93.07,65.1,87.36,79.51,C
1206,49,2025-01-01,82.4,77.33,91.62,94.18,93.29,85.45,B
1207,49,2025-02-01,82.32,79.21,92.48,66.24,86.2,82.71,B
1208,49,2025-03-01,81.72,81.35,97.33,73.39,70.26,83.53,B
1209,49,2025-04-01,79.16,85.25,91.34,91.12,73.2,84.63,B
1210,49,2025-05-01,74.32,83.86,97.26,65.3,94.74,84.06,B
1211,49,2025-06-01,80.96,86.95,93.65,79.53,77.74,85.46,B
1212,49,2025-07-01,79.41,88.59,97.49,66.3,80.91,85.52,B
1213,49,2025-08-01,70.51,84.07,92.28,71.84,82.33,81.33,B
1214,49,2025-09-01,78.97,79.78,91.58,88.83,88.31,84.28,B
1215,49,2025-10-01,73.33,85.22,95.84,82.37,80.08,84.1,B
1216,49,2025-11-01,72.77,78.7,92.78,80.6,77.38,80.8,B
1217,49,2025-12-01,74.81,85.56,92.81,89.84,84.18,84.97,B
1218,49,2026-01-01,74.4,83.42,96.34,67.5,89.14,83.38,B
1219,49,2026-02-01,81.19,82.3,92.86,96.75,90.51,86.93,B
1220,49,2026-03-01,75.46,84.12,94.54,80.09,94.62,85.21,B
1221,49,2026-04-01,73.07,83.86,94.74,81.0,74.36,82.65,B
1222,49,2026-05-01,79.24,81.66,95.52,88.85,82.58,85.33,B
1223,49,2026-06-01,76.88,80.78,95.1,75.39,87.41,83.51,B
1224,49,2026-07-01,78.51,84.74,90.76,90.04,73.69,84.11,B
1225,49,2026-08-01,70.68,78.78,94.41,87.43,89.04,82.55,B
1226,50,2024-08-01,78.64,95.07,96.95,80.76,90.03,89.5,B
1227,50,2024-09-01,82.33,91.76,95.48,75.17,97.17,89.21,B
1228,50,2024-10-01,80.26,90.77,96.95,77.14,87.56,88.0,B
1229,50,2024-11-01,81.96,94.78,95.39,75.32,91.58,89.46,B
1230,50,2024-12-01,73.13,92.54,99.17,80.95,75.5,86.48,B
1231,50,2025-01-01,81.43,94.67,98.91,73.24,91.81,89.99,B
1232,50,2025-02-01,79.38,87.39,100,70.65,85.67,86.69,B
1233,50,2025-03-01,77.46,88.65,94.9,71.48,90.63,85.9,B
1234,50,2025-04-01,79.26,84.52,95.35,68.05,83.49,84.16,B
1235,50,2025-05-01,75.83,88.07,99.4,86.54,77.6,86.64,B
1236,50,2025-06-01,82.16,84.98,98.66,77.75,95.51,88.02,B
1237,50,2025-07-01,73.46,94.02,99.01,85.91,88.23,88.74,B
1238,50,2025-08-01,75.71,93.08,94.62,96.27,72.76,87.41,B
1239,50,2025-09-01,77.49,89.88,94.51,75.32,90.24,86.52,B
1240,50,2025-10-01,72.35,91.92,97.33,90.71,93.22,88.39,B
1241,50,2025-11-01,71.17,85.99,96.86,65.69,78.37,82.21,B
1242,50,2025-12-01,81.8,91.75,96.7,65.72,80.52,86.77,B
1243,50,2026-01-01,78.86,82.23,98.86,69.74,96.54,85.73,B
1244,50,2026-02-01,77.97,91.19,98.1,95.24,87.37,89.64,B
1245,50,2026-03-01,82.17,91.64,94.63,90.85,85.38,89.31,B
1246,50,2026-04-01,77.32,90.13,93.15,72.68,89.86,85.91,B
1247,50,2026-05-01,79.47,88.09,99.01,94.08,86.1,89.06,B
1248,50,2026-06-01,82.27,94.1,92.86,76.04,85.42,88.16,B
1249,50,2026-07-01,72.56,85.11,94.68,67.13,85.09,82.57,B
1250,50,2026-08-01,79.66,91.58,95.19,97.63,78.23,88.78,B
