payment_id,payment_code,customer_id,payment_date,payment_amount,payment_method
1473,回款-001473,49,2026-08-05,840421.6,银行转账
1474,回款-001474,38,2026-08-05,383578.56,银行转账
1475,回款-001475,47,2026-08-05,1005737.3,银行转账
1476,回款-001476,50,2026-08-05,351693.54,银行转账
1477,回款-001477,8,2026-08-05,340199.84,银行转账
1478,回款-001478,42,2026-08-05,109777.47,承兑汇票
1479,回款-001479,76,2026-08-05,837098.3,银行转账
1480,回款-001480,39,2026-08-05,704366.88,承兑汇票
1481,回款-001481,52,2026-08-05,453788.5,承兑汇票
1482,回款-001482,40,2026-08-05,525046.64,承兑汇票
1483,回款-001483,8,2026-08-05,227473.51,银行转账
1484,回款-001484,57,2026-08-05,154188.68,承兑汇票
1485,回款-001485,30,2026-08-05,203700.04,承兑汇票
1486,回款-001486,37,2026-08-05,686453.58,承兑汇票
