quality_inspection_id,inspection_code,inspection_type,supplier_id,material_id,production_order_id,inspection_date,inspected_qty,accepted_qty,rejected_qty,result,defect_type
3220,来料检验-003220,来料检验,2,109,,2025-05-14,58,58,0,合格,
3221,来料检验-003221,来料检验,33,77,,2026-06-05,11,11,0,合格,
3222,来料检验-003222,来料检验,27,62,,2026-07-20,109,109,0,合格,
3223,来料检验-003223,来料检验,30,75,,2025-10-02,33.8578,33.8578,0.0,合格,
3224,来料检验-003224,来料检验,32,36,,2025-12-12,777.067,777.067,0.0,合格,
3225,来料检验-003225,来料检验,12,63,,2025-11-23,121,121,0,合格,
3226,来料检验-003226,来料检验,36,89,,2025-02-14,6,6,0,合格,
3227,来料检验-003227,来料检验,26,25,,2025-12-16,55,55,0,合格,
3228,来料检验-003228,来料检验,24,88,,2025-04-19,16,14,2,不合格,性能不达标
3229,来料检验-003229,来料检验,22,29,,2026-01-01,107,107,0,合格,
3230,来料检验-003230,来料检验,18,96,,2024-12-27,102,102,0,合格,
3231,来料检验-003231,来料检验,15,47,,2025-03-17,156,156,0,合格,
3232,来料检验-003232,来料检验,47,32,,2025-10-10,57,57,0,合格,
3233,来料检验-003233,来料检验,36,87,,2025-04-15,151,151,0,合格,
3234,来料检验-003234,来料检验,4,79,,2025-03-24,14,14,0,合格,
3235,来料检验-003235,来料检验,21,87,,2025-03-06,116,116,0,合格,
3236,来料检验-003236,来料检验,34,120,,2025-03-28,84,84,0,合格,
3237,来料检验-003237,来料检验,23,42,,2025-01-19,738.8602,738.8602,0.0,合格,
3238,来料检验-003238,来料检验,43,108,,2026-01-30,37.9263,37.9263,0.0,合格,
3239,来料检验-003239,来料检验,33,28,,2025-05-31,817.0737,817.0737,0.0,合格,
3240,来料检验-003240,来料检验,5,58,,2024-12-26,1086.0864,1086.0864,0.0,合格,
3241,来料检验-003241,来料检验,16,70,,2025-08-21,12,12,0,合格,
3242,来料检验-003242,来料检验,49,68,,2025-12-22,1013.1349,1013.1349,0.0,合格,
3243,来料检验-003243,来料检验,40,68,,2025-08-28,1152.7118,1152.7118,0.0,合格,
3244,来料检验-003244,来料检验,46,16,,2025-09-22,25,25,0,合格,
3245,来料检验-003245,来料检验,47,89,,2024-11-04,13,13,0,合格,
3246,来料检验-003246,来料检验,16,82,,2025-01-29,640.0207,640.0207,0.0,合格,
3247,来料检验-003247,来料检验,48,48,,2026-03-01,139,139,0,合格,
3248,来料检验-003248,来料检验,2,109,,2024-09-29,66,66,0,合格,
3249,来料检验-003249,来料检验,40,41,,2024-08-26,12,12,0,合格,
3250,来料检验-003250,来料检验,3,105,,2025-07-04,132,132,0,合格,
3251,来料检验-003251,来料检验,3,65,,2025-04-15,71,71,0,合格,
3252,来料检验-003252,来料检验,15,3,,2025-11-01,585.76,585.76,0.0,合格,
3253,来料检验-003253,来料检验,1,33,,2025-10-31,6,6,0,合格,
3254,来料检验-003254,来料检验,44,98,,2024-09-08,123.127,123.127,0.0,合格,
3255,来料检验-003255,来料检验,28,56,,2026-07-05,146,146,0,合格,
3256,来料检验-003256,来料检验,4,117,,2025-03-30,42,42,0,合格,
3257,来料检验-003257,来料检验,39,78,,2024-12-11,87,87,0,合格,
3258,来料检验-003258,来料检验,32,71,,2024-09-11,10,9,1,不合格,尺寸超差
3259,来料检验-003259,来料检验,44,96,,2025-07-29,73,73,0,合格,
3260,来料检验-003260,来料检验,48,101,,2025-02-07,42,42,0,合格,
3261,来料检验-003261,来料检验,43,77,,2024-08-31,90,83,7,不合格,表面缺陷
3262,来料检验-003262,来料检验,32,74,,2024-12-01,462.1289,462.1289,0.0,合格,
3263,来料检验-003263,来料检验,41,53,,2025-06-15,88,88,0,合格,
3264,来料检验-003264,来料检验,36,8,,2026-01-05,44,44,0,合格,
3265,来料检验-003265,来料检验,10,76,,2024-09-14,750.0432,750.0432,0.0,合格,
3266,来料检验-003266,来料检验,40,7,,2024-10-11,68,68,0,合格,
3267,来料检验-003267,来料检验,15,116,,2025-01-12,473.2191,473.2191,0.0,合格,
3268,来料检验-003268,来料检验,44,57,,2024-11-07,127,127,0,合格,
3269,来料检验-003269,来料检验,3,41,,2025-02-12,143,143,0,合格,
3270,来料检验-003270,来料检验,44,96,,2024-12-08,101,101,0,合格,
3271,来料检验-003271,来料检验,8,4,,2025-02-27,160.3467,160.3467,0.0,合格,
3272,来料检验-003272,来料检验,34,23,,2024-08-24,86,86,0,合格,
3273,来料检验-003273,来料检验,12,84,,2026-04-24,195.7234,195.7234,0.0,合格,
3274,来料检验-003274,来料检验,48,22,,2025-07-12,43,43,0,合格,
3275,来料检验-003275,来料检验,46,41,,2026-03-28,33,33,0,合格,
3276,来料检验-003276,来料检验,26,35,,2024-10-09,805.7378,805.7378,0.0,合格,
3277,来料检验-003277,来料检验,27,26,,2024-11-02,1169.6028,1169.6028,0.0,合格,
3278,来料检验-003278,来料检验,4,44,,2024-09-04,677.431,677.431,0.0,合格,
3279,来料检验-003279,来料检验,34,52,,2026-04-20,884.1653,884.1653,0.0,合格,
3280,来料检验-003280,来料检验,26,84,,2025-08-12,497.3945,497.3945,0.0,合格,
3281,来料检验-003281,来料检验,33,47,,2026-02-17,136,136,0,合格,
3282,来料检验-003282,来料检验,26,25,,2025-12-18,130,130,0,合格,
3283,来料检验-003283,来料检验,7,49,,2026-01-18,154,154,0,合格,
3284,来料检验-003284,来料检验,15,119,,2026-02-01,39,39,0,合格,
3285,来料检验-003285,来料检验,16,82,,2025-03-30,169.8347,169.8347,0.0,合格,
3286,来料检验-003286,来料检验,7,27,,2026-01-24,875.2381,875.2381,0.0,合格,
3287,来料检验-003287,来料检验,40,102,,2025-06-10,24,24,0,合格,
3288,来料检验-003288,来料检验,17,94,,2025-01-13,38,38,0,合格,
3289,来料检验-003289,来料检验,13,108,,2025-06-29,297.9972,297.9972,0.0,合格,
3290,来料检验-003290,来料检验,21,93,,2025-04-14,69,69,0,合格,
3291,来料检验-003291,来料检验,33,36,,2025-06-28,1140.2551,1140.2551,0.0,合格,
3292,来料检验-003292,来料检验,14,11,,2025-03-31,542.1439,542.1439,0.0,合格,
3293,来料检验-003293,来料检验,32,88,,2026-05-31,24,24,0,合格,
3294,来料检验-003294,来料检验,22,29,,2025-01-06,69,69,0,合格,
3295,来料检验-003295,来料检验,36,64,,2025-02-27,39,39,0,合格,
3296,来料检验-003296,来料检验,49,41,,2025-01-03,87,87,0,合格,
3297,来料检验-003297,来料检验,33,85,,2025-02-26,136,136,0,合格,
3298,来料检验-003298,来料检验,31,99,,2026-01-01,228.6783,228.6783,0.0,合格,
3299,来料检验-003299,来料检验,32,13,,2025-02-26,73,73,0,合格,
3300,来料检验-003300,来料检验,2,74,,2025-04-08,526.7431,526.7431,0.0,合格,
3301,来料检验-003301,来料检验,43,66,,2024-09-26,447.0584,447.0584,0.0,合格,
3302,来料检验-003302,来料检验,41,114,,2026-04-28,1058.0466,1058.0466,0.0,合格,
3303,来料检验-003303,来料检验,18,27,,2025-02-05,826.2695,826.2695,0.0,合格,
3304,来料检验-003304,来料检验,37,82,,2025-10-21,182.229,182.229,0.0,合格,
3305,来料检验-003305,来料检验,33,107,,2024-11-30,893.6602,893.6602,0.0,合格,
3306,来料检验-003306,来料检验,48,98,,2025-02-20,544.1787,544.1787,0.0,合格,
3307,来料检验-003307,来料检验,17,69,,2025-08-23,73,73,0,合格,
3308,来料检验-003308,来料检验,22,115,,2025-02-20,497.6071,497.6071,0.0,合格,
3309,来料检验-003309,来料检验,41,110,,2026-07-13,132,132,0,合格,
3310,来料检验-003310,来料检验,33,119,,2025-05-08,103,103,0,合格,
3311,来料检验-003311,来料检验,19,37,,2026-04-30,99,99,0,合格,
3312,来料检验-003312,来料检验,8,34,,2025-11-08,181.2557,181.2557,0.0,合格,
3313,来料检验-003313,来料检验,8,17,,2025-07-15,95,95,0,合格,
3314,来料检验-003314,来料检验,12,62,,2025-07-03,110,110,0,合格,
3315,来料检验-003315,来料检验,27,62,,2025-08-30,33,33,0,合格,
3316,来料检验-003316,来料检验,25,101,,2024-11-03,126,126,0,合格,
3317,来料检验-003317,来料检验,10,90,,2024-10-16,705.751,705.751,0.0,合格,
3318,来料检验-003318,来料检验,30,75,,2024-09-12,890.0565,890.0565,0.0,合格,
3319,来料检验-003319,来料检验,39,63,,2026-05-14,135,135,0,合格,
3320,来料检验-003320,来料检验,32,36,,2026-05-06,961.617,961.617,0.0,合格,
3321,来料检验-003321,来料检验,45,104,,2025-03-12,13,13,0,合格,
3322,来料检验-003322,来料检验,10,39,,2026-03-02,127,127,0,合格,
3323,来料检验-003323,来料检验,42,71,,2024-12-19,152,152,0,合格,
3324,来料检验-003324,来料检验,1,81,,2024-11-17,30,30,0,合格,
3325,来料检验-003325,来料检验,19,61,,2025-08-01,125,125,0,合格,
3326,来料检验-003326,来料检验,40,7,,2024-12-21,47,47,0,合格,
3327,来料检验-003327,来料检验,32,71,,2026-03-24,136,136,0,合格,
3328,来料检验-003328,来料检验,15,47,,2025-01-10,117,117,0,合格,
3329,来料检验-003329,来料检验,6,88,,2025-11-24,84,84,0,合格,
3330,来料检验-003330,来料检验,25,64,,2025-02-22,121,121,0,合格,
3331,来料检验-003331,来料检验,42,102,,2024-08-27,106,106,0,合格,
3332,来料检验-003332,来料检验,40,38,,2025-07-05,39,39,0,合格,
3333,来料检验-003333,来料检验,41,101,,2025-06-25,116,116,0,合格,
3334,来料检验-003334,来料检验,9,54,,2025-07-30,139,139,0,合格,
3335,来料检验-003335,来料检验,36,89,,2025-01-25,65,65,0,合格,
3336,来料检验-003336,来料检验,32,23,,2025-05-19,131,131,0,合格,
3337,来料检验-003337,来料检验,25,41,,2025-07-04,154,154,0,合格,
3338,来料检验-003338,来料检验,7,76,,2026-03-28,512.3669,512.3669,0.0,合格,
3339,来料检验-003339,来料检验,50,94,,2026-03-14,102,102,0,合格,
3340,来料检验-003340,来料检验,48,101,,2025-11-09,84,84,0,合格,
3341,来料检验-003341,来料检验,27,56,,2026-02-02,78,78,0,合格,
3342,来料检验-003342,来料检验,13,91,,2025-04-23,118.9709,118.9709,0.0,合格,
3343,来料检验-003343,来料检验,34,74,,2026-02-15,169.4462,169.4462,0.0,合格,
3344,来料检验-003344,来料检验,43,108,,2025-06-14,1008.1557,1008.1557,0.0,合格,
3345,来料检验-003345,来料检验,26,25,,2026-04-09,48,48,0,合格,
3346,来料检验-003346,来料检验,8,2,,2025-02-03,158.1454,158.1454,0.0,合格,
3347,来料检验-003347,来料检验,18,19,,2025-10-26,1035.4192,1035.4192,0.0,合格,
3348,来料检验-003348,来料检验,24,99,,2025-08-04,369.7539,369.7539,0.0,合格,
3349,来料检验-003349,来料检验,26,34,,2026-01-11,172.5725,172.5725,0.0,合格,
3350,来料检验-003350,来料检验,35,75,,2025-03-24,316.7682,316.7682,0.0,合格,
3351,来料检验-003351,来料检验,2,109,,2026-06-29,121,121,0,合格,
3352,来料检验-003352,来料检验,14,5,,2024-10-13,115,115,0,合格,
3353,来料检验-003353,来料检验,33,107,,2024-10-23,135.7898,135.7898,0.0,合格,
3354,来料检验-003354,来料检验,6,58,,2025-06-11,686.2028,686.2028,0.0,合格,
3355,来料检验-003355,来料检验,44,35,,2026-03-28,960.993,960.993,0.0,合格,
3356,来料检验-003356,来料检验,26,87,,2026-02-17,120,120,0,合格,
3357,来料检验-003357,来料检验,15,118,,2025-10-30,79,79,0,合格,
3358,来料检验-003358,来料检验,28,110,,2026-04-14,102,102,0,合格,
3359,来料检验-003359,来料检验,37,103,,2025-06-23,76,76,0,合格,
3360,来料检验-003360,来料检验,34,120,,2024-09-22,93,93,0,合格,
3361,来料检验-003361,来料检验,45,95,,2025-11-06,74,74,0,合格,
3362,来料检验-003362,来料检验,41,84,,2024-09-18,378.7717,378.7717,0.0,合格,
3363,来料检验-003363,来料检验,28,110,,2024-10-29,127,127,0,合格,
3364,来料检验-003364,来料检验,18,57,,2025-05-21,13,13,0,合格,
3365,来料检验-003365,来料检验,47,69,,2025-09-02,102,102,0,合格,
3366,来料检验-003366,来料检验,39,97,,2026-01-11,139,139,0,合格,
3367,来料检验-003367,来料检验,21,113,,2025-01-03,149,149,0,合格,
3368,来料检验-003368,来料检验,50,96,,2025-03-27,134,134,0,合格,
3369,来料检验-003369,来料检验,45,95,,2025-06-26,82,82,0,合格,
3370,来料检验-003370,来料检验,30,55,,2024-11-12,135,121,14,不合格,性能不达标
3371,来料检验-003371,来料检验,26,87,,2025-08-26,134,134,0,合格,
3372,来料检验-003372,来料检验,33,16,,2026-01-07,133,133,0,合格,
3373,来料检验-003373,来料检验,18,95,,2024-09-03,107,107,0,合格,
3374,来料检验-003374,来料检验,47,89,,2025-04-28,160,160,0,合格,
3375,来料检验-003375,来料检验,15,3,,2024-12-31,1180.6894,1180.6894,0.0,合格,
3376,来料检验-003376,来料检验,32,36,,2025-02-05,846.4679,846.4679,0.0,合格,
3377,来料检验-003377,来料检验,9,40,,2025-09-21,28,28,0,合格,
3378,来料检验-003378,来料检验,35,75,,2026-03-10,281.1341,281.1341,0.0,合格,
3379,来料检验-003379,来料检验,29,97,,2025-08-20,30,30,0,合格,
3380,来料检验-003380,来料检验,46,84,,2025-08-12,1193.0792,1193.0792,0.0,合格,
3381,来料检验-003381,来料检验,2,72,,2025-04-05,35,35,0,合格,
3382,来料检验-003382,来料检验,36,100,,2025-02-02,861.4928,861.4928,0.0,合格,
3383,来料检验-003383,来料检验,28,95,,2026-01-11,141,131,10,不合格,性能不达标
3384,来料检验-003384,来料检验,22,26,,2025-07-28,1154.2459,1154.2459,0.0,合格,
3385,来料检验-003385,来料检验,22,120,,2025-08-05,88,88,0,合格,
3386,来料检验-003386,来料检验,50,94,,2025-12-16,84,84,0,合格,
3387,来料检验-003387,来料检验,28,85,,2025-10-24,14,14,0,合格,
3388,来料检验-003388,来料检验,29,111,,2024-11-18,122,122,0,合格,
3389,来料检验-003389,来料检验,40,111,,2024-10-23,88,88,0,合格,
3390,来料检验-003390,来料检验,47,6,,2025-06-04,107,107,0,合格,
3391,来料检验-003391,来料检验,14,98,,2025-07-21,882.6502,882.6502,0.0,合格,
3392,来料检验-003392,来料检验,43,113,,2025-07-15,159,159,0,合格,
3393,来料检验-003393,来料检验,47,76,,2026-01-12,670.2645,670.2645,0.0,合格,
3394,来料检验-003394,来料检验,9,40,,2024-09-17,83,83,0,合格,
3395,来料检验-003395,来料检验,23,32,,2026-05-02,72,72,0,合格,
3396,来料检验-003396,来料检验,18,50,,2025-11-03,778.5657,778.5657,0.0,合格,
3397,来料检验-003397,来料检验,30,49,,2025-02-18,24,24,0,合格,
3398,来料检验-003398,来料检验,5,46,,2026-03-01,32,32,0,合格,
3399,来料检验-003399,来料检验,13,65,,2025-07-10,51,51,0,合格,
3400,来料检验-003400,来料检验,30,104,,2026-02-16,83,83,0,合格,
3401,来料检验-003401,来料检验,2,72,,2025-08-25,50,50,0,合格,
3402,来料检验-003402,来料检验,43,62,,2024-11-18,86,86,0,合格,
3403,来料检验-003403,来料检验,33,55,,2026-01-25,51,51,0,合格,
3404,来料检验-003404,来料检验,11,30,,2025-04-22,142,142,0,合格,
3405,来料检验-003405,来料检验,29,37,,2024-09-10,99,99,0,合格,
3406,来料检验-003406,来料检验,40,24,,2024-10-05,18,18,0,合格,
3407,来料检验-003407,来料检验,33,9,,2025-06-27,129,129,0,合格,
3408,来料检验-003408,来料检验,39,92,,2026-02-28,881.8275,881.8275,0.0,合格,
3409,来料检验-003409,来料检验,17,69,,2025-05-29,22,22,0,合格,
3410,来料检验-003410,来料检验,26,34,,2025-01-11,144.6441,144.6441,0.0,合格,
3411,来料检验-003411,来料检验,50,10,,2025-11-16,1112.7505,1011.2373,101.5132,不合格,表面缺陷
3412,来料检验-003412,来料检验,36,14,,2026-05-17,151,151,0,合格,
3413,来料检验-003413,来料检验,12,4,,2026-07-23,736.0266,736.0266,0.0,合格,
3414,来料检验-003414,来料检验,3,54,,2025-11-14,117,117,0,合格,
3415,来料检验-003415,来料检验,49,79,,2025-12-02,18,18,0,合格,
3416,来料检验-003416,来料检验,26,109,,2025-04-09,108,108,0,合格,
3417,来料检验-003417,来料检验,31,90,,2025-09-18,280.2761,280.2761,0.0,合格,
3418,来料检验-003418,来料检验,15,23,,2025-05-02,21,21,0,合格,
3419,来料检验-003419,来料检验,21,111,,2025-12-31,154,154,0,合格,
3420,来料检验-003420,来料检验,22,114,,2026-01-27,134.9043,134.9043,0.0,合格,
3421,来料检验-003421,来料检验,50,116,,2026-02-19,157.5336,157.5336,0.0,合格,
3422,来料检验-003422,来料检验,48,1,,2025-08-13,434.4912,434.4912,0.0,合格,
3423,来料检验-003423,来料检验,15,61,,2025-09-08,133,133,0,合格,
3424,来料检验-003424,来料检验,18,49,,2025-12-18,41,41,0,合格,
3425,来料检验-003425,来料检验,38,8,,2025-03-26,10,10,0,合格,
3426,来料检验-003426,来料检验,44,32,,2025-05-16,118,118,0,合格,
3427,来料检验-003427,来料检验,3,65,,2026-04-10,106,106,0,合格,
3428,来料检验-003428,来料检验,21,120,,2025-09-04,103,103,0,合格,
3429,来料检验-003429,来料检验,37,103,,2025-02-17,129,129,0,合格,
3430,来料检验-003430,来料检验,30,31,,2025-10-18,69,69,0,合格,
3431,来料检验-003431,来料检验,39,78,,2025-05-27,24,24,0,合格,
3432,来料检验-003432,来料检验,24,33,,2025-06-25,141,141,0,合格,
3433,来料检验-003433,来料检验,33,65,,2026-03-06,96,96,0,合格,
3434,来料检验-003434,来料检验,12,102,,2025-11-12,99,99,0,合格,
3435,来料检验-003435,来料检验,6,66,,2025-04-30,45.6675,45.6675,0.0,合格,
3436,来料检验-003436,来料检验,15,119,,2025-04-01,159,159,0,合格,
3437,来料检验-003437,来料检验,47,55,,2024-12-19,149,149,0,合格,
3438,来料检验-003438,来料检验,41,82,,2024-12-07,969.0277,969.0277,0.0,合格,
3439,来料检验-003439,来料检验,1,1,,2025-10-05,1114.5191,1114.5191,0.0,合格,
3440,来料检验-003440,来料检验,4,79,,2025-06-16,7,7,0,合格,
3441,来料检验-003441,来料检验,1,81,,2026-03-05,50,48,2,不合格,表面缺陷
3442,来料检验-003442,来料检验,42,71,,2026-03-14,97,97,0,合格,
3443,来料检验-003443,来料检验,14,81,,2026-07-31,101,101,0,合格,
3444,来料检验-003444,来料检验,18,49,,2025-10-19,41,41,0,合格,
3445,来料检验-003445,来料检验,26,25,,2025-02-09,39,39,0,合格,
3446,来料检验-003446,来料检验,48,1,,2025-12-03,294.4471,294.4471,0.0,合格,
3447,来料检验-003447,来料检验,25,101,,2026-01-02,146,146,0,合格,
3448,来料检验-003448,来料检验,16,70,,2026-05-01,122,122,0,合格,
3449,来料检验-003449,来料检验,5,116,,2024-12-04,566.4338,566.4338,0.0,合格,
3450,来料检验-003450,来料检验,19,103,,2025-06-24,76,76,0,合格,
3451,来料检验-003451,来料检验,32,13,,2024-11-01,59,59,0,合格,
3452,来料检验-003452,来料检验,25,41,,2024-11-14,34,34,0,合格,
3453,来料检验-003453,来料检验,44,57,,2026-01-14,90,90,0,合格,
3454,来料检验-003454,来料检验,6,10,,2025-06-23,535.1712,535.1712,0.0,合格,
3455,来料检验-003455,来料检验,9,70,,2025-08-15,46,46,0,合格,
3456,来料检验-003456,来料检验,42,102,,2024-10-12,17,17,0,合格,
3457,来料检验-003457,来料检验,43,113,,2025-09-05,6,6,0,合格,
3458,来料检验-003458,来料检验,9,100,,2025-12-13,164.391,164.391,0.0,合格,
3459,来料检验-003459,来料检验,44,105,,2026-01-17,33,33,0,合格,
3460,来料检验-003460,来料检验,20,60,,2025-03-06,720.7362,720.7362,0.0,合格,
3461,来料检验-003461,来料检验,42,12,,2026-02-09,1038.6562,1038.6562,0.0,合格,
3462,来料检验-003462,来料检验,44,57,,2026-07-11,25,25,0,合格,
3463,来料检验-003463,来料检验,19,56,,2025-07-20,69,69,0,合格,
3464,来料检验-003464,来料检验,47,32,,2025-06-01,61,61,0,合格,
3465,来料检验-003465,来料检验,45,55,,2026-02-12,42,42,0,合格,
3466,来料检验-003466,来料检验,6,10,,2024-09-06,397.3983,369.4271,27.9712,不合格,尺寸超差
3467,来料检验-003467,来料检验,17,18,,2025-06-14,93.5251,93.5251,0.0,合格,
3468,来料检验-003468,来料检验,19,81,,2025-01-22,63,63,0,合格,
3469,来料检验-003469,来料检验,35,104,,2024-11-04,83,83,0,合格,
3470,来料检验-003470,来料检验,42,10,,2026-01-25,673.2568,673.2568,0.0,合格,
3471,来料检验-003471,来料检验,36,106,,2025-06-11,796.5618,796.5618,0.0,合格,
3472,来料检验-003472,来料检验,21,87,,2024-11-16,76,76,0,合格,
3473,来料检验-003473,来料检验,44,86,,2025-01-04,48,48,0,合格,
3474,来料检验-003474,来料检验,41,115,,2025-04-15,589.833,589.833,0.0,合格,
3475,来料检验-003475,来料检验,40,24,,2025-01-03,84,84,0,合格,
3476,来料检验-003476,来料检验,50,20,,2024-12-15,1155.3794,1155.3794,0.0,合格,
3477,来料检验-003477,来料检验,48,67,,2026-02-27,42.5842,42.5842,0.0,合格,
3478,来料检验-003478,来料检验,20,110,,2024-10-02,111,111,0,合格,
3479,来料检验-003479,来料检验,47,89,,2024-12-04,79,79,0,合格,
3480,来料检验-003480,来料检验,3,70,,2024-09-28,99,99,0,合格,
3481,来料检验-003481,来料检验,20,13,,2025-04-06,87,87,0,合格,
3482,来料检验-003482,来料检验,3,54,,2025-02-14,103,103,0,合格,
3483,来料检验-003483,来料检验,28,110,,2025-10-23,116,116,0,合格,
3484,来料检验-003484,来料检验,28,110,,2026-04-25,89,89,0,合格,
3485,来料检验-003485,来料检验,41,27,,2025-11-11,332.1585,332.1585,0.0,合格,
3486,来料检验-003486,来料检验,26,109,,2024-09-19,108,108,0,合格,
3487,来料检验-003487,来料检验,12,102,,2025-11-30,160,160,0,合格,
3488,来料检验-003488,来料检验,9,62,,2026-06-10,11,11,0,合格,
3489,来料检验-003489,来料检验,9,83,,2025-07-07,162.7903,162.7903,0.0,合格,
3490,来料检验-003490,来料检验,46,54,,2025-01-22,141,141,0,合格,
3491,来料检验-003491,来料检验,24,42,,2025-03-17,795.1838,795.1838,0.0,合格,
3492,来料检验-003492,来料检验,37,103,,2025-12-10,135,135,0,合格,
3493,来料检验-003493,来料检验,19,115,,2025-08-12,409.2602,409.2602,0.0,合格,
3494,来料检验-003494,来料检验,2,74,,2025-08-29,523.9007,523.9007,0.0,合格,
3495,来料检验-003495,来料检验,12,102,,2025-10-12,7,7,0,合格,
3496,来料检验-003496,来料检验,15,118,,2024-10-15,7,7,0,合格,
3497,来料检验-003497,来料检验,7,49,,2025-10-28,107,107,0,合格,
3498,来料检验-003498,来料检验,3,115,,2024-09-13,127.4786,127.4786,0.0,合格,
3499,来料检验-003499,来料检验,26,34,,2024-10-13,415.0498,415.0498,0.0,合格,
3500,来料检验-003500,来料检验,12,9,,2025-12-31,63,63,0,合格,
3501,来料检验-003501,来料检验,2,109,,2024-09-15,114,114,0,合格,
3502,来料检验-003502,来料检验,4,30,,2025-08-10,151,151,0,合格,
3503,来料检验-003503,来料检验,23,71,,2025-01-20,111,111,0,合格,
3504,来料检验-003504,来料检验,46,25,,2026-05-19,30,30,0,合格,
3505,来料检验-003505,来料检验,1,68,,2025-05-03,327.8598,327.8598,0.0,合格,
3506,来料检验-003506,来料检验,8,4,,2025-10-08,914.2522,914.2522,0.0,合格,
3507,来料检验-003507,来料检验,32,94,,2025-11-21,51,51,0,合格,
3508,来料检验-003508,来料检验,34,11,,2025-10-30,449.9647,440.572,9.3927,不合格,表面缺陷
3509,来料检验-003509,来料检验,24,64,,2025-07-10,10,10,0,合格,
3510,来料检验-003510,来料检验,27,107,,2025-07-01,196.7727,196.7727,0.0,合格,
3511,来料检验-003511,来料检验,8,43,,2025-04-07,1020.8035,1020.8035,0.0,合格,
3512,来料检验-003512,来料检验,35,24,,2025-06-12,85,85,0,合格,
3513,来料检验-003513,来料检验,49,28,,2024-10-09,870.1994,870.1994,0.0,合格,
3514,来料检验-003514,来料检验,48,22,,2025-04-18,28,28,0,合格,
3515,来料检验-003515,来料检验,48,79,,2024-12-22,52,52,0,合格,
3516,来料检验-003516,来料检验,39,78,,2025-11-30,51,51,0,合格,
3517,来料检验-003517,来料检验,44,96,,2025-04-13,63,63,0,合格,
3518,来料检验-003518,来料检验,44,96,,2026-06-09,81,81,0,合格,
3519,来料检验-003519,来料检验,19,56,,2025-06-10,46,46,0,合格,
3520,来料检验-003520,来料检验,13,17,,2024-09-11,157,157,0,合格,
3521,来料检验-003521,来料检验,46,16,,2025-10-09,67,67,0,合格,
3522,来料检验-003522,来料检验,8,43,,2026-05-22,992.4397,992.4397,0.0,合格,
3523,来料检验-003523,来料检验,49,86,,2026-03-20,51,51,0,合格,
3524,来料检验-003524,来料检验,49,40,,2024-11-06,48,48,0,合格,
3525,来料检验-003525,来料检验,38,22,,2024-12-28,141,141,0,合格,
3526,来料检验-003526,来料检验,43,113,,2024-11-09,146,146,0,合格,
3527,来料检验-003527,来料检验,18,89,,2025-05-31,97,97,0,合格,
3528,来料检验-003528,来料检验,50,20,,2024-08-31,709.516,709.516,0.0,合格,
3529,来料检验-003529,来料检验,45,95,,2026-06-24,151,151,0,合格,
3530,来料检验-003530,来料检验,13,108,,2025-08-19,1095.5673,1095.5673,0.0,合格,
3531,来料检验-003531,来料检验,43,36,,2026-03-26,720.699,720.699,0.0,合格,
3532,来料检验-003532,来料检验,35,24,,2026-03-09,41,41,0,合格,
3533,来料检验-003533,来料检验,9,75,,2025-02-14,1151.2418,1151.2418,0.0,合格,
3534,来料检验-003534,来料检验,26,80,,2025-05-30,110,110,0,合格,
3535,来料检验-003535,来料检验,40,102,,2024-10-10,151,151,0,合格,
3536,来料检验-003536,来料检验,8,34,,2026-04-23,893.2403,893.2403,0.0,合格,
3537,来料检验-003537,来料检验,4,23,,2024-08-28,36,36,0,合格,
3538,来料检验-003538,来料检验,29,37,,2024-10-24,87,87,0,合格,
3539,来料检验-003539,来料检验,24,88,,2025-07-28,160,160,0,合格,
3540,来料检验-003540,来料检验,28,37,,2026-02-03,144,144,0,合格,
3541,来料检验-003541,来料检验,20,13,,2025-06-17,118,118,0,合格,
3542,来料检验-003542,来料检验,7,20,,2025-12-13,879.8265,879.8265,0.0,合格,
3543,来料检验-003543,来料检验,11,50,,2026-03-26,168.4586,168.4586,0.0,合格,
3544,来料检验-003544,来料检验,33,28,,2026-04-18,778.9139,778.9139,0.0,合格,
3545,来料检验-003545,来料检验,24,86,,2026-07-24,33,33,0,合格,
3546,来料检验-003546,来料检验,8,45,,2025-10-15,138,138,0,合格,
3547,来料检验-003547,来料检验,35,17,,2025-10-09,67,67,0,合格,
3548,来料检验-003548,来料检验,11,63,,2025-02-03,94,94,0,合格,
3549,来料检验-003549,来料检验,1,84,,2025-06-09,839.8364,839.8364,0.0,合格,
3550,来料检验-003550,来料检验,44,11,,2025-06-04,1126.5813,1126.5813,0.0,合格,
3551,来料检验-003551,来料检验,36,106,,2025-04-03,988.933,988.933,0.0,合格,
3552,来料检验-003552,来料检验,49,86,,2025-03-31,44,44,0,合格,
3553,来料检验-003553,来料检验,22,92,,2025-09-30,501.3688,501.3688,0.0,合格,
3554,来料检验-003554,来料检验,31,90,,2025-11-07,586.3728,586.3728,0.0,合格,
3555,来料检验-003555,来料检验,43,62,,2024-09-05,61,58,3,不合格,性能不达标
3556,来料检验-003556,来料检验,4,94,,2025-01-28,43,43,0,合格,
3557,来料检验-003557,来料检验,28,95,,2025-05-30,113,113,0,合格,
3558,来料检验-003558,来料检验,9,31,,2025-09-18,94,94,0,合格,
3559,来料检验-003559,来料检验,48,67,,2025-04-22,915.153,915.153,0.0,合格,
