order_cost_snapshot_id,sales_order_id,snapshot_date,material_cost,labor_cost,outsource_cost,overhead_cost,logistics_cost,total_cost,sales_revenue,gross_profit,gross_margin_rate,cost_type
1529,1529,2026-03-24,116161.7,14349.05,19466.03,18282.17,3390.69,171649.64,254626.51,82976.87,0.3259,实际
1530,1530,2026-05-11,205230.46,64205.24,23949.28,53718.78,5729.5,352833.26,493513.82,140680.56,0.2851,实际
1531,1531,2026-04-06,103494.89,29445.48,23216.03,30950.2,3167.77,190274.38,272063.12,81788.74,0.3006,实际
1532,1532,2026-03-16,710086.9,37681.2,140791.95,131595.75,21271.95,1041427.8,1453781.79,412353.99,0.2836,实际
1533,1533,2026-04-21,166478.28,35936.44,16615.14,35942.8,4577.34,259550.0,360250.13,100700.13,0.2795,实际
1534,1534,2026-04-04,83268.43,23848.93,6430.75,23742.91,2242.48,139533.5,185946.71,46413.21,0.2496,实际
1535,1535,2026-04-29,229159.0,28351.34,31217.46,41923.28,6509.42,337160.5,422209.0,85048.5,0.2014,实际
1536,1536,2026-04-15,116161.7,14349.05,19466.03,18282.17,3390.69,171649.64,219167.46,47517.82,0.2168,实际
1537,1537,2026-05-26,288819.64,149910.52,45792.44,93997.4,8365.32,586885.28,799740.66,212855.38,0.2662,实际
1538,1538,2026-04-20,797662.08,80139.64,113375.64,157795.44,22775.96,1171748.76,1638595.45,466846.69,0.2849,实际
1539,1539,2026-05-21,144908.38,47353.8,39432.48,31927.52,4608.52,268230.7,388584.78,120354.08,0.3097,实际
1540,1540,2026-03-20,310484.67,88336.44,69648.09,92850.6,9503.31,570823.14,775395.95,204572.81,0.2638,实际
1541,1541,2026-04-03,110965.93,24298.52,17898.39,29024.36,3221.61,185408.81,260067.37,74658.56,0.2871,实际
1542,1542,2026-05-19,313962.81,34899.45,70331.13,77550.78,9607.35,506351.52,645372.15,139020.63,0.2154,实际
1543,1543,2026-04-07,568069.52,30144.96,112633.56,105276.6,17017.56,833142.24,1193323.73,360181.49,0.3018,实际
1544,1544,2026-04-23,71340.64,36366.85,29778.64,25269.95,2527.98,165284.07,207668.98,42384.91,0.2041,实际
1545,1545,2026-04-07,114579.5,14175.67,15608.73,20961.64,3254.71,168580.25,241061.96,72481.71,0.3007,实际
1546,1546,2026-03-29,232323.4,28698.1,38932.06,36564.34,6781.38,343299.28,475930.65,132631.37,0.2787,实际
1547,1547,2026-05-14,398831.04,40069.82,56687.82,78897.72,11387.98,585874.38,852417.93,266543.55,0.3127,实际
1548,1548,2026-03-28,317520.15,132199.0,91944.05,75453.7,10236.6,627353.5,765303.71,137950.21,0.1803,实际
1549,1549,2026-03-31,60104.08,23126.86,7258.5,18170.28,1684.06,110343.78,145841.01,35497.23,0.2434,实际
1550,1550,2026-06-07,100355.77,31441.97,31314.57,27027.71,3291.76,193431.78,242537.72,49105.94,0.2025,实际
1551,1551,2026-05-04,47414.67,35988.8,10155.51,18599.52,1439.25,113597.76,164162.62,50564.86,0.308,实际
1552,1552,2026-05-09,458318.0,56702.68,62434.92,83846.56,13018.84,674321.0,977030.08,302709.08,0.3098,实际
1553,1553,2026-03-28,103494.89,29445.48,23216.03,30950.2,3167.77,190274.38,239003.54,48729.16,0.2039,实际
1554,1554,2026-04-08,138702.09,100786.71,80704.71,56097.9,5485.17,381776.55,555430.98,173654.43,0.3126,实际
1555,1555,2026-06-01,513076.15,160513.1,59873.2,134296.95,14323.75,882083.15,1201151.33,319068.18,0.2656,实际
1556,1556,2026-04-09,79789.0,32686.21,11430.09,18313.2,2280.48,144498.98,205342.0,60843.02,0.2963,实际
1557,1557,2026-06-13,205230.46,64205.24,23949.28,53718.78,5729.5,352833.26,489654.69,136821.43,0.2794,实际
1558,1558,2026-06-18,144409.82,74955.26,22896.22,46998.7,4182.66,293442.64,399343.76,105901.12,0.2652,实际
1559,1559,2026-04-16,135381.15,37262.51,23741.5,33738.97,3978.07,234102.2,337908.77,103806.57,0.3072,实际
1560,1560,2026-05-03,234320.94,39127.2,80083.08,68090.1,7860.09,429481.44,623716.66,194235.22,0.3114,实际
1561,1561,2026-04-11,638860.04,62510.56,69460.76,145070.44,17708.0,933609.8,1399676.85,466067.05,0.333,实际
1562,1562,2026-06-17,72454.19,23676.9,19716.24,15963.76,2304.26,134115.35,196188.8,62073.45,0.3164,实际
1563,1563,2026-06-16,94829.34,71977.6,20311.02,37199.04,2878.5,227195.52,339539.24,112343.72,0.3309,实际
1564,1564,2026-06-21,217362.57,71030.7,59148.72,47891.28,6912.78,402346.05,514063.48,111717.43,0.2173,实际
1565,1565,2026-05-19,399266.1,60674.85,138907.45,100307.1,13454.35,712609.8,902448.85,189839.05,0.2104,实际
1566,1566,2026-04-18,193173.4,23295.98,52266.52,40229.76,6136.0,315101.66,470442.58,155340.92,0.3302,实际
1567,1567,2026-04-07,79789.0,32686.21,11430.09,18313.2,2280.48,144498.98,205788.79,61289.81,0.2978,实际
1568,1568,2026-05-01,284034.76,15072.48,56316.78,52638.3,8508.78,416571.12,603880.83,187309.71,0.3102,实际
1569,1569,2026-06-21,79789.0,32686.21,11430.09,18313.2,2280.48,144498.98,192295.8,47796.82,0.2486,实际
1570,1570,2026-04-23,78106.98,13042.4,26694.36,22696.7,2620.03,143160.48,205231.05,62070.57,0.3024,实际
1571,1571,2026-04-05,864828.35,183365.65,147183.9,160778.35,25300.3,1381456.55,1923438.45,541981.9,0.2818,实际
1572,1572,2026-06-23,212859.32,150123.64,129598.8,96841.56,8561.44,597984.8,890073.59,292088.79,0.3282,实际
1573,1573,2026-06-21,676905.75,186312.55,118707.5,168694.85,19890.35,1170511.0,1581086.84,410575.84,0.2597,实际
1574,1574,2026-06-24,399266.1,60674.85,138907.45,100307.1,13454.35,712609.8,879617.55,167007.75,0.1899,实际
1575,1575,2026-04-24,159715.01,15627.64,17365.19,36267.61,4427.0,233402.45,335344.38,101941.93,0.304,实际
1576,1576,2026-04-17,80616.84,25283.05,3267.96,13252.98,2097.12,124517.95,166178.16,41660.21,0.2507,实际
1577,1577,2026-04-27,161233.68,50566.1,6535.92,26505.96,4194.24,249035.9,365025.72,115989.82,0.3178,实际
1578,1578,2026-04-08,219935.98,64852.3,47375.22,54574.46,6682.78,393420.72,523084.11,129663.39,0.2479,实际
1579,1579,2026-05-07,516046.72,38396.52,75174.32,126238.32,14780.52,770636.4,1060650.59,290014.19,0.2734,实际
1580,1580,2026-06-24,72204.91,37477.63,11448.11,23499.35,2091.33,146721.32,219865.45,73144.13,0.3327,实际
1581,1581,2026-06-08,116161.7,14349.05,19466.03,18282.17,3390.69,171649.64,243415.16,71765.52,0.2948,实际
1582,1582,2026-06-17,121051.43,33999.86,7534.95,23883.92,3214.66,189684.82,233480.39,43795.57,0.1876,实际
1583,1583,2026-04-23,443863.72,97194.08,71593.56,116097.44,12886.44,741635.24,942213.73,200578.49,0.2129,实际
1584,1584,2026-05-16,216614.73,112432.89,34344.33,70498.05,6273.99,440163.96,562014.95,121850.99,0.2168,实际
1585,1585,2026-04-22,104654.27,11633.15,23443.71,25850.26,3202.45,168783.84,254585.51,85801.67,0.337,实际
1586,1586,2026-05-22,64798.13,37874.27,10429.35,18774.89,1880.69,133757.33,164605.31,30847.98,0.1874,实际
1587,1587,2026-05-28,479145.03,46882.92,52095.57,108802.83,13281.0,700207.35,1004185.55,303978.2,0.3027,实际
1588,1588,2026-04-21,333073.72,95395.72,25723.0,94971.64,8969.92,558134.0,808273.95,250139.95,0.3095,实际
1589,1589,2026-06-24,300520.4,115634.3,36292.5,90851.4,8420.3,551718.9,821456.49,269737.59,0.3284,实际
1590,1590,2026-05-04,104654.27,11633.15,23443.71,25850.26,3202.45,168783.84,229926.29,61142.45,0.2659,实际
1591,1591,2026-06-24,313962.81,34899.45,70331.13,77550.78,9607.35,506351.52,654192.56,147841.04,0.226,实际
1592,1592,2026-06-11,568069.52,30144.96,112633.56,105276.6,17017.56,833142.24,1017031.24,183889.0,0.1808,实际
1593,1593,2026-04-10,80616.84,25283.05,3267.96,13252.98,2097.12,124517.95,179965.03,55447.08,0.3081,实际
1594,1594,2026-05-25,162284.04,42921.86,7200.54,25701.18,4237.12,242344.74,343596.53,101251.79,0.2947,实际
1595,1595,2026-06-26,121636.02,21837.7,30830.08,31304.96,3811.65,209420.42,274995.98,65575.56,0.2385,实际
1596,1596,2026-05-02,142244.01,107966.4,30466.53,55798.56,4317.75,340793.28,470214.22,129420.94,0.2752,实际
1597,1597,2026-06-07,242102.86,67999.72,15069.9,47767.84,6429.32,379369.64,540412.58,161042.94,0.298,实际
1598,1598,2026-06-17,121636.02,21837.7,30830.08,31304.96,3811.65,209420.42,290984.11,81563.69,0.2803,实际
1599,1599,2026-05-21,166536.86,47697.86,12861.5,47485.82,4484.96,279067.0,358253.29,79186.29,0.221,实际
1600,1600,2026-06-25,222820.36,31312.72,42895.24,49544.32,6642.88,353215.52,441169.83,87954.31,0.1994,实际
1601,1601,2026-04-13,324568.08,85843.72,14401.08,51402.36,8474.24,484689.48,634900.65,150211.17,0.2366,实际
1602,1602,2026-04-21,289760.1,34943.97,78399.78,60344.64,9204.0,472652.49,676454.0,203801.51,0.3013,实际
1603,1603,2026-05-16,180001.3,162321.05,28533.9,73466.6,5213.4,449536.25,652334.84,202798.59,0.3109,实际
1604,1604,2026-06-25,129596.26,75748.54,20858.7,37549.78,3761.38,267514.66,336553.1,69038.44,0.2051,实际
1605,1605,2026-04-18,83268.43,23848.93,6430.75,23742.91,2242.48,139533.5,194967.58,55434.08,0.2843,实际
1606,1606,2026-05-27,92468.06,67191.14,53803.14,37398.6,3656.78,254517.7,376142.66,121624.96,0.3233,实际
1607,1607,2026-06-26,239559.66,36404.91,83344.47,60184.26,8072.61,427565.88,531529.74,103963.86,0.1956,实际
1608,1608,2026-06-13,142017.38,7536.24,28158.39,26319.15,4254.39,208285.56,260426.56,52141.0,0.2002,实际
1609,1609,2026-05-08,36000.26,32464.21,5706.78,14693.32,1042.68,89907.25,128554.79,38647.54,0.3006,实际
1610,1610,2026-07-01,107515.56,12985.27,18616.95,20158.17,3153.31,162429.25,223353.66,60924.41,0.2728,实际
1611,1611,2026-06-26,81142.02,21460.93,3600.27,12850.59,2118.56,121172.37,157295.18,36122.81,0.2296,实际
1612,1612,2026-05-09,106429.66,75061.82,64799.4,48420.78,4280.72,298992.4,369085.91,70093.51,0.1899,实际
1613,1613,2026-06-16,364908.06,65513.1,92490.24,93914.88,11434.95,628261.26,843024.38,214763.12,0.2548,实际
1614,1614,2026-06-24,319412.88,48539.88,111125.96,80245.68,10763.48,570087.84,701184.29,131096.45,0.187,实际
1615,1615,2026-04-25,104654.27,11633.15,23443.71,25850.26,3202.45,168783.84,213574.12,44790.28,0.2097,实际
1616,1616,2026-06-03,229159.0,28351.34,31217.46,41923.28,6509.42,337160.5,484434.53,147274.03,0.304,实际
1617,1617,2026-05-19,96586.7,11647.99,26133.26,20114.88,3068.0,157550.83,206585.64,49034.81,0.2374,实际
1618,1618,2026-05-05,103494.89,29445.48,23216.03,30950.2,3167.77,190274.38,237356.01,47081.63,0.1984,实际
1619,1619,2026-06-03,270762.3,74525.02,47483.0,67477.94,7956.14,468204.4,636612.68,168408.28,0.2645,实际
1620,1620,2026-04-19,153138.37,21489.17,8437.38,23981.5,4039.39,211085.82,265385.11,54299.29,0.2046,实际
1621,1621,2026-07-03,103494.89,29445.48,23216.03,30950.2,3167.77,190274.38,270200.94,79926.56,0.2958,实际
1622,1622,2026-07-01,81142.02,21460.93,3600.27,12850.59,2118.56,121172.37,165439.02,44266.65,0.2676,实际
1623,1623,2026-06-04,398831.04,40069.82,56687.82,78897.72,11387.98,585874.38,780666.34,194791.96,0.2495,实际
1624,1624,2026-05-29,129011.68,9599.13,18793.58,31559.58,3695.13,192659.1,282665.89,90006.79,0.3184,实际
1625,1625,2026-06-30,518897.01,110019.39,88310.34,96467.01,15180.18,828873.93,1158848.39,329974.46,0.2847,实际
1626,1626,2026-06-25,322467.36,101132.2,13071.84,53011.92,8388.48,498071.8,613874.22,115802.42,0.1886,实际
1627,1627,2026-04-22,413979.56,117781.92,92864.12,123800.8,12671.08,761097.52,996452.59,235355.07,0.2362,实际
1628,1628,2026-05-18,216614.73,112432.89,34344.33,70498.05,6273.99,440163.96,570128.99,129965.03,0.228,实际
1629,1629,2026-06-01,322546.68,38955.81,55850.85,60474.51,9459.93,487287.75,720427.9,233140.15,0.3236,实际
1630,1630,2026-07-16,289816.76,94707.6,78864.96,63855.04,9217.04,536461.4,663646.96,127185.56,0.1916,实际
1631,1631,2026-04-27,153138.37,21489.17,8437.38,23981.5,4039.39,211085.82,314977.66,103891.84,0.3298,实际
1632,1632,2026-05-08,53214.83,37530.91,32399.7,24210.39,2140.36,149496.2,202537.43,53041.23,0.2619,实际
1633,1633,2026-06-17,232323.4,28698.1,38932.06,36564.34,6781.38,343299.28,459937.42,116638.14,0.2536,实际
1634,1634,2026-07-09,79789.0,32686.21,11430.09,18313.2,2280.48,144498.98,186873.02,42374.04,0.2268,实际
1635,1635,2026-05-11,127008.06,52879.6,36777.62,30181.48,4094.64,250941.4,328341.84,77400.44,0.2357,实际
1636,1636,2026-05-08,464646.8,57396.2,77864.12,73128.68,13562.76,686598.56,912379.37,225780.81,0.2475,实际
1637,1637,2026-05-11,343738.5,42527.01,46826.19,62884.92,9764.13,505740.75,696168.3,190427.55,0.2735,实际
1638,1638,2026-07-03,72204.91,37477.63,11448.11,23499.35,2091.33,146721.32,181824.12,35102.8,0.1931,实际
1639,1639,2026-07-16,194394.39,113622.81,31288.05,56324.67,5642.07,401271.99,566430.03,165158.04,0.2916,实际
1640,1640,2026-06-15,83239.14,17968.22,8307.57,17971.4,2288.67,129775.0,183340.48,53565.48,0.2922,实际
1641,1641,2026-07-09,517474.45,147227.4,116080.15,154751.0,15838.85,951371.9,1242594.94,291223.04,0.2344,实际
1642,1642,2026-07-08,121051.43,33999.86,7534.95,23883.92,3214.66,189684.82,264030.67,74345.85,0.2816,实际
1643,1643,2026-07-01,142681.28,72733.7,59557.28,50539.9,5055.96,330568.14,474836.82,144268.68,0.3038,实际
1644,1644,2026-07-09,142017.38,7536.24,28158.39,26319.15,4254.39,208285.56,313822.26,105536.7,0.3363,实际
1645,1645,2026-07-16,142244.01,107966.4,30466.53,55798.56,4317.75,340793.28,503683.24,162889.96,0.3234,实际
1646,1646,2026-06-02,169357.5,68521.06,69987.4,39837.86,5983.62,353687.44,461615.48,107928.04,0.2338,实际
1647,1647,2026-07-24,361024.55,187388.15,57240.55,117496.75,10456.65,733606.6,1041534.37,307927.77,0.2956,实际
1648,1648,2026-06-03,53214.83,37530.91,32399.7,24210.39,2140.36,149496.2,190783.52,41287.32,0.2164,实际
1649,1649,2026-06-20,180312.24,69380.58,21775.5,54510.84,5052.18,331031.34,485265.6,154234.26,0.3178,实际
1650,1650,2026-05-23,345931.34,73346.26,58873.56,64311.34,10120.12,552582.62,701683.98,149101.36,0.2125,实际
1651,1651,2026-06-11,79853.22,12134.97,27781.49,20061.42,2690.87,142521.96,203904.77,61382.81,0.301,实际
1652,1652,2026-07-24,362270.95,118384.5,98581.2,79818.8,11521.3,670576.75,910123.04,239546.29,0.2632,实际
1653,1653,2026-07-08,517474.45,147227.4,116080.15,154751.0,15838.85,951371.9,1427940.12,476568.22,0.3337,实际
1654,1654,2026-06-17,258023.36,19198.26,37587.16,63119.16,7390.26,385318.2,544979.79,159661.59,0.293,实际
1655,1655,2026-07-11,200711.54,62883.94,62629.14,54055.42,6583.52,386863.56,575320.59,188457.03,0.3276,实际
1656,1656,2026-07-20,310484.67,88336.44,69648.09,92850.6,9503.31,570823.14,787351.4,216528.26,0.275,实际
1657,1657,2026-06-20,608180.1,109188.5,154150.4,156524.8,19058.25,1047102.1,1583843.57,536741.47,0.3389,实际
1658,1658,2026-07-09,102615.23,32102.62,11974.64,26859.39,2864.75,176416.63,251961.18,75544.55,0.2998,实际
1659,1659,2026-07-13,121636.02,21837.7,30830.08,31304.96,3811.65,209420.42,260983.04,51562.62,0.1976,实际
1660,1660,2026-06-18,72454.19,23676.9,19716.24,15963.76,2304.26,134115.35,192472.01,58356.66,0.3032,实际
1661,1661,2026-07-09,153138.37,21489.17,8437.38,23981.5,4039.39,211085.82,305000.98,93915.16,0.3079,实际
1662,1662,2026-06-15,79853.22,12134.97,27781.49,20061.42,2690.87,142521.96,187347.99,44826.03,0.2393,实际
1663,1663,2026-05-27,183449.92,32420.38,7733.3,40338.08,4779.58,268721.26,354121.01,85399.75,0.2412,实际
1664,1664,2026-06-26,94829.34,71977.6,20311.02,37199.04,2878.5,227195.52,284072.8,56877.28,0.2002,实际
1665,1665,2026-06-04,364908.06,65513.1,92490.24,93914.88,11434.95,628261.26,794784.63,166523.37,0.2095,实际
1666,1666,2026-06-23,159578.0,65372.42,22860.18,36626.4,4560.96,288997.96,386747.57,97749.61,0.2527,实际
1667,1667,2026-07-02,103494.89,29445.48,23216.03,30950.2,3167.77,190274.38,251610.18,61335.8,0.2438,实际
1668,1668,2026-06-06,479145.03,46882.92,52095.57,108802.83,13281.0,700207.35,915803.96,215596.61,0.2354,实际
1669,1669,2026-06-09,549839.95,162130.75,118438.05,136436.15,16706.95,983551.8,1201820.93,218269.13,0.1816,实际
1670,1670,2026-07-04,83268.43,23848.93,6430.75,23742.91,2242.48,139533.5,187588.62,48055.12,0.2562,实际
1671,1671,2026-07-18,403084.2,126415.25,16339.8,66264.9,10485.6,622589.75,830334.78,207745.03,0.2502,实际
1672,1672,2026-07-09,144001.04,129856.84,22827.12,58773.28,4170.72,359629.0,517301.76,157672.76,0.3048,实际
1673,1673,2026-06-09,121051.43,33999.86,7534.95,23883.92,3214.66,189684.82,268430.1,78745.28,0.2934,实际
1674,1674,2026-05-16,142017.38,7536.24,28158.39,26319.15,4254.39,208285.56,300227.92,91942.36,0.3062,实际
1675,1675,2026-07-03,390534.9,65212.0,133471.8,113483.5,13100.15,715802.4,965395.78,249593.38,0.2585,实际
1676,1676,2026-07-06,83268.43,23848.93,6430.75,23742.91,2242.48,139533.5,188632.05,49098.55,0.2603,实际
1677,1677,2026-07-25,72204.91,37477.63,11448.11,23499.35,2091.33,146721.32,207104.09,60382.77,0.2916,实际
1678,1678,2026-07-03,91724.96,16210.19,3866.65,20169.04,2389.79,134360.63,202693.14,68332.51,0.3371,实际
1679,1679,2026-06-15,107515.56,12985.27,18616.95,20158.17,3153.31,162429.25,214900.2,52470.95,0.2442,实际
1680,1680,2026-07-03,237073.35,179944.0,50777.55,92997.6,7196.25,567988.8,797858.24,229869.44,0.2881,实际
1681,1681,2026-06-14,266074.15,187654.55,161998.5,121051.95,10701.8,747481.0,1068384.77,320903.77,0.3004,实际
1682,1682,2026-06-12,710086.9,37681.2,140791.95,131595.75,21271.95,1041427.8,1285742.42,244314.62,0.19,实际
1683,1683,2026-06-12,219935.98,64852.3,47375.22,54574.46,6682.78,393420.72,510690.0,117269.28,0.2296,实际
1684,1684,2026-05-27,166536.86,47697.86,12861.5,47485.82,4484.96,279067.0,407238.04,128171.04,0.3147,实际
1685,1685,2026-07-13,121636.02,21837.7,30830.08,31304.96,3811.65,209420.42,262997.05,53576.63,0.2037,实际
1686,1686,2026-05-20,172965.67,36673.13,29436.78,32155.67,5060.06,276291.31,383326.19,107034.88,0.2792,实际
1687,1687,2026-06-06,242102.86,67999.72,15069.9,47767.84,6429.32,379369.64,482147.32,102777.68,0.2132,实际
1688,1688,2026-06-12,78106.98,13042.4,26694.36,22696.7,2620.03,143160.48,185658.79,42498.31,0.2289,实际
1689,1689,2026-05-30,169357.5,68521.06,69987.4,39837.86,5983.62,353687.44,483206.35,129518.91,0.268,实际
1690,1690,2026-06-15,194394.39,113622.81,31288.05,56324.67,5642.07,401271.99,525605.31,124333.32,0.2366,实际
1691,1691,2026-08-05,79789.0,32686.21,11430.09,18313.2,2280.48,144498.98,183723.65,39224.67,0.2135,预测
1692,1692,2026-07-15,345931.34,73346.26,58873.56,64311.34,10120.12,552582.62,785151.57,232568.95,0.2962,实际
1693,1693,2026-07-23,399266.1,60674.85,138907.45,100307.1,13454.35,712609.8,870230.25,157620.45,0.1811,实际
1694,1694,2026-07-17,135381.15,37262.51,23741.5,33738.97,3978.07,234102.2,309456.89,75354.69,0.2435,实际
1695,1695,2026-05-28,205230.46,64205.24,23949.28,53718.78,5729.5,352833.26,445905.84,93072.58,0.2087,实际
1696,1696,2026-06-28,333073.72,95395.72,25723.0,94971.64,8969.92,558134.0,692127.93,133993.93,0.1936,实际
1697,1697,2026-08-05,443863.72,97194.08,71593.56,116097.44,12886.44,741635.24,1088006.25,346371.01,0.3184,预测
1698,1698,2026-06-11,219935.98,64852.3,47375.22,54574.46,6682.78,393420.72,594345.48,200924.76,0.3381,实际
1699,1699,2026-06-30,121051.43,33999.86,7534.95,23883.92,3214.66,189684.82,285098.26,95413.44,0.3347,实际
1700,1700,2026-08-05,72000.52,64928.42,11413.56,29386.64,2085.36,179814.5,250980.56,71166.06,0.2836,预测
1701,1701,2026-08-05,120208.16,46253.72,14517.0,36340.56,3368.12,220687.56,293713.92,73026.36,0.2486,预测
1702,1702,2026-06-09,537577.8,64926.35,93084.75,100790.85,15766.55,812146.25,1006234.56,194088.31,0.1929,实际
1703,1703,2026-06-03,72204.91,37477.63,11448.11,23499.35,2091.33,146721.32,214211.8,67490.48,0.3151,实际
1704,1704,2026-07-15,159715.01,15627.64,17365.19,36267.61,4427.0,233402.45,293484.2,60081.75,0.2047,实际
1705,1705,2026-07-20,64798.13,37874.27,10429.35,18774.89,1880.69,133757.33,177943.64,44186.31,0.2483,实际
1706,1706,2026-06-23,129011.68,9599.13,18793.58,31559.58,3695.13,192659.1,242665.61,50006.51,0.2061,实际
1707,1707,2026-06-25,156213.96,26084.8,53388.72,45393.4,5240.06,286320.96,418691.11,132370.15,0.3162,实际
1708,1708,2026-08-05,216614.73,112432.89,34344.33,70498.05,6273.99,440163.96,609754.59,169590.63,0.2781,预测
1709,1709,2026-05-31,356703.2,181834.25,148893.2,126349.75,12639.9,826420.35,1030008.14,203587.79,0.1977,实际
1710,1710,2026-07-07,116161.7,14349.05,19466.03,18282.17,3390.69,171649.64,219214.31,47564.67,0.217,实际
1711,1711,2026-06-01,47414.67,35988.8,10155.51,18599.52,1439.25,113597.76,158428.97,44831.21,0.283,实际
1712,1712,2026-07-24,363154.29,101999.58,22604.85,71651.76,9643.98,569054.46,699343.02,130288.56,0.1863,实际
1713,1713,2026-07-15,72454.19,23676.9,19716.24,15963.76,2304.26,134115.35,165950.59,31835.24,0.1918,实际
1714,1714,2026-06-11,102615.23,32102.62,11974.64,26859.39,2864.75,176416.63,220962.59,44545.96,0.2016,实际
1715,1715,2026-06-14,317520.15,132199.0,91944.05,75453.7,10236.6,627353.5,837134.78,209781.28,0.2506,实际
1716,1716,2026-07-04,568069.52,30144.96,112633.56,105276.6,17017.56,833142.24,1022992.7,189850.46,0.1856,实际
1717,1717,2026-08-05,144409.82,74955.26,22896.22,46998.7,4182.66,293442.64,430619.39,137176.75,0.3186,预测
1718,1718,2026-06-14,710086.9,37681.2,140791.95,131595.75,21271.95,1041427.8,1391948.87,350521.07,0.2518,实际
1719,1719,2026-08-05,458318.0,56702.68,62434.92,83846.56,13018.84,674321.0,882981.55,208660.55,0.2363,预测
1720,1720,2026-08-05,120208.16,46253.72,14517.0,36340.56,3368.12,220687.56,298451.02,77763.46,0.2606,预测
1721,1721,2026-08-05,765691.85,107445.85,42186.9,119907.5,20196.95,1055429.1,1480359.21,424930.11,0.287,预测
1722,1722,2026-06-17,243272.04,43675.4,61660.16,62609.92,7623.3,418840.84,619580.98,200740.14,0.324,实际
1723,1723,2026-06-14,307845.69,96307.86,35923.92,80578.17,8594.25,529249.89,653110.64,123860.75,0.1896,实际
1724,1724,2026-08-05,166478.28,35936.44,16615.14,35942.8,4577.34,259550.0,335813.91,76263.91,0.2271,预测
1725,1725,2026-07-05,63504.03,26439.8,18388.81,15090.74,2047.32,125470.7,165940.81,40470.11,0.2439,实际
1726,1726,2026-07-14,142681.28,72733.7,59557.28,50539.9,5055.96,330568.14,451985.94,121417.8,0.2686,实际
1727,1727,2026-07-16,183449.92,32420.38,7733.3,40338.08,4779.58,268721.26,393799.07,125077.81,0.3176,实际
1728,1728,2026-07-07,482933.5,58239.95,130666.3,100574.4,15340.0,787754.15,960792.25,173038.1,0.1801,实际
1729,1729,2026-08-05,127008.06,52879.6,36777.62,30181.48,4094.64,250941.4,330246.97,79305.57,0.2401,预测
1730,1730,2026-08-05,479145.03,46882.92,52095.57,108802.83,13281.0,700207.35,960323.74,260116.39,0.2709,预测
1731,1731,2026-06-13,36000.26,32464.21,5706.78,14693.32,1042.68,89907.25,124999.27,35092.02,0.2807,实际
1732,1732,2026-06-30,46234.03,33595.57,26901.57,18699.3,1828.39,127258.85,175243.82,47984.97,0.2738,实际
1733,1733,2026-07-24,104222.15,19137.0,31016.87,28173.62,3380.98,185930.62,257567.32,71636.7,0.2781,实际
1734,1734,2026-08-05,486544.08,87350.8,123320.32,125219.84,15246.6,837681.68,1078159.1,240477.42,0.223,预测
1735,1735,2026-08-05,217362.57,71030.7,59148.72,47891.28,6912.78,402346.05,519252.35,116906.3,0.2251,预测
1736,1736,2026-08-05,554829.65,121492.6,89491.95,145121.8,16108.05,927044.05,1193790.33,266746.28,0.2234,预测
1737,1737,2026-07-23,323990.65,189371.35,52146.75,93874.45,9403.45,668786.65,831662.21,162875.56,0.1958,实际
1738,1738,2026-07-03,79789.0,32686.21,11430.09,18313.2,2280.48,144498.98,197462.4,52963.42,0.2682,实际
1739,1739,2026-07-11,334230.54,46969.08,64342.86,74316.48,9964.32,529823.28,780037.89,250214.61,0.3208,实际
1740,1740,2026-07-08,169357.5,68521.06,69987.4,39837.86,5983.62,353687.44,454486.54,100799.1,0.2218,实际
1741,1741,2026-07-03,159706.44,24269.94,55562.98,40122.84,5381.74,285043.92,421429.94,136386.02,0.3236,实际
1742,1742,2026-07-12,541524.6,149050.04,94966.0,134955.88,15912.28,936408.8,1252845.93,316437.13,0.2526,实际
1743,1743,2026-07-16,234320.94,39127.2,80083.08,68090.1,7860.09,429481.44,540487.93,111006.49,0.2054,实际
1744,1744,2026-08-05,129596.26,75748.54,20858.7,37549.78,3761.38,267514.66,404043.72,136529.06,0.3379,预测
1745,1745,2026-08-05,306276.74,42978.34,16874.76,47963.0,8078.78,422171.64,576162.62,153990.98,0.2673,预测
1746,1746,2026-06-11,329903.97,97278.45,71062.83,81861.69,10024.17,590131.08,814467.56,224336.48,0.2754,实际
1747,1747,2026-08-05,219935.98,64852.3,47375.22,54574.46,6682.78,393420.72,558896.83,165476.11,0.2961,预测
1748,1748,2026-07-05,80616.84,25283.05,3267.96,13252.98,2097.12,124517.95,178680.87,54162.92,0.3031,实际
1749,1749,2026-08-05,458624.8,81050.95,19333.25,100845.2,11948.95,671803.15,894557.17,222754.02,0.249,预测
1750,1750,2026-06-13,229159.0,28351.34,31217.46,41923.28,6509.42,337160.5,456348.63,119188.13,0.2612,实际
1751,1751,2026-07-14,254016.12,105759.2,73555.24,60362.96,8189.28,501882.8,624204.09,122321.29,0.196,实际
1752,1752,2026-08-05,129011.68,9599.13,18793.58,31559.58,3695.13,192659.1,261083.15,68424.05,0.2621,预测
1753,1753,2026-07-17,104654.27,11633.15,23443.71,25850.26,3202.45,168783.84,251294.53,82510.69,0.3283,实际
1754,1754,2026-08-05,459415.11,64467.51,25312.14,71944.5,12118.17,633257.46,846863.33,213605.87,0.2522,预测
1755,1755,2026-07-24,306276.74,42978.34,16874.76,47963.0,8078.78,422171.64,558995.97,136824.33,0.2448,实际
