price_history_id,material_id,month,average_purchase_price,market_reference_price,month_over_month_rate
1676,68,2024-08-01,23.79,23.97,-0.0019
1677,68,2024-09-01,23.49,23.24,-0.0126
1678,68,2024-10-01,24.16,24.48,0.0287
1679,68,2024-11-01,24.3,24.5,0.0059
1680,68,2024-12-01,24.38,24.91,0.0034
1681,68,2025-01-01,23.91,24.61,-0.0196
1682,68,2025-02-01,24.02,24.19,0.0047
1683,68,2025-03-01,24.35,24.62,0.0139
1684,68,2025-04-01,23.81,23.13,-0.0224
1685,68,2025-05-01,23.53,23.45,-0.0117
1686,68,2025-06-01,23.04,23.22,-0.0207
1687,68,2025-07-01,23.52,23.54,0.0206
1688,68,2025-08-01,23.02,23.23,-0.0213
1689,68,2025-09-01,23.41,23.18,0.0169
1690,68,2025-10-01,23.03,22.53,-0.016
1691,68,2025-11-01,23.3,23.68,0.0118
1692,68,2025-12-01,23.29,23.35,-0.0008
1693,68,2026-01-01,23.05,22.87,-0.01
1694,68,2026-02-01,23.1,22.64,0.0021
1695,68,2026-03-01,23.62,23.02,0.0224
1696,68,2026-04-01,24.23,24.4,0.0258
1697,68,2026-05-01,24.42,24.04,0.0079
1698,68,2026-06-01,25.15,24.77,0.0299
1699,68,2026-07-01,25.65,26.16,0.0198
1700,68,2026-08-01,25.3,25.78,-0.0136
1701,69,2024-08-01,208.35,208.81,0.0168
1702,69,2024-09-01,205.29,201.59,-0.0147
1703,69,2024-10-01,209.83,215.76,0.0221
1704,69,2024-11-01,216.92,216.78,0.0338
1705,69,2024-12-01,221.36,214.78,0.0205
1706,69,2025-01-01,217.93,217.52,-0.0155
1707,69,2025-02-01,221.78,215.48,0.0177
1708,69,2025-03-01,227.51,223.47,0.0258
1709,69,2025-04-01,231.9,226.68,0.0193
1710,69,2025-05-01,231.55,232.88,-0.0015
1711,69,2025-06-01,231.67,227.6,0.0005
1712,69,2025-07-01,239.25,233.18,0.0327
1713,69,2025-08-01,240.08,243.47,0.0035
1714,69,2025-09-01,238.39,242.76,-0.007
1715,69,2025-10-01,241.47,235.16,0.0129
1716,69,2025-11-01,246.08,243.73,0.0191
1717,69,2025-12-01,241.42,240.53,-0.0189
1718,69,2026-01-01,248.56,242.65,0.0296
1719,69,2026-02-01,255.96,259.0,0.0298
1720,69,2026-03-01,264.64,269.74,0.0339
1721,69,2026-04-01,265.07,262.75,0.0016
1722,69,2026-05-01,271.69,268.58,0.025
1723,69,2026-06-01,271.03,264.48,-0.0024
1724,69,2026-07-01,276.31,273.22,0.0195
1725,69,2026-08-01,274.1,282.14,-0.008
1726,70,2024-08-01,167.41,171.89,0.0155
1727,70,2024-09-01,167.17,170.08,-0.0014
1728,70,2024-10-01,171.31,167.2,0.0247
1729,70,2024-11-01,173.25,171.17,0.0113
1730,70,2024-12-01,176.23,171.17,0.0172
1731,70,2025-01-01,179.32,180.49,0.0176
1732,70,2025-02-01,175.21,172.32,-0.0229
1733,70,2025-03-01,174.54,171.19,-0.0039
1734,70,2025-04-01,174.1,172.03,-0.0025
1735,70,2025-05-01,179.41,180.01,0.0305
1736,70,2025-06-01,177.56,178.17,-0.0103
1737,70,2025-07-01,178.32,175.28,0.0043
1738,70,2025-08-01,183.83,186.06,0.0309
1739,70,2025-09-01,187.16,187.95,0.0181
1740,70,2025-10-01,193.31,193.35,0.0329
1741,70,2025-11-01,197.99,197.54,0.0242
1742,70,2025-12-01,202.14,203.17,0.0209
1743,70,2026-01-01,198.83,201.08,-0.0164
1744,70,2026-02-01,200.35,197.13,0.0076
1745,70,2026-03-01,199.53,198.98,-0.0041
1746,70,2026-04-01,200.75,203.96,0.0061
1747,70,2026-05-01,207.5,208.59,0.0337
1748,70,2026-06-01,206.08,204.38,-0.0069
1749,70,2026-07-01,203.11,200.69,-0.0144
1750,70,2026-08-01,206.47,204.36,0.0165
1751,71,2024-08-01,1463.51,1477.72,-0.013
1752,71,2024-09-01,1467.65,1445.64,0.0028
1753,71,2024-10-01,1477.46,1446.4,0.0067
1754,71,2024-11-01,1502.24,1507.76,0.0168
1755,71,2024-12-01,1512.46,1551.36,0.0068
1756,71,2025-01-01,1535.97,1520.05,0.0155
1757,71,2025-02-01,1545.28,1560.55,0.0061
1758,71,2025-03-01,1524.62,1484.36,-0.0134
1759,71,2025-04-01,1534.55,1559.59,0.0065
1760,71,2025-05-01,1543.59,1507.41,0.0059
1761,71,2025-06-01,1593.05,1612.42,0.032
1762,71,2025-07-01,1561.8,1584.12,-0.0196
1763,71,2025-08-01,1584.08,1573.13,0.0143
1764,71,2025-09-01,1572.63,1535.01,-0.0072
1765,71,2025-10-01,1561.21,1596.33,-0.0073
1766,71,2025-11-01,1586.55,1541.89,0.0162
1767,71,2025-12-01,1635.73,1673.69,0.031
1768,71,2026-01-01,1655.47,1693.83,0.0121
1769,71,2026-02-01,1634.47,1659.71,-0.0127
1770,71,2026-03-01,1691.55,1656.41,0.0349
1771,71,2026-04-01,1692.79,1702.15,0.0007
1772,71,2026-05-01,1741.64,1735.38,0.0289
1773,71,2026-06-01,1774.35,1822.0,0.0188
1774,71,2026-07-01,1816.8,1796.12,0.0239
1775,71,2026-08-01,1859.19,1816.03,0.0233
1776,72,2024-08-01,47.88,48.09,-0.0123
1777,72,2024-09-01,46.81,47.91,-0.0224
1778,72,2024-10-01,48.02,48.82,0.0259
1779,72,2024-11-01,48.41,49.47,0.0081
1780,72,2024-12-01,47.58,47.66,-0.0171
1781,72,2025-01-01,46.58,46.19,-0.0211
1782,72,2025-02-01,45.57,46.84,-0.0217
1783,72,2025-03-01,45.53,46.86,-0.0009
1784,72,2025-04-01,45.76,46.52,0.0051
1785,72,2025-05-01,45.13,44.4,-0.0139
1786,72,2025-06-01,44.45,45.42,-0.0149
1787,72,2025-07-01,43.72,44.97,-0.0166
1788,72,2025-08-01,43.59,42.67,-0.0029
1789,72,2025-09-01,44.61,44.15,0.0233
1790,72,2025-10-01,44.83,43.69,0.005
1791,72,2025-11-01,45.32,45.87,0.0109
1792,72,2025-12-01,45.77,46.69,0.0101
1793,72,2026-01-01,46.92,47.75,0.0251
1794,72,2026-02-01,46.71,45.5,-0.0046
1795,72,2026-03-01,47.91,46.85,0.0257
1796,72,2026-04-01,47.31,48.01,-0.0126
1797,72,2026-05-01,46.72,45.5,-0.0124
1798,72,2026-06-01,47.12,48.06,0.0084
1799,72,2026-07-01,48.62,49.43,0.0319
1800,72,2026-08-01,49.28,48.02,0.0136
1801,73,2024-08-01,13.34,13.42,0.0132
1802,73,2024-09-01,13.05,12.86,-0.0221
1803,73,2024-10-01,13.38,13.73,0.0253
1804,73,2024-11-01,13.48,13.8,0.0074
1805,73,2024-12-01,13.48,13.76,0.0003
1806,73,2025-01-01,13.46,13.25,-0.0017
1807,73,2025-02-01,13.29,13.58,-0.0126
1808,73,2025-03-01,13.41,13.21,0.0094
1809,73,2025-04-01,13.69,13.68,0.0203
1810,73,2025-05-01,13.69,13.46,0.0005
1811,73,2025-06-01,14.11,14.13,0.0305
1812,73,2025-07-01,14.54,14.6,0.0308
1813,73,2025-08-01,14.19,14.24,-0.0245
1814,73,2025-09-01,13.95,13.98,-0.0167
1815,73,2025-10-01,13.81,13.5,-0.0103
1816,73,2025-11-01,13.83,14.24,0.0016
1817,73,2025-12-01,14.16,14.13,0.0239
1818,73,2026-01-01,14.24,14.15,0.0058
1819,73,2026-02-01,13.99,14.37,-0.0175
1820,73,2026-03-01,14.37,14.71,0.0268
1821,73,2026-04-01,14.2,13.93,-0.0114
1822,73,2026-05-01,13.86,14.17,-0.024
1823,73,2026-06-01,14.25,13.93,0.0282
1824,73,2026-07-01,13.9,14.31,-0.0248
1825,73,2026-08-01,13.69,14.02,-0.0149
1826,74,2024-08-01,81.8,81.29,0.0258
1827,74,2024-09-01,82.27,83.6,0.0057
1828,74,2024-10-01,81.63,82.62,-0.0077
1829,74,2024-11-01,82.08,79.75,0.0054
1830,74,2024-12-01,80.54,79.22,-0.0187
1831,74,2025-01-01,80.69,82.78,0.0019
1832,74,2025-02-01,80.05,80.27,-0.0079
1833,74,2025-03-01,80.13,79.23,0.001
1834,74,2025-04-01,79.22,79.58,-0.0113
1835,74,2025-05-01,78.63,76.86,-0.0075
1836,74,2025-06-01,80.21,80.66,0.0202
1837,74,2025-07-01,80.39,80.44,0.0022
1838,74,2025-08-01,81.05,80.01,0.0082
1839,74,2025-09-01,80.93,82.49,-0.0016
1840,74,2025-10-01,79.88,77.54,-0.013
1841,74,2025-11-01,77.93,75.82,-0.0244
1842,74,2025-12-01,78.19,79.88,0.0034
1843,74,2026-01-01,79.54,81.36,0.0173
1844,74,2026-02-01,78.31,79.96,-0.0154
1845,74,2026-03-01,78.53,77.43,0.0028
1846,74,2026-04-01,77.83,78.65,-0.0089
1847,74,2026-05-01,76.15,75.72,-0.0216
1848,74,2026-06-01,75.99,75.26,-0.0021
1849,74,2026-07-01,76.02,76.78,0.0003
1850,74,2026-08-01,76.48,74.82,0.0061
1851,75,2024-08-01,5.83,5.97,-0.0054
1852,75,2024-09-01,5.73,5.6,-0.0164
1853,75,2024-10-01,5.72,5.83,-0.0016
1854,75,2024-11-01,5.71,5.72,-0.0021
1855,75,2024-12-01,5.77,5.86,0.0103
1856,75,2025-01-01,5.69,5.83,-0.0131
1857,75,2025-02-01,5.57,5.59,-0.0215
1858,75,2025-03-01,5.59,5.6,0.0037
1859,75,2025-04-01,5.75,5.91,0.0283
1860,75,2025-05-01,5.9,5.97,0.0265
1861,75,2025-06-01,5.94,6.06,0.0064
1862,75,2025-07-01,5.93,5.99,-0.0017
1863,75,2025-08-01,6.05,6.14,0.0207
1864,75,2025-09-01,6.2,6.33,0.0238
1865,75,2025-10-01,6.31,6.27,0.018
1866,75,2025-11-01,6.29,6.1,-0.0037
1867,75,2025-12-01,6.5,6.45,0.0346
1868,75,2026-01-01,6.61,6.5,0.0164
1869,75,2026-02-01,6.63,6.75,0.0027
1870,75,2026-03-01,6.67,6.66,0.0062
1871,75,2026-04-01,6.9,7.02,0.0348
1872,75,2026-05-01,7.04,6.95,0.0201
1873,75,2026-06-01,7.0,7.03,-0.0052
1874,75,2026-07-01,6.83,6.76,-0.0248
1875,75,2026-08-01,6.68,6.74,-0.0219
1876,76,2024-08-01,22.76,22.7,-0.0192
1877,76,2024-09-01,22.78,22.77,0.0009
1878,76,2024-10-01,22.93,22.87,0.0067
1879,76,2024-11-01,22.9,22.76,-0.0013
1880,76,2024-12-01,23.18,23.42,0.0123
1881,76,2025-01-01,23.39,23.34,0.0089
1882,76,2025-02-01,23.75,23.26,0.0155
1883,76,2025-03-01,23.23,23.69,-0.022
1884,76,2025-04-01,23.55,23.28,0.0137
1885,76,2025-05-01,23.94,24.65,0.0168
1886,76,2025-06-01,23.95,24.62,0.0002
1887,76,2025-07-01,23.86,23.49,-0.0035
1888,76,2025-08-01,24.31,24.02,0.0186
1889,76,2025-09-01,24.45,23.85,0.0061
1890,76,2025-10-01,25.25,25.79,0.0324
1891,76,2025-11-01,25.27,25.76,0.0009
1892,76,2025-12-01,26.08,26.51,0.0322
1893,76,2026-01-01,26.74,27.49,0.0253
1894,76,2026-02-01,27.26,27.01,0.0193
1895,76,2026-03-01,28.07,28.34,0.0297
1896,76,2026-04-01,28.79,29.11,0.026
1897,76,2026-05-01,29.67,30.09,0.0305
1898,76,2026-06-01,30.54,31.45,0.0293
1899,76,2026-07-01,31.05,30.7,0.0168
1900,76,2026-08-01,31.42,31.94,0.0119
1901,77,2024-08-01,639.72,631.2,-0.0127
1902,77,2024-09-01,657.6,659.05,0.0279
1903,77,2024-10-01,660.49,640.73,0.0044
1904,77,2024-11-01,683.28,673.67,0.0345
1905,77,2024-12-01,666.76,678.52,-0.0242
1906,77,2025-01-01,651.9,637.29,-0.0223
1907,77,2025-02-01,674.06,686.04,0.034
1908,77,2025-03-01,683.31,674.93,0.0137
1909,77,2025-04-01,689.99,676.83,0.0098
1910,77,2025-05-01,709.22,718.96,0.0279
1911,77,2025-06-01,720.43,727.72,0.0158
1912,77,2025-07-01,730.29,742.47,0.0137
1913,77,2025-08-01,736.31,735.45,0.0083
1914,77,2025-09-01,732.12,734.23,-0.0057
1915,77,2025-10-01,727.24,713.27,-0.0067
1916,77,2025-11-01,723.43,703.76,-0.0052
1917,77,2025-12-01,705.93,712.13,-0.0242
1918,77,2026-01-01,694.49,705.91,-0.0162
1919,77,2026-02-01,714.48,713.51,0.0288
1920,77,2026-03-01,732.43,719.7,0.0251
1921,77,2026-04-01,725.67,738.03,-0.0092
1922,77,2026-05-01,720.34,706.13,-0.0073
1923,77,2026-06-01,710.64,718.09,-0.0135
1924,77,2026-07-01,717.11,716.15,0.0091
1925,77,2026-08-01,738.72,730.99,0.0301
1926,78,2024-08-01,609.5,613.28,0.0153
1927,78,2024-09-01,594.98,597.52,-0.0238
1928,78,2024-10-01,580.28,574.86,-0.0247
1929,78,2024-11-01,594.74,603.21,0.0249
1930,78,2024-12-01,608.14,624.4,0.0225
1931,78,2025-01-01,594.33,589.05,-0.0227
1932,78,2025-02-01,607.67,606.12,0.0224
1933,78,2025-03-01,619.28,635.14,0.0191
1934,78,2025-04-01,615.87,629.58,-0.0055
1935,78,2025-05-01,629.68,632.74,0.0224
1936,78,2025-06-01,630.81,628.54,0.0018
1937,78,2025-07-01,643.23,637.73,0.0197
1938,78,2025-08-01,663.15,657.76,0.031
1939,78,2025-09-01,681.63,678.44,0.0279
1940,78,2025-10-01,694.43,693.22,0.0188
1941,78,2025-11-01,699.06,708.83,0.0067
1942,78,2025-12-01,714.0,733.48,0.0214
1943,78,2026-01-01,702.15,714.73,-0.0166
1944,78,2026-02-01,725.92,713.26,0.0339
1945,78,2026-03-01,732.9,750.84,0.0096
1946,78,2026-04-01,752.9,735.59,0.0273
1947,78,2026-05-01,767.32,747.68,0.0191
1948,78,2026-06-01,793.26,793.31,0.0338
1949,78,2026-07-01,786.15,803.19,-0.009
1950,78,2026-08-01,787.07,798.31,0.0012
1951,79,2024-08-01,1247.82,1263.74,-0.0064
1952,79,2024-09-01,1288.52,1307.74,0.0326
1953,79,2024-10-01,1280.02,1263.23,-0.0066
1954,79,2024-11-01,1262.51,1280.77,-0.0137
1955,79,2024-12-01,1293.53,1315.03,0.0246
1956,79,2025-01-01,1308.4,1304.16,0.0115
1957,79,2025-02-01,1313.65,1299.36,0.004
1958,79,2025-03-01,1305.96,1340.21,-0.0059
1959,79,2025-04-01,1327.39,1312.9,0.0164
1960,79,2025-05-01,1306.52,1306.98,-0.0157
1961,79,2025-06-01,1299.42,1305.63,-0.0054
1962,79,2025-07-01,1281.06,1299.14,-0.0141
1963,79,2025-08-01,1293.14,1303.75,0.0094
1964,79,2025-09-01,1283.25,1292.65,-0.0076
1965,79,2025-10-01,1253.54,1277.8,-0.0232
1966,79,2025-11-01,1247.44,1213.73,-0.0049
1967,79,2025-12-01,1271.53,1281.06,0.0193
1968,79,2026-01-01,1280.52,1252.86,0.0071
1969,79,2026-02-01,1322.89,1316.61,0.0331
1970,79,2026-03-01,1352.21,1317.85,0.0222
1971,79,2026-04-01,1353.7,1361.18,0.0011
1972,79,2026-05-01,1387.0,1381.02,0.0246
1973,79,2026-06-01,1420.05,1433.58,0.0238
1974,79,2026-07-01,1449.36,1454.64,0.0206
1975,79,2026-08-01,1475.03,1451.65,0.0177
1976,80,2024-08-01,1190.46,1205.79,-0.0227
1977,80,2024-09-01,1194.85,1172.16,0.0037
1978,80,2024-10-01,1186.42,1171.2,-0.0071
1979,80,2024-11-01,1186.27,1219.65,-0.0001
1980,80,2024-12-01,1212.82,1208.81,0.0224
1981,80,2025-01-01,1223.83,1248.3,0.0091
1982,80,2025-02-01,1209.83,1212.91,-0.0114
1983,80,2025-03-01,1222.24,1199.37,0.0103
1984,80,2025-04-01,1245.1,1259.93,0.0187
1985,80,2025-05-01,1266.29,1251.49,0.017
1986,80,2025-06-01,1291.88,1260.88,0.0202
1987,80,2025-07-01,1285.38,1261.61,-0.005
1988,80,2025-08-01,1280.46,1303.97,-0.0038
1989,80,2025-09-01,1267.92,1269.04,-0.0098
1990,80,2025-10-01,1236.94,1273.52,-0.0244
1991,80,2025-11-01,1218.71,1248.24,-0.0147
1992,80,2025-12-01,1206.57,1215.95,-0.01
1993,80,2026-01-01,1244.69,1240.79,0.0316
1994,80,2026-02-01,1280.71,1265.39,0.0289
1995,80,2026-03-01,1281.18,1260.18,0.0004
1996,80,2026-04-01,1297.44,1326.98,0.0127
1997,80,2026-05-01,1328.85,1321.26,0.0242
1998,80,2026-06-01,1300.62,1288.38,-0.0212
1999,80,2026-07-01,1332.48,1292.97,0.0245
2000,80,2026-08-01,1318.34,1320.07,-0.0106
2001,81,2024-08-01,8.71,8.61,-0.0072
2002,81,2024-09-01,8.74,8.55,0.0027
2003,81,2024-10-01,9.03,8.78,0.0339
2004,81,2024-11-01,9.25,9.27,0.0244
2005,81,2024-12-01,9.52,9.71,0.0294
2006,81,2025-01-01,9.55,9.68,0.0027
2007,81,2025-02-01,9.4,9.37,-0.016
2008,81,2025-03-01,9.19,9.4,-0.0219
2009,81,2025-04-01,9.11,9.09,-0.0091
2010,81,2025-05-01,9.27,9.03,0.0176
2011,81,2025-06-01,9.29,9.5,0.0021
2012,81,2025-07-01,9.59,9.47,0.0326
2013,81,2025-08-01,9.45,9.51,-0.0145
2014,81,2025-09-01,9.71,9.51,0.0272
2015,81,2025-10-01,9.71,9.88,0.0004
2016,81,2025-11-01,9.67,9.6,-0.0042
2017,81,2025-12-01,9.79,9.69,0.012
2018,81,2026-01-01,9.92,9.95,0.0139
2019,81,2026-02-01,10.23,10.12,0.0307
2020,81,2026-03-01,10.44,10.52,0.0206
2021,81,2026-04-01,10.49,10.43,0.0044
2022,81,2026-05-01,10.36,10.58,-0.0124
2023,81,2026-06-01,10.7,10.95,0.0336
2024,81,2026-07-01,10.94,10.82,0.0218
2025,81,2026-08-01,11.09,11.05,0.0139
2026,82,2024-08-01,75.19,74.07,-0.0206
2027,82,2024-09-01,77.57,77.39,0.0316
2028,82,2024-10-01,76.01,77.68,-0.0201
2029,82,2024-11-01,77.87,78.23,0.0244
2030,82,2024-12-01,78.82,78.68,0.0122
2031,82,2025-01-01,80.4,79.71,0.0201
2032,82,2025-02-01,82.21,83.7,0.0225
2033,82,2025-03-01,82.77,83.25,0.0067
2034,82,2025-04-01,82.65,82.46,-0.0014
2035,82,2025-05-01,82.69,82.76,0.0005
2036,82,2025-06-01,81.47,80.78,-0.0147
2037,82,2025-07-01,81.59,80.14,0.0015
2038,82,2025-08-01,84.23,83.53,0.0324
2039,82,2025-09-01,86.41,85.85,0.0259
2040,82,2025-10-01,86.07,87.49,-0.004
2041,82,2025-11-01,88.66,90.06,0.0302
2042,82,2025-12-01,87.64,87.54,-0.0115
2043,82,2026-01-01,86.98,87.52,-0.0075
2044,82,2026-02-01,87.31,87.18,0.0037
2045,82,2026-03-01,88.74,87.78,0.0164
2046,82,2026-04-01,91.23,90.15,0.028
2047,82,2026-05-01,94.25,94.56,0.0331
2048,82,2026-06-01,97.53,97.56,0.0348
2049,82,2026-07-01,97.12,95.75,-0.0042
2050,82,2026-08-01,100.3,97.99,0.0327
2051,83,2024-08-01,6.59,6.4,0.0054
2052,83,2024-09-01,6.51,6.45,-0.0126
2053,83,2024-10-01,6.48,6.36,-0.0048
2054,83,2024-11-01,6.56,6.45,0.0132
2055,83,2024-12-01,6.5,6.43,-0.0103
2056,83,2025-01-01,6.64,6.78,0.0222
2057,83,2025-02-01,6.69,6.88,0.0077
2058,83,2025-03-01,6.8,6.96,0.016
2059,83,2025-04-01,6.97,6.94,0.0257
2060,83,2025-05-01,7.02,7.22,0.0066
2061,83,2025-06-01,6.99,7.14,-0.004
2062,83,2025-07-01,7.23,7.32,0.0344
2063,83,2025-08-01,7.41,7.58,0.0247
2064,83,2025-09-01,7.4,7.44,-0.0014
2065,83,2025-10-01,7.49,7.34,0.0117
2066,83,2025-11-01,7.42,7.29,-0.0086
2067,83,2025-12-01,7.63,7.82,0.0279
2068,83,2026-01-01,7.59,7.36,-0.0056
2069,83,2026-02-01,7.5,7.66,-0.0109
2070,83,2026-03-01,7.74,7.63,0.0318
2071,83,2026-04-01,7.78,7.58,0.0045
2072,83,2026-05-01,7.95,7.9,0.0226
2073,83,2026-06-01,7.9,7.81,-0.0067
2074,83,2026-07-01,7.95,7.73,0.0064
2075,83,2026-08-01,8.1,7.94,0.0193
2076,84,2024-08-01,27.12,27.16,-0.0167
2077,84,2024-09-01,27.33,26.81,0.0078
2078,84,2024-10-01,27.2,27.7,-0.0046
2079,84,2024-11-01,27.83,27.5,0.0229
2080,84,2024-12-01,28.16,28.11,0.0119
2081,84,2025-01-01,27.58,26.92,-0.0204
2082,84,2025-02-01,27.69,26.9,0.0039
2083,84,2025-03-01,27.39,27.51,-0.0109
2084,84,2025-04-01,28.16,28.74,0.0282
2085,84,2025-05-01,27.47,26.66,-0.0246
2086,84,2025-06-01,26.88,26.72,-0.0213
2087,84,2025-07-01,26.35,26.45,-0.0198
2088,84,2025-08-01,26.2,25.98,-0.0057
2089,84,2025-09-01,27.01,26.81,0.0308
2090,84,2025-10-01,27.14,26.38,0.0049
2091,84,2025-11-01,27.41,26.88,0.0101
2092,84,2025-12-01,28.22,27.69,0.0294
2093,84,2026-01-01,28.46,28.5,0.0086
2094,84,2026-02-01,28.28,28.98,-0.0062
2095,84,2026-03-01,27.76,27.37,-0.0186
2096,84,2026-04-01,28.53,28.54,0.0276
2097,84,2026-05-01,28.01,27.76,-0.0182
2098,84,2026-06-01,28.12,28.14,0.0041
2099,84,2026-07-01,28.45,28.13,0.0117
2100,84,2026-08-01,28.76,28.3,0.0108
2101,85,2024-08-01,638.78,635.04,-0.0193
2102,85,2024-09-01,654.12,673.02,0.024
2103,85,2024-10-01,661.85,670.0,0.0118
2104,85,2024-11-01,663.17,671.16,0.002
2105,85,2024-12-01,680.21,661.23,0.0257
2106,85,2025-01-01,698.25,681.32,0.0265
2107,85,2025-02-01,711.89,727.74,0.0195
2108,85,2025-03-01,700.33,699.04,-0.0162
2109,85,2025-04-01,696.91,677.24,-0.0049
2110,85,2025-05-01,684.18,688.6,-0.0183
2111,85,2025-06-01,706.0,687.07,0.0319
2112,85,2025-07-01,712.32,698.51,0.0089
2113,85,2025-08-01,706.04,722.01,-0.0088
2114,85,2025-09-01,724.57,711.64,0.0262
2115,85,2025-10-01,730.66,745.71,0.0084
2116,85,2025-11-01,713.93,709.25,-0.0229
2117,85,2025-12-01,736.76,727.43,0.032
2118,85,2026-01-01,736.52,719.67,-0.0003
2119,85,2026-02-01,744.96,728.9,0.0115
2120,85,2026-03-01,742.19,725.62,-0.0037
2121,85,2026-04-01,751.89,757.11,0.0131
2122,85,2026-05-01,771.41,780.65,0.026
2123,85,2026-06-01,787.63,766.86,0.021
2124,85,2026-07-01,781.55,792.21,-0.0077
2125,85,2026-08-01,770.43,751.17,-0.0142
2126,86,2024-08-01,464.14,456.61,0.0139
2127,86,2024-09-01,475.59,480.47,0.0247
2128,86,2024-10-01,489.99,485.67,0.0303
2129,86,2024-11-01,489.66,504.15,-0.0007
2130,86,2024-12-01,489.66,502.96,-0.0
2131,86,2025-01-01,500.66,506.34,0.0225
2132,86,2025-02-01,496.98,495.05,-0.0074
2133,86,2025-03-01,497.92,502.25,0.0019
2134,86,2025-04-01,507.23,516.12,0.0187
2135,86,2025-05-01,495.66,493.85,-0.0228
2136,86,2025-06-01,494.83,486.99,-0.0017
2137,86,2025-07-01,510.49,495.2,0.0317
2138,86,2025-08-01,512.6,527.09,0.0041
2139,86,2025-09-01,507.79,499.93,-0.0094
2140,86,2025-10-01,497.31,490.67,-0.0207
2141,86,2025-11-01,507.87,493.31,0.0212
2142,86,2025-12-01,507.67,498.27,-0.0004
2143,86,2026-01-01,497.69,502.81,-0.0197
2144,86,2026-02-01,492.72,506.24,-0.01
2145,86,2026-03-01,508.34,505.61,0.0317
2146,86,2026-04-01,518.82,531.05,0.0206
2147,86,2026-05-01,529.58,522.92,0.0207
2148,86,2026-06-01,526.63,527.81,-0.0056
2149,86,2026-07-01,542.46,545.15,0.03
2150,86,2026-08-01,532.17,529.84,-0.019
2151,87,2024-08-01,2307.42,2257.84,0.0155
2152,87,2024-09-01,2289.9,2306.48,-0.0076
2153,87,2024-10-01,2321.77,2357.56,0.0139
2154,87,2024-11-01,2386.39,2330.93,0.0278
2155,87,2024-12-01,2447.75,2471.05,0.0257
2156,87,2025-01-01,2507.0,2447.31,0.0242
2157,87,2025-02-01,2583.12,2622.35,0.0304
2158,87,2025-03-01,2553.83,2582.18,-0.0113
2159,87,2025-04-01,2584.32,2610.27,0.0119
2160,87,2025-05-01,2624.87,2679.33,0.0157
2161,87,2025-06-01,2617.14,2588.69,-0.0029
2162,87,2025-07-01,2610.88,2545.39,-0.0024
2163,87,2025-08-01,2567.08,2564.57,-0.0168
2164,87,2025-09-01,2636.77,2591.04,0.0271
2165,87,2025-10-01,2644.33,2577.65,0.0029
2166,87,2025-11-01,2635.01,2563.57,-0.0035
2167,87,2025-12-01,2676.17,2726.88,0.0156
2168,87,2026-01-01,2650.66,2672.13,-0.0095
2169,87,2026-02-01,2585.9,2608.36,-0.0244
2170,87,2026-03-01,2552.94,2614.56,-0.0127
2171,87,2026-04-01,2583.11,2623.05,0.0118
2172,87,2026-05-01,2638.13,2608.03,0.0213
2173,87,2026-06-01,2631.33,2708.15,-0.0026
2174,87,2026-07-01,2694.13,2700.91,0.0239
2175,87,2026-08-01,2705.31,2713.96,0.0042
2176,88,2024-08-01,1091.51,1059.83,0.0099
2177,88,2024-09-01,1086.95,1118.21,-0.0042
2178,88,2024-10-01,1096.49,1089.73,0.0088
2179,88,2024-11-01,1084.07,1085.28,-0.0113
2180,88,2024-12-01,1059.79,1081.44,-0.0224
2181,88,2025-01-01,1036.13,1043.84,-0.0223
2182,88,2025-02-01,1068.57,1089.67,0.0313
2183,88,2025-03-01,1075.91,1098.44,0.0069
2184,88,2025-04-01,1102.35,1103.75,0.0246
2185,88,2025-05-01,1136.24,1102.78,0.0308
2186,88,2025-06-01,1174.99,1180.29,0.0341
2187,88,2025-07-01,1210.51,1241.45,0.0302
2188,88,2025-08-01,1233.97,1216.92,0.0194
2189,88,2025-09-01,1262.78,1234.72,0.0234
2190,88,2025-10-01,1297.15,1330.42,0.0272
2191,88,2025-11-01,1317.85,1311.8,0.016
2192,88,2025-12-01,1348.62,1371.82,0.0234
2193,88,2026-01-01,1358.06,1356.31,0.007
2194,88,2026-02-01,1326.4,1329.38,-0.0233
2195,88,2026-03-01,1318.15,1305.38,-0.0062
2196,88,2026-04-01,1297.19,1304.09,-0.0159
2197,88,2026-05-01,1328.81,1292.82,0.0244
2198,88,2026-06-01,1326.94,1334.9,-0.0014
2199,88,2026-07-01,1343.14,1313.39,0.0122
2200,88,2026-08-01,1377.67,1370.02,0.0257
2201,89,2024-08-01,28.38,28.03,0.028
2202,89,2024-09-01,28.4,27.74,0.0007
2203,89,2024-10-01,29.32,28.94,0.0325
2204,89,2024-11-01,30.16,29.39,0.0287
2205,89,2024-12-01,30.71,30.25,0.0181
2206,89,2025-01-01,30.27,30.42,-0.0144
2207,89,2025-02-01,30.06,29.9,-0.0068
2208,89,2025-03-01,30.29,29.54,0.0077
2209,89,2025-04-01,30.57,30.65,0.009
2210,89,2025-05-01,30.46,31.06,-0.0037
2211,89,2025-06-01,30.76,31.26,0.01
2212,89,2025-07-01,30.57,30.91,-0.0062
2213,89,2025-08-01,30.04,29.51,-0.0175
2214,89,2025-09-01,30.96,30.4,0.0308
2215,89,2025-10-01,31.27,32.0,0.0098
2216,89,2025-11-01,32.32,31.46,0.0336
2217,89,2025-12-01,33.43,33.85,0.0344
