order_cost_detail_id,order_cost_snapshot_id,cost_component,amount,calculation_basis
8631,1727,材料,183449.92,BOM与当前价格
8632,1727,人工,32420.38,标准费率
8633,1727,外协,7733.3,标准费率
8634,1727,制造费用,40338.08,标准费率
8635,1727,包装物流,4779.58,标准费率
8636,1728,材料,482933.5,BOM与当前价格
8637,1728,人工,58239.95,标准费率
8638,1728,外协,130666.3,标准费率
8639,1728,制造费用,100574.4,标准费率
8640,1728,包装物流,15340.0,标准费率
8641,1729,材料,127008.06,BOM与当前价格
8642,1729,人工,52879.6,标准费率
8643,1729,外协,36777.62,标准费率
8644,1729,制造费用,30181.48,标准费率
8645,1729,包装物流,4094.64,标准费率
8646,1730,材料,479145.03,BOM与当前价格
8647,1730,人工,46882.92,标准费率
8648,1730,外协,52095.57,标准费率
8649,1730,制造费用,108802.83,标准费率
8650,1730,包装物流,13281.0,标准费率
8651,1731,材料,36000.26,BOM与当前价格
8652,1731,人工,32464.21,标准费率
8653,1731,外协,5706.78,标准费率
8654,1731,制造费用,14693.32,标准费率
8655,1731,包装物流,1042.68,标准费率
8656,1732,材料,46234.03,BOM与当前价格
8657,1732,人工,33595.57,标准费率
8658,1732,外协,26901.57,标准费率
8659,1732,制造费用,18699.3,标准费率
8660,1732,包装物流,1828.39,标准费率
8661,1733,材料,104222.15,BOM与当前价格
8662,1733,人工,19137.0,标准费率
8663,1733,外协,31016.87,标准费率
8664,1733,制造费用,28173.62,标准费率
8665,1733,包装物流,3380.98,标准费率
8666,1734,材料,486544.08,BOM与当前价格
8667,1734,人工,87350.8,标准费率
8668,1734,外协,123320.32,标准费率
8669,1734,制造费用,125219.84,标准费率
8670,1734,包装物流,15246.6,标准费率
8671,1735,材料,217362.57,BOM与当前价格
8672,1735,人工,71030.7,标准费率
8673,1735,外协,59148.72,标准费率
8674,1735,制造费用,47891.28,标准费率
8675,1735,包装物流,6912.78,标准费率
8676,1736,材料,554829.65,BOM与当前价格
8677,1736,人工,121492.6,标准费率
8678,1736,外协,89491.95,标准费率
8679,1736,制造费用,145121.8,标准费率
8680,1736,包装物流,16108.05,标准费率
8681,1737,材料,323990.65,BOM与当前价格
8682,1737,人工,189371.35,标准费率
8683,1737,外协,52146.75,标准费率
8684,1737,制造费用,93874.45,标准费率
8685,1737,包装物流,9403.45,标准费率
8686,1738,材料,79789.0,BOM与当前价格
8687,1738,人工,32686.21,标准费率
8688,1738,外协,11430.09,标准费率
8689,1738,制造费用,18313.2,标准费率
8690,1738,包装物流,2280.48,标准费率
8691,1739,材料,334230.54,BOM与当前价格
8692,1739,人工,46969.08,标准费率
8693,1739,外协,64342.86,标准费率
8694,1739,制造费用,74316.48,标准费率
8695,1739,包装物流,9964.32,标准费率
8696,1740,材料,169357.5,BOM与当前价格
8697,1740,人工,68521.06,标准费率
8698,1740,外协,69987.4,标准费率
8699,1740,制造费用,39837.86,标准费率
8700,1740,包装物流,5983.62,标准费率
8701,1741,材料,159706.44,BOM与当前价格
8702,1741,人工,24269.94,标准费率
8703,1741,外协,55562.98,标准费率
8704,1741,制造费用,40122.84,标准费率
8705,1741,包装物流,5381.74,标准费率
8706,1742,材料,541524.6,BOM与当前价格
8707,1742,人工,149050.04,标准费率
8708,1742,外协,94966.0,标准费率
8709,1742,制造费用,134955.88,标准费率
8710,1742,包装物流,15912.28,标准费率
8711,1743,材料,234320.94,BOM与当前价格
8712,1743,人工,39127.2,标准费率
8713,1743,外协,80083.08,标准费率
8714,1743,制造费用,68090.1,标准费率
8715,1743,包装物流,7860.09,标准费率
8716,1744,材料,129596.26,BOM与当前价格
8717,1744,人工,75748.54,标准费率
8718,1744,外协,20858.7,标准费率
8719,1744,制造费用,37549.78,标准费率
8720,1744,包装物流,3761.38,标准费率
8721,1745,材料,306276.74,BOM与当前价格
8722,1745,人工,42978.34,标准费率
8723,1745,外协,16874.76,标准费率
8724,1745,制造费用,47963.0,标准费率
8725,1745,包装物流,8078.78,标准费率
8726,1746,材料,329903.97,BOM与当前价格
8727,1746,人工,97278.45,标准费率
8728,1746,外协,71062.83,标准费率
8729,1746,制造费用,81861.69,标准费率
8730,1746,包装物流,10024.17,标准费率
8731,1747,材料,219935.98,BOM与当前价格
8732,1747,人工,64852.3,标准费率
8733,1747,外协,47375.22,标准费率
8734,1747,制造费用,54574.46,标准费率
8735,1747,包装物流,6682.78,标准费率
8736,1748,材料,80616.84,BOM与当前价格
8737,1748,人工,25283.05,标准费率
8738,1748,外协,3267.96,标准费率
8739,1748,制造费用,13252.98,标准费率
8740,1748,包装物流,2097.12,标准费率
8741,1749,材料,458624.8,BOM与当前价格
8742,1749,人工,81050.95,标准费率
8743,1749,外协,19333.25,标准费率
8744,1749,制造费用,100845.2,标准费率
8745,1749,包装物流,11948.95,标准费率
8746,1750,材料,229159.0,BOM与当前价格
8747,1750,人工,28351.34,标准费率
8748,1750,外协,31217.46,标准费率
8749,1750,制造费用,41923.28,标准费率
8750,1750,包装物流,6509.42,标准费率
8751,1751,材料,254016.12,BOM与当前价格
8752,1751,人工,105759.2,标准费率
8753,1751,外协,73555.24,标准费率
8754,1751,制造费用,60362.96,标准费率
8755,1751,包装物流,8189.28,标准费率
8756,1752,材料,129011.68,BOM与当前价格
8757,1752,人工,9599.13,标准费率
8758,1752,外协,18793.58,标准费率
8759,1752,制造费用,31559.58,标准费率
8760,1752,包装物流,3695.13,标准费率
8761,1753,材料,104654.27,BOM与当前价格
8762,1753,人工,11633.15,标准费率
8763,1753,外协,23443.71,标准费率
8764,1753,制造费用,25850.26,标准费率
8765,1753,包装物流,3202.45,标准费率
8766,1754,材料,459415.11,BOM与当前价格
8767,1754,人工,64467.51,标准费率
8768,1754,外协,25312.14,标准费率
8769,1754,制造费用,71944.5,标准费率
8770,1754,包装物流,12118.17,标准费率
8771,1755,材料,306276.74,BOM与当前价格
8772,1755,人工,42978.34,标准费率
8773,1755,外协,16874.76,标准费率
8774,1755,制造费用,47963.0,标准费率
8775,1755,包装物流,8078.78,标准费率
8776,1756,材料,568069.52,BOM与当前价格
8777,1756,人工,30144.96,标准费率
8778,1756,外协,112633.56,标准费率
8779,1756,制造费用,105276.6,标准费率
8780,1756,包装物流,17017.56,标准费率
8781,1757,材料,249717.42,BOM与当前价格
8782,1757,人工,53904.66,标准费率
8783,1757,外协,24922.71,标准费率
8784,1757,制造费用,53914.2,标准费率
8785,1757,包装物流,6866.01,标准费率
8786,1758,材料,53214.83,BOM与当前价格
8787,1758,人工,37530.91,标准费率
8788,1758,外协,32399.7,标准费率
8789,1758,制造费用,24210.39,标准费率
8790,1758,包装物流,2140.36,标准费率
8791,1759,材料,60104.08,BOM与当前价格
8792,1759,人工,23126.86,标准费率
8793,1759,外协,7258.5,标准费率
8794,1759,制造费用,18170.28,标准费率
8795,1759,包装物流,1684.06,标准费率
8796,1760,材料,144409.82,BOM与当前价格
8797,1760,人工,74955.26,标准费率
8798,1760,外协,22896.22,标准费率
8799,1760,制造费用,46998.7,标准费率
8800,1760,包装物流,4182.66,标准费率
8801,1761,材料,229159.0,BOM与当前价格
8802,1761,人工,28351.34,标准费率
8803,1761,外协,31217.46,标准费率
8804,1761,制造费用,41923.28,标准费率
8805,1761,包装物流,6509.42,标准费率
8806,1762,材料,104654.27,BOM与当前价格
8807,1762,人工,11633.15,标准费率
8808,1762,外协,23443.71,标准费率
8809,1762,制造费用,25850.26,标准费率
8810,1762,包装物流,3202.45,标准费率
8811,1763,材料,63504.03,BOM与当前价格
8812,1763,人工,26439.8,标准费率
8813,1763,外协,18388.81,标准费率
8814,1763,制造费用,15090.74,标准费率
8815,1763,包装物流,2047.32,标准费率
8816,1764,材料,691862.68,BOM与当前价格
8817,1764,人工,146692.52,标准费率
8818,1764,外协,117747.12,标准费率
8819,1764,制造费用,128622.68,标准费率
8820,1764,包装物流,20240.24,标准费率
8821,1765,材料,239559.66,BOM与当前价格
8822,1765,人工,36404.91,标准费率
8823,1765,外协,83344.47,标准费率
8824,1765,制造费用,60184.26,标准费率
8825,1765,包装物流,8072.61,标准费率
8826,1766,材料,172965.67,BOM与当前价格
8827,1766,人工,36673.13,标准费率
8828,1766,外协,29436.78,标准费率
8829,1766,制造费用,32155.67,标准费率
8830,1766,包装物流,5060.06,标准费率
8831,1767,材料,80616.84,BOM与当前价格
8832,1767,人工,25283.05,标准费率
8833,1767,外协,3267.96,标准费率
8834,1767,制造费用,13252.98,标准费率
8835,1767,包装物流,2097.12,标准费率
8836,1768,材料,199415.52,BOM与当前价格
8837,1768,人工,20034.91,标准费率
8838,1768,外协,28343.91,标准费率
8839,1768,制造费用,39448.86,标准费率
8840,1768,包装物流,5693.99,标准费率
8841,1769,材料,390534.9,BOM与当前价格
8842,1769,人工,65212.0,标准费率
8843,1769,外协,133471.8,标准费率
8844,1769,制造费用,113483.5,标准费率
8845,1769,包装物流,13100.15,标准费率
8846,1770,材料,406143.45,BOM与当前价格
8847,1770,人工,111787.53,标准费率
8848,1770,外协,71224.5,标准费率
8849,1770,制造费用,101216.91,标准费率
8850,1770,包装物流,11934.21,标准费率
8851,1771,材料,71340.64,BOM与当前价格
8852,1771,人工,36366.85,标准费率
8853,1771,外协,29778.64,标准费率
8854,1771,制造费用,25269.95,标准费率
8855,1771,包装物流,2527.98,标准费率
8856,1772,材料,172965.67,BOM与当前价格
8857,1772,人工,36673.13,标准费率
8858,1772,外协,29436.78,标准费率
8859,1772,制造费用,32155.67,标准费率
8860,1772,包装物流,5060.06,标准费率
8861,1773,材料,36000.26,BOM与当前价格
8862,1773,人工,32464.21,标准费率
8863,1773,外协,5706.78,标准费率
8864,1773,制造费用,14693.32,标准费率
8865,1773,包装物流,1042.68,标准费率
8866,1774,材料,237073.35,BOM与当前价格
8867,1774,人工,179944.0,标准费率
8868,1774,外协,50777.55,标准费率
8869,1774,制造费用,92997.6,标准费率
8870,1774,包装物流,7196.25,标准费率
8871,1775,材料,166536.86,BOM与当前价格
8872,1775,人工,47697.86,标准费率
8873,1775,外协,12861.5,标准费率
8874,1775,制造费用,47485.82,标准费率
8875,1775,包装物流,4484.96,标准费率
8876,1776,材料,172965.67,BOM与当前价格
8877,1776,人工,36673.13,标准费率
8878,1776,外协,29436.78,标准费率
8879,1776,制造费用,32155.67,标准费率
8880,1776,包装物流,5060.06,标准费率
8881,1777,材料,413979.56,BOM与当前价格
8882,1777,人工,117781.92,标准费率
8883,1777,外协,92864.12,标准费率
8884,1777,制造费用,123800.8,标准费率
8885,1777,包装物流,12671.08,标准费率
8886,1778,材料,103494.89,BOM与当前价格
8887,1778,人工,29445.48,标准费率
8888,1778,外协,23216.03,标准费率
8889,1778,制造费用,30950.2,标准费率
8890,1778,包装物流,3167.77,标准费率
8891,1779,材料,84678.75,BOM与当前价格
8892,1779,人工,34260.53,标准费率
8893,1779,外协,34993.7,标准费率
8894,1779,制造费用,19918.93,标准费率
8895,1779,包装物流,2991.81,标准费率
8896,1780,材料,430062.24,BOM与当前价格
8897,1780,人工,51941.08,标准费率
8898,1780,外协,74467.8,标准费率
8899,1780,制造费用,80632.68,标准费率
8900,1780,包装物流,12613.24,标准费率
8901,1781,材料,183449.92,BOM与当前价格
8902,1781,人工,32420.38,标准费率
8903,1781,外协,7733.3,标准费率
8904,1781,制造费用,40338.08,标准费率
8905,1781,包装物流,4779.58,标准费率
8906,1782,材料,36000.26,BOM与当前价格
8907,1782,人工,32464.21,标准费率
8908,1782,外协,5706.78,标准费率
8909,1782,制造费用,14693.32,标准费率
8910,1782,包装物流,1042.68,标准费率
8911,1783,材料,572897.5,BOM与当前价格
8912,1783,人工,70878.35,标准费率
8913,1783,外协,78043.65,标准费率
8914,1783,制造费用,104808.2,标准费率
8915,1783,包装物流,16273.55,标准费率
8916,1784,材料,144409.82,BOM与当前价格
8917,1784,人工,74955.26,标准费率
8918,1784,外协,22896.22,标准费率
8919,1784,制造费用,46998.7,标准费率
8920,1784,包装物流,4182.66,标准费率
8921,1785,材料,572897.5,BOM与当前价格
8922,1785,人工,70878.35,标准费率
8923,1785,外协,78043.65,标准费率
8924,1785,制造费用,104808.2,标准费率
8925,1785,包装物流,16273.55,标准费率
8926,1786,材料,217362.57,BOM与当前价格
8927,1786,人工,71030.7,标准费率
8928,1786,外协,59148.72,标准费率
8929,1786,制造费用,47891.28,标准费率
8930,1786,包装物流,6912.78,标准费率
8931,1787,材料,416195.7,BOM与当前价格
8932,1787,人工,89841.1,标准费率
8933,1787,外协,41537.85,标准费率
8934,1787,制造费用,89857.0,标准费率
8935,1787,包装物流,11443.35,标准费率
8936,1788,材料,116161.7,BOM与当前价格
8937,1788,人工,14349.05,标准费率
8938,1788,外协,19466.03,标准费率
8939,1788,制造费用,18282.17,标准费率
8940,1788,包装物流,3390.69,标准费率
8941,1789,材料,329903.97,BOM与当前价格
8942,1789,人工,97278.45,标准费率
8943,1789,外协,71062.83,标准费率
8944,1789,制造费用,81861.69,标准费率
8945,1789,包装物流,10024.17,标准费率
8946,1790,材料,80616.84,BOM与当前价格
8947,1790,人工,25283.05,标准费率
8948,1790,外协,3267.96,标准费率
8949,1790,制造费用,13252.98,标准费率
8950,1790,包装物流,2097.12,标准费率
8951,1791,材料,114579.5,BOM与当前价格
8952,1791,人工,14175.67,标准费率
8953,1791,外协,15608.73,标准费率
8954,1791,制造费用,20961.64,标准费率
8955,1791,包装物流,3254.71,标准费率
8956,1792,材料,53214.83,BOM与当前价格
8957,1792,人工,37530.91,标准费率
8958,1792,外协,32399.7,标准费率
8959,1792,制造费用,24210.39,标准费率
8960,1792,包装物流,2140.36,标准费率
8961,1793,材料,416888.6,BOM与当前价格
8962,1793,人工,76548.0,标准费率
8963,1793,外协,124067.48,标准费率
8964,1793,制造费用,112694.48,标准费率
8965,1793,包装物流,13523.92,标准费率
8966,1794,材料,102615.23,BOM与当前价格
8967,1794,人工,32102.62,标准费率
8968,1794,外协,11974.64,标准费率
8969,1794,制造费用,26859.39,标准费率
8970,1794,包装物流,2864.75,标准费率
8971,1795,材料,243272.04,BOM与当前价格
8972,1795,人工,43675.4,标准费率
8973,1795,外协,61660.16,标准费率
8974,1795,制造费用,62609.92,标准费率
8975,1795,包装物流,7623.3,标准费率
8976,1796,材料,638860.04,BOM与当前价格
8977,1796,人工,62510.56,标准费率
8978,1796,外协,69460.76,标准费率
8979,1796,制造费用,145070.44,标准费率
8980,1796,包装物流,17708.0,标准费率
8981,1797,材料,464646.8,BOM与当前价格
8982,1797,人工,57396.2,标准费率
8983,1797,外协,77864.12,标准费率
8984,1797,制造费用,73128.68,标准费率
8985,1797,包装物流,13562.76,标准费率
8986,1798,材料,72454.19,BOM与当前价格
8987,1798,人工,23676.9,标准费率
8988,1798,外协,19716.24,标准费率
8989,1798,制造费用,15963.76,标准费率
8990,1798,包装物流,2304.26,标准费率
8991,1799,材料,153138.37,BOM与当前价格
8992,1799,人工,21489.17,标准费率
8993,1799,外协,8437.38,标准费率
8994,1799,制造费用,23981.5,标准费率
8995,1799,包装物流,4039.39,标准费率
8996,1800,材料,114579.5,BOM与当前价格
8997,1800,人工,14175.67,标准费率
8998,1800,外协,15608.73,标准费率
8999,1800,制造费用,20961.64,标准费率
9000,1800,包装物流,3254.71,标准费率
9001,1801,材料,243272.04,BOM与当前价格
9002,1801,人工,43675.4,标准费率
9003,1801,外协,61660.16,标准费率
9004,1801,制造费用,62609.92,标准费率
9005,1801,包装物流,7623.3,标准费率
9006,1802,材料,64798.13,BOM与当前价格
9007,1802,人工,37874.27,标准费率
9008,1802,外协,10429.35,标准费率
9009,1802,制造费用,18774.89,标准费率
9010,1802,包装物流,1880.69,标准费率
9011,1803,材料,159706.44,BOM与当前价格
9012,1803,人工,24269.94,标准费率
9013,1803,外协,55562.98,标准费率
9014,1803,制造费用,40122.84,标准费率
9015,1803,包装物流,5381.74,标准费率
9016,1804,材料,513076.15,BOM与当前价格
9017,1804,人工,160513.1,标准费率
9018,1804,外协,59873.2,标准费率
9019,1804,制造费用,134296.95,标准费率
9020,1804,包装物流,14323.75,标准费率
9021,1805,材料,418617.08,BOM与当前价格
9022,1805,人工,46532.6,标准费率
9023,1805,外协,93774.84,标准费率
9024,1805,制造费用,103401.04,标准费率
9025,1805,包装物流,12809.8,标准费率
9026,1806,材料,479145.03,BOM与当前价格
9027,1806,人工,46882.92,标准费率
9028,1806,外协,52095.57,标准费率
9029,1806,制造费用,108802.83,标准费率
9030,1806,包装物流,13281.0,标准费率
9031,1807,材料,390534.9,BOM与当前价格
9032,1807,人工,65212.0,标准费率
9033,1807,外协,133471.8,标准费率
9034,1807,制造费用,113483.5,标准费率
9035,1807,包装物流,13100.15,标准费率
9036,1808,材料,765691.85,BOM与当前价格
9037,1808,人工,107445.85,标准费率
9038,1808,外协,42186.9,标准费率
9039,1808,制造费用,119907.5,标准费率
9040,1808,包装物流,20196.95,标准费率
9041,1809,材料,200711.54,BOM与当前价格
9042,1809,人工,62883.94,标准费率
9043,1809,外协,62629.14,标准费率
9044,1809,制造费用,54055.42,标准费率
9045,1809,包装物流,6583.52,标准费率
9046,1810,材料,53214.83,BOM与当前价格
9047,1810,人工,37530.91,标准费率
9048,1810,外协,32399.7,标准费率
9049,1810,制造费用,24210.39,标准费率
9050,1810,包装物流,2140.36,标准费率
9051,1811,材料,60104.08,BOM与当前价格
9052,1811,人工,23126.86,标准费率
9053,1811,外协,7258.5,标准费率
9054,1811,制造费用,18170.28,标准费率
9055,1811,包装物流,1684.06,标准费率
9056,1812,材料,366899.84,BOM与当前价格
9057,1812,人工,64840.76,标准费率
9058,1812,外协,15466.6,标准费率
9059,1812,制造费用,80676.16,标准费率
9060,1812,包装物流,9559.16,标准费率
9061,1813,材料,100355.77,BOM与当前价格
9062,1813,人工,31441.97,标准费率
9063,1813,外协,31314.57,标准费率
9064,1813,制造费用,27027.71,标准费率
9065,1813,包装物流,3291.76,标准费率
9066,1814,材料,91724.96,BOM与当前价格
9067,1814,人工,16210.19,标准费率
9068,1814,外协,3866.65,标准费率
9069,1814,制造费用,20169.04,标准费率
9070,1814,包装物流,2389.79,标准费率
9071,1815,材料,537577.8,BOM与当前价格
9072,1815,人工,64926.35,标准费率
9073,1815,外协,93084.75,标准费率
9074,1815,制造费用,100790.85,标准费率
9075,1815,包装物流,15766.55,标准费率
9076,1816,材料,199415.52,BOM与当前价格
9077,1816,人工,20034.91,标准费率
9078,1816,外协,28343.91,标准费率
9079,1816,制造费用,39448.86,标准费率
9080,1816,包装物流,5693.99,标准费率
9081,1817,材料,121051.43,BOM与当前价格
9082,1817,人工,33999.86,标准费率
9083,1817,外协,7534.95,标准费率
9084,1817,制造费用,23883.92,标准费率
9085,1817,包装物流,3214.66,标准费率
9086,1818,材料,284034.76,BOM与当前价格
9087,1818,人工,15072.48,标准费率
9088,1818,外协,56316.78,标准费率
9089,1818,制造费用,52638.3,标准费率
9090,1818,包装物流,8508.78,标准费率
9091,1819,材料,284034.76,BOM与当前价格
9092,1819,人工,15072.48,标准费率
9093,1819,外协,56316.78,标准费率
9094,1819,制造费用,52638.3,标准费率
9095,1819,包装物流,8508.78,标准费率
9096,1820,材料,64798.13,BOM与当前价格
9097,1820,人工,37874.27,标准费率
9098,1820,外协,10429.35,标准费率
9099,1820,制造费用,18774.89,标准费率
9100,1820,包装物流,1880.69,标准费率
9101,1821,材料,135381.15,BOM与当前价格
9102,1821,人工,37262.51,标准费率
9103,1821,外协,23741.5,标准费率
9104,1821,制造费用,33738.97,标准费率
9105,1821,包装物流,3978.07,标准费率
9106,1822,材料,84678.75,BOM与当前价格
9107,1822,人工,34260.53,标准费率
9108,1822,外协,34993.7,标准费率
9109,1822,制造费用,19918.93,标准费率
9110,1822,包装物流,2991.81,标准费率
9111,1823,材料,423393.75,BOM与当前价格
9112,1823,人工,171302.65,标准费率
9113,1823,外协,174968.5,标准费率
9114,1823,制造费用,99594.65,标准费率
9115,1823,包装物流,14959.05,标准费率
9116,1824,材料,259192.52,BOM与当前价格
9117,1824,人工,151497.08,标准费率
9118,1824,外协,41717.4,标准费率
9119,1824,制造费用,75099.56,标准费率
9120,1824,包装物流,7522.76,标准费率
9121,1825,材料,166478.28,BOM与当前价格
9122,1825,人工,35936.44,标准费率
9123,1825,外协,16615.14,标准费率
9124,1825,制造费用,35942.8,标准费率
9125,1825,包装物流,4577.34,标准费率
9126,1826,材料,156213.96,BOM与当前价格
9127,1826,人工,26084.8,标准费率
9128,1826,外协,53388.72,标准费率
9129,1826,制造费用,45393.4,标准费率
9130,1826,包装物流,5240.06,标准费率
9131,1827,材料,71340.64,BOM与当前价格
9132,1827,人工,36366.85,标准费率
9133,1827,外协,29778.64,标准费率
9134,1827,制造费用,25269.95,标准费率
9135,1827,包装物流,2527.98,标准费率
9136,1828,材料,159706.44,BOM与当前价格
9137,1828,人工,24269.94,标准费率
9138,1828,外协,55562.98,标准费率
9139,1828,制造费用,40122.84,标准费率
9140,1828,包装物流,5381.74,标准费率
9141,1829,材料,266074.15,BOM与当前价格
9142,1829,人工,187654.55,标准费率
9143,1829,外协,161998.5,标准费率
9144,1829,制造费用,121051.95,标准费率
9145,1829,包装物流,10701.8,标准费率
9146,1830,材料,399266.1,BOM与当前价格
9147,1830,人工,60674.85,标准费率
9148,1830,外协,138907.45,标准费率
9149,1830,制造费用,100307.1,标准费率
9150,1830,包装物流,13454.35,标准费率
9151,1831,材料,338715.0,BOM与当前价格
9152,1831,人工,137042.12,标准费率
9153,1831,外协,139974.8,标准费率
9154,1831,制造费用,79675.72,标准费率
9155,1831,包装物流,11967.24,标准费率
9156,1832,材料,64798.13,BOM与当前价格
9157,1832,人工,37874.27,标准费率
9158,1832,外协,10429.35,标准费率
9159,1832,制造费用,18774.89,标准费率
9160,1832,包装物流,1880.69,标准费率
9161,1833,材料,486544.08,BOM与当前价格
9162,1833,人工,87350.8,标准费率
9163,1833,外协,123320.32,标准费率
9164,1833,制造费用,125219.84,标准费率
9165,1833,包装物流,15246.6,标准费率
9166,1834,材料,214021.92,BOM与当前价格
9167,1834,人工,109100.55,标准费率
9168,1834,外协,89335.92,标准费率
9169,1834,制造费用,75809.85,标准费率
9170,1834,包装物流,7583.94,标准费率
9171,1835,材料,345931.34,BOM与当前价格
9172,1835,人工,73346.26,标准费率
9173,1835,外协,58873.56,标准费率
9174,1835,制造费用,64311.34,标准费率
9175,1835,包装物流,10120.12,标准费率
9176,1836,材料,398945.0,BOM与当前价格
9177,1836,人工,163431.05,标准费率
9178,1836,外协,57150.45,标准费率
9179,1836,制造费用,91566.0,标准费率
9180,1836,包装物流,11402.4,标准费率
9181,1837,材料,183449.92,BOM与当前价格
9182,1837,人工,32420.38,标准费率
9183,1837,外协,7733.3,标准费率
9184,1837,制造费用,40338.08,标准费率
9185,1837,包装物流,4779.58,标准费率
9186,1838,材料,153138.37,BOM与当前价格
9187,1838,人工,21489.17,标准费率
9188,1838,外协,8437.38,标准费率
9189,1838,制造费用,23981.5,标准费率
9190,1838,包装物流,4039.39,标准费率
9191,1839,材料,306276.74,BOM与当前价格
9192,1839,人工,42978.34,标准费率
9193,1839,外协,16874.76,标准费率
9194,1839,制造费用,47963.0,标准费率
9195,1839,包装物流,8078.78,标准费率
9196,1840,材料,135381.15,BOM与当前价格
9197,1840,人工,37262.51,标准费率
9198,1840,外协,23741.5,标准费率
9199,1840,制造费用,33738.97,标准费率
9200,1840,包装物流,3978.07,标准费率
9201,1841,材料,439871.96,BOM与当前价格
9202,1841,人工,129704.6,标准费率
9203,1841,外协,94750.44,标准费率
9204,1841,制造费用,109148.92,标准费率
9205,1841,包装物流,13365.56,标准费率
9206,1842,材料,84678.75,BOM与当前价格
9207,1842,人工,34260.53,标准费率
9208,1842,外协,34993.7,标准费率
9209,1842,制造费用,19918.93,标准费率
9210,1842,包装物流,2991.81,标准费率
9211,1843,材料,81142.02,BOM与当前价格
9212,1843,人工,21460.93,标准费率
9213,1843,外协,3600.27,标准费率
9214,1843,制造费用,12850.59,标准费率
9215,1843,包装物流,2118.56,标准费率
9216,1844,材料,416195.7,BOM与当前价格
9217,1844,人工,89841.1,标准费率
9218,1844,外协,41537.85,标准费率
9219,1844,制造费用,89857.0,标准费率
9220,1844,包装物流,11443.35,标准费率
9221,1845,材料,416342.15,BOM与当前价格
9222,1845,人工,119244.65,标准费率
9223,1845,外协,32153.75,标准费率
9224,1845,制造费用,118714.55,标准费率
9225,1845,包装物流,11212.4,标准费率
9226,1846,材料,189658.68,BOM与当前价格
9227,1846,人工,143955.2,标准费率
9228,1846,外协,40622.04,标准费率
9229,1846,制造费用,74398.08,标准费率
9230,1846,包装物流,5757.0,标准费率
9231,1847,材料,242102.86,BOM与当前价格
9232,1847,人工,67999.72,标准费率
9233,1847,外协,15069.9,标准费率
9234,1847,制造费用,47767.84,标准费率
9235,1847,包装物流,6429.32,标准费率
9236,1848,材料,63504.03,BOM与当前价格
9237,1848,人工,26439.8,标准费率
9238,1848,外协,18388.81,标准费率
9239,1848,制造费用,15090.74,标准费率
9240,1848,包装物流,2047.32,标准费率
9241,1849,材料,312427.92,BOM与当前价格
9242,1849,人工,52169.6,标准费率
9243,1849,外协,106777.44,标准费率
9244,1849,制造费用,90786.8,标准费率
9245,1849,包装物流,10480.12,标准费率
9246,1850,材料,418617.08,BOM与当前价格
9247,1850,人工,46532.6,标准费率
9248,1850,外协,93774.84,标准费率
9249,1850,制造费用,103401.04,标准费率
9250,1850,包装物流,12809.8,标准费率
9251,1851,材料,199415.52,BOM与当前价格
9252,1851,人工,20034.91,标准费率
9253,1851,外协,28343.91,标准费率
9254,1851,制造费用,39448.86,标准费率
9255,1851,包装物流,5693.99,标准费率
9256,1852,材料,310484.67,BOM与当前价格
9257,1852,人工,88336.44,标准费率
9258,1852,外协,69648.09,标准费率
9259,1852,制造费用,92850.6,标准费率
9260,1852,包装物流,9503.31,标准费率
9261,1853,材料,270762.3,BOM与当前价格
9262,1853,人工,74525.02,标准费率
9263,1853,外协,47483.0,标准费率
9264,1853,制造费用,67477.94,标准费率
9265,1853,包装物流,7956.14,标准费率
9266,1854,材料,319412.88,BOM与当前价格
9267,1854,人工,48539.88,标准费率
9268,1854,外协,111125.96,标准费率
9269,1854,制造费用,80245.68,标准费率
9270,1854,包装物流,10763.48,标准费率
9271,1855,材料,91724.96,BOM与当前价格
9272,1855,人工,16210.19,标准费率
9273,1855,外协,3866.65,标准费率
9274,1855,制造费用,20169.04,标准费率
9275,1855,包装物流,2389.79,标准费率
9276,1856,材料,103494.89,BOM与当前价格
9277,1856,人工,29445.48,标准费率
9278,1856,外协,23216.03,标准费率
9279,1856,制造费用,30950.2,标准费率
9280,1856,包装物流,3167.77,标准费率
9281,1857,材料,71340.64,BOM与当前价格
9282,1857,人工,36366.85,标准费率
9283,1857,外协,29778.64,标准费率
9284,1857,制造费用,25269.95,标准费率
9285,1857,包装物流,2527.98,标准费率
9286,1858,材料,104654.27,BOM与当前价格
9287,1858,人工,11633.15,标准费率
9288,1858,外协,23443.71,标准费率
9289,1858,制造费用,25850.26,标准费率
9290,1858,包装物流,3202.45,标准费率
9291,1859,材料,521110.75,BOM与当前价格
9292,1859,人工,95685.0,标准费率
9293,1859,外协,155084.35,标准费率
9294,1859,制造费用,140868.1,标准费率
9295,1859,包装物流,16904.9,标准费率
9296,1860,材料,109967.99,BOM与当前价格
9297,1860,人工,32426.15,标准费率
9298,1860,外协,23687.61,标准费率
9299,1860,制造费用,27287.23,标准费率
9300,1860,包装物流,3341.39,标准费率
9301,1861,材料,83239.14,BOM与当前价格
9302,1861,人工,17968.22,标准费率
9303,1861,外协,8307.57,标准费率
9304,1861,制造费用,17971.4,标准费率
9305,1861,包装物流,2288.67,标准费率
9306,1862,材料,183449.92,BOM与当前价格
9307,1862,人工,32420.38,标准费率
