material_requirement_id,production_order_id,material_id,required_date,required_qty,issued_qty,shortage_qty,is_critical,status
25057,1524,84,2026-02-12,52.6049,52.6049,0.0,1,已满足
25058,1524,91,2026-02-12,224.8621,224.8621,0.0,0,已满足
25059,1524,92,2026-02-12,229.3092,229.3092,0.0,0,已满足
25060,1524,108,2026-02-12,212.8492,212.8492,0.0,0,已满足
25061,1524,110,2026-02-12,31,31,0,0,已满足
25062,1524,114,2026-02-12,246.4604,246.4604,0.0,1,已满足
25063,1524,116,2026-02-12,21.2527,21.2527,0.0,1,已满足
25064,1525,4,2026-02-12,98.6318,98.6318,0.0,1,已满足
25065,1525,33,2026-02-12,16,16,0,1,已满足
25066,1525,49,2026-02-12,14,14,0,0,已满足
25067,1525,54,2026-02-12,9,9,0,0,已满足
25068,1525,65,2026-02-12,14,14,0,0,已满足
25069,1525,67,2026-02-12,115.0264,115.0264,0.0,1,已满足
25070,1525,68,2026-02-12,82.6614,82.6614,0.0,0,已满足
25071,1525,74,2026-02-12,112.0635,112.0635,0.0,1,已满足
25072,1525,83,2026-02-12,150.7162,150.7162,0.0,0,已满足
25073,1525,91,2026-02-12,50.212,50.212,0.0,0,已满足
25074,1525,98,2026-02-12,28.3911,28.3911,0.0,1,已满足
25075,1525,99,2026-02-12,118.6973,118.6973,0.0,0,已满足
25076,1525,105,2026-02-12,17,17,0,0,已满足
25077,1525,109,2026-02-12,17,17,0,0,已满足
25078,1526,10,2026-02-12,151.9791,151.9791,0.0,0,已满足
25079,1526,16,2026-02-12,11,11,0,0,已满足
25080,1526,23,2026-02-12,72,72,0,0,已满足
25081,1526,26,2026-02-12,141.5292,141.5292,0.0,1,已满足
25082,1526,30,2026-02-12,40,40,0,0,已满足
25083,1526,31,2026-02-12,70,70,0,1,已满足
25084,1526,42,2026-02-12,687.9836,687.9836,0.0,1,已满足
25085,1526,49,2026-02-12,8,8,0,0,已满足
25086,1526,53,2026-02-12,79,79,0,0,已满足
25087,1526,63,2026-02-12,42,42,0,0,已满足
25088,1526,68,2026-02-12,119.6506,119.6506,0.0,0,已满足
25089,1526,70,2026-02-12,30,30,0,1,已满足
25090,1526,77,2026-02-12,67,67,0,1,已满足
25091,1526,92,2026-02-12,693.6976,693.6976,0.0,0,已满足
25092,1526,95,2026-02-12,68,68,0,0,已满足
25093,1526,108,2026-02-12,65.4939,65.4939,0.0,0,已满足
25094,1526,118,2026-02-12,59,59,0,1,已满足
25095,1527,6,2026-02-12,6,6,0,0,已满足
25096,1527,10,2026-02-12,106.8419,106.8419,0.0,0,已满足
25097,1527,16,2026-02-12,15,15,0,0,已满足
25098,1527,26,2026-02-12,159.0698,159.0698,0.0,1,已满足
25099,1527,33,2026-02-12,14,14,0,1,已满足
25100,1527,35,2026-02-12,61.6178,61.6178,0.0,0,已满足
25101,1527,39,2026-02-12,12,12,0,1,已满足
25102,1527,49,2026-02-12,11,11,0,0,已满足
25103,1527,61,2026-02-12,14,14,0,1,已满足
25104,1527,78,2026-02-12,9,9,0,0,已满足
25105,1527,80,2026-02-12,16,16,0,0,已满足
25106,1527,87,2026-02-12,13,13,0,0,已满足
25107,1527,94,2026-02-12,12,12,0,1,已满足
25108,1527,104,2026-02-12,13,13,0,0,已满足
25109,1527,105,2026-02-12,12,12,0,0,已满足
25110,1527,109,2026-02-12,6,6,0,0,已满足
25111,1527,110,2026-02-12,9,9,0,0,已满足
25112,1528,8,2026-02-13,18,18,0,0,已满足
25113,1528,17,2026-02-13,16,16,0,0,已满足
25114,1528,19,2026-02-13,156.883,156.883,0.0,0,已满足
25115,1528,36,2026-02-13,80.0947,80.0947,0.0,0,已满足
25116,1528,45,2026-02-13,3,3,0,1,已满足
25117,1528,47,2026-02-13,2,2,0,0,已满足
25118,1528,54,2026-02-13,4,4,0,0,已满足
25119,1528,64,2026-02-13,18,18,0,1,已满足
25120,1528,73,2026-02-13,2,2,0,0,已满足
25121,1528,76,2026-02-13,114.7542,114.7542,0.0,0,已满足
25122,1528,107,2026-02-13,106.3318,106.3318,0.0,1,已满足
25123,1528,108,2026-02-13,128.1521,128.1521,0.0,0,已满足
25124,1528,111,2026-02-13,19,19,0,1,已满足
25125,1528,114,2026-02-13,158.0293,158.0293,0.0,1,已满足
25126,1528,119,2026-02-13,5,5,0,1,已满足
25127,1529,6,2026-02-13,3,3,0,0,已满足
25128,1529,18,2026-02-13,132.3417,132.3417,0.0,1,已满足
25129,1529,26,2026-02-13,139.4676,139.4676,0.0,1,已满足
25130,1529,27,2026-02-13,76.8256,76.8256,0.0,0,已满足
25131,1529,45,2026-02-13,16,16,0,1,已满足
25132,1529,53,2026-02-13,9,9,0,0,已满足
25133,1529,55,2026-02-13,2,2,0,0,已满足
25134,1529,73,2026-02-13,18,18,0,0,已满足
25135,1529,76,2026-02-13,105.5041,105.5041,0.0,0,已满足
25136,1529,82,2026-02-13,45.2226,45.2226,0.0,0,已满足
25137,1529,83,2026-02-13,82.3904,82.3904,0.0,0,已满足
25138,1529,91,2026-02-13,71.3248,71.3248,0.0,0,已满足
25139,1529,92,2026-02-13,52.6123,52.6123,0.0,0,已满足
25140,1529,94,2026-02-13,13,13,0,1,已满足
25141,1529,95,2026-02-13,2,2,0,0,已满足
25142,1529,98,2026-02-13,105.2818,105.2818,0.0,1,已满足
25143,1529,99,2026-02-13,37.883,37.883,0.0,0,已满足
25144,1529,111,2026-02-13,18,18,0,1,已满足
25145,1530,2,2026-02-13,212.1465,212.1465,0.0,0,已满足
25146,1530,13,2026-02-13,22,22,0,1,已满足
25147,1530,15,2026-02-13,30,30,0,0,已满足
25148,1530,17,2026-02-13,14,14,0,0,已满足
25149,1530,22,2026-02-13,37,37,0,0,已满足
25150,1530,43,2026-02-13,272.2261,272.2261,0.0,0,已满足
25151,1530,44,2026-02-13,71.0478,71.0478,0.0,0,已满足
25152,1530,57,2026-02-13,13,13,0,0,已满足
25153,1530,65,2026-02-13,14,14,0,0,已满足
25154,1530,71,2026-02-13,9,9,0,0,已满足
25155,1530,74,2026-02-13,45.5298,45.5298,0.0,1,已满足
25156,1530,75,2026-02-13,72.7991,72.7991,0.0,0,已满足
25157,1530,93,2026-02-13,33,33,0,0,已满足
25158,1530,97,2026-02-13,20,20,0,0,已满足
25159,1530,98,2026-02-13,228.8898,228.8898,0.0,1,已满足
25160,1530,104,2026-02-13,13,13,0,0,已满足
25161,1530,120,2026-02-13,13,13,0,0,已满足
25162,1531,3,2026-02-13,121.5759,121.5759,0.0,0,已满足
25163,1531,13,2026-02-13,16,16,0,1,已满足
25164,1531,15,2026-02-13,13,13,0,0,已满足
25165,1531,33,2026-02-13,11,11,0,1,已满足
25166,1531,43,2026-02-13,51.3184,51.3184,0.0,0,已满足
25167,1531,48,2026-02-13,16,16,0,0,已满足
25168,1531,60,2026-02-13,91.1054,91.1054,0.0,0,已满足
25169,1531,62,2026-02-13,11,11,0,0,已满足
25170,1531,63,2026-02-13,10,10,0,0,已满足
25171,1531,64,2026-02-13,19,19,0,1,已满足
25172,1531,73,2026-02-13,18,18,0,0,已满足
25173,1531,83,2026-02-13,13.7673,13.7673,0.0,0,已满足
25174,1531,92,2026-02-13,144.8084,144.8084,0.0,0,已满足
25175,1531,108,2026-02-13,125.547,125.547,0.0,0,已满足
25176,1531,118,2026-02-13,6,6,0,1,已满足
25177,1531,120,2026-02-13,13,13,0,0,已满足
25178,1532,6,2026-02-14,20,20,0,0,已满足
25179,1532,7,2026-02-14,48,48,0,0,已满足
25180,1532,21,2026-02-14,79,79,0,1,已满足
25181,1532,22,2026-02-14,61,61,0,0,已满足
25182,1532,23,2026-02-14,39,39,0,0,已满足
25183,1532,29,2026-02-14,63,63,0,0,已满足
25184,1532,36,2026-02-14,131.4739,131.4739,0.0,0,已满足
25185,1532,42,2026-02-14,716.0294,716.0294,0.0,1,已满足
25186,1532,45,2026-02-14,10,10,0,1,已满足
25187,1532,49,2026-02-14,16,16,0,0,已满足
25188,1532,50,2026-02-14,666.114,666.114,0.0,1,已满足
25189,1532,51,2026-02-14,326.265,326.265,0.0,0,已满足
25190,1532,57,2026-02-14,19,19,0,0,已满足
25191,1532,70,2026-02-14,78,78,0,1,已满足
25192,1532,72,2026-02-14,55,55,0,0,已满足
25193,1532,74,2026-02-14,246.3494,246.3494,0.0,1,已满足
25194,1532,77,2026-02-14,77,77,0,1,已满足
25195,1532,114,2026-02-14,671.8163,671.8163,0.0,1,已满足
25196,1532,119,2026-02-14,12,12,0,1,已满足
25197,1533,3,2026-02-15,154.9457,154.9457,0.0,0,已满足
25198,1533,9,2026-02-15,32,32,0,0,已满足
25199,1533,20,2026-02-15,63.2681,63.2681,0.0,0,已满足
25200,1533,28,2026-02-15,26.0501,26.0501,0.0,0,已满足
25201,1533,29,2026-02-15,30,30,0,0,已满足
25202,1533,32,2026-02-15,34,34,0,0,已满足
25203,1533,36,2026-02-15,264.8758,264.8758,0.0,0,已满足
25204,1533,46,2026-02-15,12,12,0,0,已满足
25205,1533,56,2026-02-15,26,26,0,0,已满足
25206,1533,59,2026-02-15,269.1302,269.1302,0.0,1,已满足
25207,1533,61,2026-02-15,36,36,0,1,已满足
25208,1533,67,2026-02-15,97.777,97.777,0.0,1,已满足
25209,1533,81,2026-02-15,28,28,0,0,已满足
25210,1533,90,2026-02-15,172.5185,172.5185,0.0,0,已满足
25211,1533,102,2026-02-15,22,22,0,1,已满足
25212,1533,108,2026-02-15,297.4464,297.4464,0.0,0,已满足
25213,1533,113,2026-02-15,30,30,0,0,已满足
25214,1533,115,2026-02-15,112.3789,112.3789,0.0,0,已满足
25215,1534,5,2026-02-15,14,14,0,0,已满足
25216,1534,8,2026-02-15,17,17,0,0,已满足
25217,1534,10,2026-02-15,63.3873,63.3873,0.0,0,已满足
25218,1534,14,2026-02-15,7,7,0,1,已满足
25219,1534,17,2026-02-15,7,7,0,0,已满足
25220,1534,28,2026-02-15,91.809,91.809,0.0,0,已满足
25221,1534,52,2026-02-15,43.6463,43.6463,0.0,0,已满足
25222,1534,53,2026-02-15,18,18,0,0,已满足
25223,1534,64,2026-02-15,8,8,0,1,已满足
25224,1534,76,2026-02-15,122.949,122.949,0.0,0,已满足
25225,1534,81,2026-02-15,18,18,0,0,已满足
25226,1534,88,2026-02-15,2,2,0,0,已满足
25227,1534,100,2026-02-15,107.0718,107.0718,0.0,1,已满足
25228,1534,107,2026-02-15,129.0319,129.0319,0.0,1,已满足
25229,1534,114,2026-02-15,117.7629,117.7629,0.0,1,已满足
25230,1535,3,2026-02-16,330.6928,330.6928,0.0,0,已满足
25231,1535,5,2026-02-16,8,8,0,0,已满足
25232,1535,10,2026-02-16,216.4001,216.4001,0.0,0,已满足
25233,1535,11,2026-02-16,92.9094,92.9094,0.0,1,已满足
25234,1535,13,2026-02-16,18,18,0,1,已满足
25235,1535,29,2026-02-16,10,10,0,0,已满足
25236,1535,37,2026-02-16,28,28,0,0,已满足
25237,1535,48,2026-02-16,5,5,0,0,已满足
25238,1535,50,2026-02-16,244.72,244.72,0.0,1,已满足
25239,1535,64,2026-02-16,31,31,0,1,已满足
25240,1535,71,2026-02-16,36,36,0,0,已满足
25241,1535,73,2026-02-16,10,10,0,0,已满足
25242,1535,77,2026-02-16,8,8,0,1,已满足
25243,1535,80,2026-02-16,24,24,0,0,已满足
25244,1535,93,2026-02-16,35,35,0,0,已满足
25245,1535,96,2026-02-16,10,10,0,0,已满足
25246,1535,115,2026-02-16,245.7972,245.7972,0.0,0,已满足
25247,1535,118,2026-02-16,5,5,0,1,已满足
25248,1536,6,2026-02-16,3,3,0,0,已满足
25249,1536,18,2026-02-16,132.3417,132.3417,0.0,1,已满足
25250,1536,26,2026-02-16,139.4676,139.4676,0.0,1,已满足
25251,1536,27,2026-02-16,76.8256,76.8256,0.0,0,已满足
25252,1536,45,2026-02-16,16,16,0,1,已满足
25253,1536,53,2026-02-16,9,9,0,0,已满足
25254,1536,55,2026-02-16,2,2,0,0,已满足
25255,1536,73,2026-02-16,18,18,0,0,已满足
25256,1536,76,2026-02-16,105.5041,105.5041,0.0,0,已满足
25257,1536,82,2026-02-16,45.2226,45.2226,0.0,0,已满足
25258,1536,83,2026-02-16,82.3904,82.3904,0.0,0,已满足
25259,1536,91,2026-02-16,71.3248,71.3248,0.0,0,已满足
25260,1536,92,2026-02-16,52.6123,52.6123,0.0,0,已满足
25261,1536,94,2026-02-16,13,13,0,1,已满足
25262,1536,95,2026-02-16,2,2,0,0,已满足
25263,1536,98,2026-02-16,105.2818,105.2818,0.0,1,已满足
25264,1536,99,2026-02-16,37.883,37.883,0.0,0,已满足
25265,1536,111,2026-02-16,18,18,0,1,已满足
25266,1537,3,2026-02-16,408.2369,408.2369,0.0,0,已满足
25267,1537,6,2026-02-16,34,34,0,0,已满足
25268,1537,11,2026-02-16,512.659,512.659,0.0,1,已满足
25269,1537,12,2026-02-16,528.66,528.66,0.0,1,已满足
25270,1537,26,2026-02-16,183.9965,183.9965,0.0,1,已满足
25271,1537,29,2026-02-16,38,38,0,0,已满足
25272,1537,40,2026-02-16,16,16,0,1,已满足
25273,1537,43,2026-02-16,268.2114,268.2114,0.0,0,已满足
25274,1537,44,2026-02-16,480.2823,480.2823,0.0,0,已满足
25275,1537,46,2026-02-16,38,38,0,0,已满足
25276,1537,50,2026-02-16,303.9497,303.9497,0.0,1,已满足
25277,1537,54,2026-02-16,20,20,0,0,已满足
25278,1537,55,2026-02-16,12,12,0,0,已满足
25279,1537,62,2026-02-16,32,32,0,0,已满足
25280,1537,68,2026-02-16,405.2734,405.2734,0.0,0,已满足
25281,1537,76,2026-02-16,169.862,169.862,0.0,0,已满足
25282,1537,77,2026-02-16,9,9,0,1,已满足
25283,1537,79,2026-02-16,24,24,0,1,已满足
25284,1537,98,2026-02-16,324.8651,324.8651,0.0,1,已满足
25285,1537,110,2026-02-16,14,14,0,0,已满足
25286,1538,6,2026-02-16,23,23,0,0,已满足
25287,1538,10,2026-02-16,427.3675,427.3675,0.0,0,已满足
25288,1538,16,2026-02-16,58,58,0,0,已满足
25289,1538,26,2026-02-16,636.2793,636.2793,0.0,1,已满足
25290,1538,33,2026-02-16,54,54,0,1,已满足
25291,1538,35,2026-02-16,246.4713,246.4713,0.0,0,已满足
25292,1538,39,2026-02-16,46,46,0,1,已满足
25293,1538,49,2026-02-16,44,44,0,0,已满足
25294,1538,61,2026-02-16,56,56,0,1,已满足
25295,1538,78,2026-02-16,35,35,0,0,已满足
25296,1538,80,2026-02-16,62,62,0,0,已满足
25297,1538,87,2026-02-16,52,52,0,0,已满足
25298,1538,94,2026-02-16,47,47,0,1,已满足
25299,1538,104,2026-02-16,52,52,0,0,已满足
25300,1538,105,2026-02-16,48,48,0,0,已满足
25301,1538,109,2026-02-16,24,24,0,0,已满足
25302,1538,110,2026-02-16,34,34,0,0,已满足
25303,1539,10,2026-02-17,174.2996,174.2996,0.0,0,已满足
25304,1539,24,2026-02-17,29,29,0,0,已满足
25305,1539,30,2026-02-17,26,26,0,0,已满足
25306,1539,35,2026-02-17,302.7776,302.7776,0.0,0,已满足
25307,1539,43,2026-02-17,228.273,228.273,0.0,0,已满足
25308,1539,49,2026-02-17,7,7,0,0,已满足
25309,1539,51,2026-02-17,141.2108,141.2108,0.0,0,已满足
25310,1539,56,2026-02-17,6,6,0,0,已满足
25311,1539,63,2026-02-17,4,4,0,0,已满足
25312,1539,65,2026-02-17,5,5,0,0,已满足
25313,1539,73,2026-02-17,33,33,0,0,已满足
25314,1539,77,2026-02-17,35,35,0,1,已满足
25315,1539,80,2026-02-17,21,21,0,0,已满足
25316,1539,81,2026-02-17,22,22,0,0,已满足
25317,1539,99,2026-02-17,308.4207,308.4207,0.0,0,已满足
25318,1539,106,2026-02-17,47.045,47.045,0.0,0,已满足
25319,1539,117,2026-02-17,23,23,0,0,已满足
25320,1539,120,2026-02-17,19,19,0,0,已满足
25321,1540,3,2026-02-17,364.7276,364.7276,0.0,0,已满足
25322,1540,13,2026-02-17,48,48,0,1,已满足
25323,1540,15,2026-02-17,37,37,0,0,已满足
25324,1540,33,2026-02-17,33,33,0,1,已满足
25325,1540,43,2026-02-17,153.9553,153.9553,0.0,0,已满足
25326,1540,48,2026-02-17,48,48,0,0,已满足
25327,1540,60,2026-02-17,273.3162,273.3162,0.0,0,已满足
25328,1540,62,2026-02-17,33,33,0,0,已满足
25329,1540,63,2026-02-17,29,29,0,0,已满足
25330,1540,64,2026-02-17,56,56,0,1,已满足
25331,1540,73,2026-02-17,52,52,0,0,已满足
25332,1540,83,2026-02-17,41.3019,41.3019,0.0,0,已满足
25333,1540,92,2026-02-17,434.4252,434.4252,0.0,0,已满足
25334,1540,108,2026-02-17,376.6411,376.6411,0.0,0,已满足
25335,1540,118,2026-02-17,16,16,0,1,已满足
25336,1540,120,2026-02-17,38,38,0,0,已满足
25337,1541,8,2026-02-17,10,10,0,0,已满足
25338,1541,10,2026-02-17,74.8504,74.8504,0.0,0,已满足
25339,1541,11,2026-02-17,106.6863,106.6863,0.0,1,已满足
25340,1541,18,2026-02-17,117.4229,117.4229,0.0,1,已满足
25341,1541,20,2026-02-17,75.6121,75.6121,0.0,0,已满足
25342,1541,21,2026-02-17,13,13,0,1,已满足
25343,1541,31,2026-02-17,9,9,0,1,已满足
25344,1541,35,2026-02-17,43.839,43.839,0.0,0,已满足
25345,1541,48,2026-02-17,4,4,0,0,已满足
25346,1541,51,2026-02-17,149.4146,149.4146,0.0,0,已满足
25347,1541,71,2026-02-17,5,5,0,0,已满足
25348,1541,78,2026-02-17,6,6,0,0,已满足
25349,1541,79,2026-02-17,7,7,0,1,已满足
25350,1541,86,2026-02-17,12,12,0,1,已满足
25351,1541,95,2026-02-17,14,14,0,0,已满足
25352,1541,108,2026-02-17,128.0745,128.0745,0.0,0,已满足
25353,1541,110,2026-02-17,5,5,0,0,已满足
25354,1542,25,2026-02-18,30,30,0,0,已满足
25355,1542,29,2026-02-18,5,5,0,0,已满足
25356,1542,34,2026-02-18,470.1688,470.1688,0.0,0,已满足
25357,1542,39,2026-02-18,23,23,0,1,已满足
25358,1542,40,2026-02-18,25,25,0,1,已满足
25359,1542,45,2026-02-18,15,15,0,1,已满足
25360,1542,46,2026-02-18,28,28,0,0,已满足
25361,1542,57,2026-02-18,22,22,0,0,已满足
25362,1542,59,2026-02-18,285.7062,285.7062,0.0,1,已满足
25363,1542,62,2026-02-18,21,21,0,0,已满足
25364,1542,64,2026-02-18,36,36,0,1,已满足
25365,1542,74,2026-02-18,333.0665,333.0665,0.0,1,已满足
25366,1542,92,2026-02-18,180.0944,180.0944,0.0,0,已满足
25367,1542,97,2026-02-18,39,39,0,0,已满足
25368,1542,100,2026-02-18,156.6723,156.6723,0.0,1,已满足
25369,1542,110,2026-02-18,10,10,0,0,已满足
25370,1542,117,2026-02-18,7,7,0,0,已满足
25371,1542,119,2026-02-18,31,31,0,1,已满足
25372,1543,6,2026-02-18,16,16,0,0,已满足
25373,1543,7,2026-02-18,38,38,0,0,已满足
25374,1543,21,2026-02-18,63,63,0,1,已满足
25375,1543,22,2026-02-18,49,49,0,0,已满足
25376,1543,23,2026-02-18,31,31,0,0,已满足
25377,1543,29,2026-02-18,51,51,0,0,已满足
25378,1543,36,2026-02-18,105.1791,105.1791,0.0,0,已满足
25379,1543,42,2026-02-18,572.8235,572.8235,0.0,1,已满足
25380,1543,45,2026-02-18,8,8,0,1,已满足
25381,1543,49,2026-02-18,13,13,0,0,已满足
25382,1543,50,2026-02-18,532.8912,532.8912,0.0,1,已满足
25383,1543,51,2026-02-18,261.012,261.012,0.0,0,已满足
25384,1543,57,2026-02-18,15,15,0,0,已满足
25385,1543,70,2026-02-18,62,62,0,1,已满足
25386,1543,72,2026-02-18,44,44,0,0,已满足
25387,1543,74,2026-02-18,197.0796,197.0796,0.0,1,已满足
25388,1543,77,2026-02-18,62,62,0,1,已满足
25389,1543,114,2026-02-18,537.453,537.453,0.0,1,已满足
25390,1543,119,2026-02-18,10,10,0,1,已满足
25391,1544,4,2026-02-19,102.1381,102.1381,0.0,1,已满足
25392,1544,6,2026-02-19,12,12,0,0,已满足
25393,1544,11,2026-02-19,56.4518,56.4518,0.0,1,已满足
25394,1544,13,2026-02-19,17,17,0,1,已满足
25395,1544,32,2026-02-19,5,5,0,0,已满足
25396,1544,36,2026-02-19,115.7861,115.7861,0.0,0,已满足
25397,1544,47,2026-02-19,4,4,0,0,已满足
25398,1544,61,2026-02-19,14,14,0,1,已满足
25399,1544,67,2026-02-19,34.0823,34.0823,0.0,1,已满足
25400,1544,69,2026-02-19,4,4,0,0,已满足
25401,1544,85,2026-02-19,15,15,0,1,已满足
25402,1544,101,2026-02-19,17,17,0,0,已满足
25403,1544,109,2026-02-19,2,2,0,0,已满足
25404,1544,116,2026-02-19,27.4907,27.4907,0.0,1,已满足
25405,1544,120,2026-02-19,13,13,0,0,已满足
25406,1545,3,2026-02-19,165.3464,165.3464,0.0,0,已满足
25407,1545,5,2026-02-19,4,4,0,0,已满足
25408,1545,10,2026-02-19,108.2,108.2,0.0,0,已满足
25409,1545,11,2026-02-19,46.4547,46.4547,0.0,1,已满足
25410,1545,13,2026-02-19,9,9,0,1,已满足
25411,1545,29,2026-02-19,5,5,0,0,已满足
25412,1545,37,2026-02-19,14,14,0,0,已满足
25413,1545,48,2026-02-19,3,3,0,0,已满足
25414,1545,50,2026-02-19,122.36,122.36,0.0,1,已满足
25415,1545,64,2026-02-19,16,16,0,1,已满足
25416,1545,71,2026-02-19,18,18,0,0,已满足
25417,1545,73,2026-02-19,5,5,0,0,已满足
25418,1545,77,2026-02-19,4,4,0,1,已满足
25419,1545,80,2026-02-19,12,12,0,0,已满足
25420,1545,93,2026-02-19,18,18,0,0,已满足
25421,1545,96,2026-02-19,5,5,0,0,已满足
25422,1545,115,2026-02-19,122.8986,122.8986,0.0,0,已满足
25423,1545,118,2026-02-19,3,3,0,1,已满足
25424,1546,6,2026-02-19,6,6,0,0,已满足
25425,1546,18,2026-02-19,264.6834,264.6834,0.0,1,已满足
25426,1546,26,2026-02-19,278.9351,278.9351,0.0,1,已满足
25427,1546,27,2026-02-19,153.6511,153.6511,0.0,0,已满足
25428,1546,45,2026-02-19,32,32,0,1,已满足
25429,1546,53,2026-02-19,17,17,0,0,已满足
25430,1546,55,2026-02-19,4,4,0,0,已满足
25431,1546,73,2026-02-19,36,36,0,0,已满足
25432,1546,76,2026-02-19,211.0082,211.0082,0.0,0,已满足
25433,1546,82,2026-02-19,90.4451,90.4451,0.0,0,已满足
25434,1546,83,2026-02-19,164.7808,164.7808,0.0,0,已满足
25435,1546,91,2026-02-19,142.6497,142.6497,0.0,0,已满足
25436,1546,92,2026-02-19,105.2246,105.2246,0.0,0,已满足
25437,1546,94,2026-02-19,26,26,0,1,已满足
25438,1546,95,2026-02-19,4,4,0,0,已满足
25439,1546,98,2026-02-19,210.5636,210.5636,0.0,1,已满足
25440,1546,99,2026-02-19,75.7659,75.7659,0.0,0,已满足
25441,1546,111,2026-02-19,36,36,0,1,已满足
25442,1547,6,2026-02-21,12,12,0,0,已满足
25443,1547,10,2026-02-21,213.6838,213.6838,0.0,0,已满足
25444,1547,16,2026-02-21,29,29,0,0,已满足
25445,1547,26,2026-02-21,318.1397,318.1397,0.0,1,已满足
25446,1547,33,2026-02-21,27,27,0,1,已满足
25447,1547,35,2026-02-21,123.2356,123.2356,0.0,0,已满足
25448,1547,39,2026-02-21,23,23,0,1,已满足
25449,1547,49,2026-02-21,22,22,0,0,已满足
25450,1547,61,2026-02-21,28,28,0,1,已满足
25451,1547,78,2026-02-21,18,18,0,0,已满足
25452,1547,80,2026-02-21,31,31,0,0,已满足
25453,1547,87,2026-02-21,26,26,0,0,已满足
25454,1547,94,2026-02-21,24,24,0,1,已满足
25455,1547,104,2026-02-21,26,26,0,0,已满足
25456,1547,105,2026-02-21,24,24,0,0,已满足
25457,1547,109,2026-02-21,12,12,0,0,已满足
25458,1547,110,2026-02-21,17,17,0,0,已满足
25459,1548,6,2026-02-21,15,15,0,0,已满足
25460,1548,17,2026-02-21,64,64,0,0,已满足
25461,1548,27,2026-02-21,209.803,209.803,0.0,0,已满足
25462,1548,31,2026-02-21,37,37,0,1,已满足
25463,1548,32,2026-02-21,88,88,0,0,已满足
25464,1548,33,2026-02-21,25,25,0,1,已满足
25465,1548,37,2026-02-21,53,53,0,0,已满足
25466,1548,52,2026-02-21,131.4686,131.4686,0.0,0,已满足
25467,1548,58,2026-02-21,479.7064,479.7064,0.0,1,已满足
25468,1548,59,2026-02-21,80.1955,80.1955,0.0,1,已满足
25469,1548,73,2026-02-21,81,81,0,0,已满足
25470,1548,79,2026-02-21,57,57,0,1,已满足
25471,1548,90,2026-02-21,350.2287,350.2287,0.0,0,已满足
25472,1548,100,2026-02-21,153.3891,153.3891,0.0,1,已满足
25473,1549,3,2026-02-21,117.8569,117.8569,0.0,0,已满足
25474,1549,4,2026-02-21,163.6717,163.6717,0.0,1,已满足
25475,1549,29,2026-02-21,18,18,0,0,已满足
25476,1549,37,2026-02-21,7,7,0,0,已满足
25477,1549,46,2026-02-21,14,14,0,0,已满足
25478,1549,52,2026-02-21,158.0083,158.0083,0.0,0,已满足
25479,1549,53,2026-02-21,5,5,0,0,已满足
25480,1549,58,2026-02-21,102.2473,102.2473,0.0,1,已满足
25481,1549,67,2026-02-21,36.9793,36.9793,0.0,1,已满足
25482,1549,83,2026-02-21,130.9113,130.9113,0.0,0,已满足
25483,1549,89,2026-02-21,7,7,0,0,已满足
25484,1549,92,2026-02-21,46.6845,46.6845,0.0,0,已满足
25485,1549,97,2026-02-21,13,13,0,0,已满足
25486,1549,101,2026-02-21,18,18,0,0,已满足
25487,1549,115,2026-02-21,34.3056,34.3056,0.0,0,已满足
25488,1549,116,2026-02-21,158.4397,158.4397,0.0,1,已满足
25489,1550,4,2026-02-22,145.8266,145.8266,0.0,1,已满足
25490,1550,15,2026-02-22,3,3,0,0,已满足
25491,1550,27,2026-02-22,55.3156,55.3156,0.0,0,已满足
25492,1550,29,2026-02-22,11,11,0,0,已满足
25493,1550,35,2026-02-22,160.2166,160.2166,0.0,0,已满足
25494,1550,36,2026-02-22,72.6475,72.6475,0.0,0,已满足
25495,1550,48,2026-02-22,15,15,0,0,已满足
25496,1550,52,2026-02-22,120.9221,120.9221,0.0,0,已满足
25497,1550,66,2026-02-22,155.9564,155.9564,0.0,0,已满足
25498,1550,77,2026-02-22,14,14,0,1,已满足
25499,1550,84,2026-02-22,158.4204,158.4204,0.0,1,已满足
25500,1550,90,2026-02-22,41.0504,41.0504,0.0,0,已满足
25501,1550,91,2026-02-22,16.7823,16.7823,0.0,0,已满足
25502,1550,93,2026-02-22,12,12,0,0,已满足
25503,1550,95,2026-02-22,16,16,0,0,已满足
25504,1550,97,2026-02-22,11,11,0,0,已满足
25505,1550,99,2026-02-22,69.2032,69.2032,0.0,0,已满足
25506,1550,118,2026-02-22,10,10,0,1,已满足
25507,1551,6,2026-02-22,3,3,0,0,已满足
25508,1551,10,2026-02-22,76.7184,76.7184,0.0,0,已满足
25509,1551,19,2026-02-22,29.6397,29.6397,0.0,0,已满足
25510,1551,24,2026-02-22,5,5,0,0,已满足
25511,1551,31,2026-02-22,5,5,0,1,已满足
25512,1551,45,2026-02-22,11,11,0,1,已满足
25513,1551,46,2026-02-22,18,18,0,0,已满足
25514,1551,49,2026-02-22,7,7,0,0,已满足
25515,1551,57,2026-02-22,17,17,0,0,已满足
25516,1551,64,2026-02-22,5,5,0,1,已满足
25517,1551,70,2026-02-22,11,11,0,1,已满足
25518,1551,72,2026-02-22,6,6,0,0,已满足
25519,1551,73,2026-02-22,7,7,0,0,已满足
25520,1551,76,2026-02-22,139.4462,139.4462,0.0,0,已满足
